	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_071076_1	NC_071076	NC_071076	1	108	560	1	C	K07474	phage terminase small subunit	YP_010683355.1	YP_010683355.1 terminase small subunit [Streptococcus phage SW13]	False	0.892	281	2.494e-86								Terminase small subunit [PF03592.19]					VOG01634	sp|P68928|TERS_BPSF6 Terminase small subunit; Xr	Xr	0	False	VTF
NC_071076_2	NC_071076	NC_071076	2	547	1218	1	D			YP_010683126.1	YP_010683126.1 terminase large subunit [Streptococcus phage P7953]	True	0.995	471	7.271e-151								Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Phage terminase large subunit [PF04466.16]					VOG02286	REFSEQ terminase large subunit; Xu	Xu	0	False	TF
NC_071076_3	NC_071076	NC_071076	3	1492	2079	1	C	K06909	phage terminase large subunit	YP_010683170.1	YP_010683170.1 terminase large subunit [Streptococcus phage P7954]	True	0.997	413	2.624e-131								Terminase RNAseH like domain [PF17288.5]					VOG02286	REFSEQ terminase large subunit; Xu	Xu	0	False	TF
NC_071076_4	NC_071076	NC_071076	4	2085	3593	1	D			YP_010683080.1	YP_010683080.1 portal protein [Streptococcus phage P7952]	True	0.952	1004	0.0								Phage portal protein, SPP1 Gp6-like [PF05133.17]					VOG00109	sp|Q05220|PORTL_BPML5 Portal protein; XpXrXs	Xp;Xr;Xs	0	False	VTF
NC_071076_5	NC_071076	NC_071076	5	3590	4483	1	D			YP_010683217.1	YP_010683217.1 minor head protein [Streptococcus phage P7955]	True	0.918	572	2.1080000000000006e-184								Phage Mu protein F like protein [PF04233.17]					VOG03910	sp|Q38442|GP7_BPSPP Minor head protein GP7; XhXs	Xh;Xs	0	False	VTF
NC_071076_6	NC_071076	NC_071076	6	4671	5252	1	D			YP_010683218.1	YP_010683218.1 head scaffolding protein [Streptococcus phage P7955]	False	0.86	346	4.6510000000000004e-108								Domain of unknown function (DUF4355) [PF14265.9]								0	False	TF
NC_071076_7	NC_071076	NC_071076	7	5273	5632	1	E			YP_010683219.1	YP_010683219.1 major head protein [Streptococcus phage P7955]	False	0.942	237	6.861000000000002e-72													VOG04779	REFSEQ major head protein; Xu	Xu	0	False	T
NC_071076_8	NC_071076	NC_071076	8	5650	6696	1	D			YP_010683220.1	YP_010683220.1 major head protein [Streptococcus phage P7955]	True	0.933	683	1.0880000000000001e-221								Phage major capsid protein E [PF03864.18]					VOG01069	sp|D6RRG1|CAPSD_BPKPP Major capsid protein; XhXs	Xh;Xs	0	False	VT
NC_071076_9	NC_071076	NC_071076	9	6708	6869	1	E			YP_010683221.1	YP_010683221.1 hypothetical protein PQF05_gp08 [Streptococcus phage P7955]	False	0.954	109	1.619e-28													VOG16364	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_071076_10	NC_071076	NC_071076	10	6881	7222	1	E			YP_010683134.1	YP_010683134.1 head-tail adaptor [Streptococcus phage P7953]	False	0.967	232	3.115e-70													VOG00555	sp|Q38584|HCP15_BPSPP Head completion protein gp15; XpXrXs	Xp;Xr;Xs	0	False	VT
