	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001360.1_1	QGNH01001360.1	QGNH01001360.1	1	1	84	-1	E															0	False	F
QGNH01001360.1_2	QGNH01001360.1	QGNH01001360.1	2	210	848	-1	D							Helix-turn-helix domain [PF13730.9]								0	False	F
QGNH01001360.1_3	QGNH01001360.1	QGNH01001360.1	3	1042	1221	-1	E															0	False	F
QGNH01001360.1_4	QGNH01001360.1	QGNH01001360.1	4	1317	2135	1	D	YP_004934633.1	YP_004934633.1 exonuclease VIII [Synechococcus phage S-CBS1]	False	0.395	178.0	1.524e-48	PDDEXK-like domain of unknown function (DUF3799) [PF12684.10]					VOG08192	sp|P03698|VBET_LAMBD Recombination protein bet; Xr	Xr	0	False	VF
QGNH01001360.1_5	QGNH01001360.1	QGNH01001360.1	5	2136	3146	1	D	YP_008853829.1	YP_008853829.1 single strand annealing protein [Ralstonia phage RSK1]	False	0.534	180.0	3.847e-48	RecT family [PF03837.17]								0	False	F
QGNH01001360.1_6	QGNH01001360.1	QGNH01001360.1	6	3256	3435	1	E															0	False	F
QGNH01001360.1_7	QGNH01001360.1	QGNH01001360.1	7	3432	3770	1	D							Plasmid replication region DNA-binding N-term [PF11740.11]								0	False	F
QGNH01001360.1_8	QGNH01001360.1	QGNH01001360.1	8	3779	3979	1	E															0	False	F
QGNH01001360.1_9	QGNH01001360.1	QGNH01001360.1	9	4227	4415	-1	E															0	False	F
QGNH01001360.1_10	QGNH01001360.1	QGNH01001360.1	10	4412	4552	-1	E															0	False	F
QGNH01001360.1_11	QGNH01001360.1	QGNH01001360.1	11	4553	4738	-1	E															0	False	F
QGNH01001360.1_12	QGNH01001360.1	QGNH01001360.1	12	4930	5562	1	E															0	False	F
QGNH01001360.1_13	QGNH01001360.1	QGNH01001360.1	13	5549	6037	1	E															0	False	
QGNH01001360.1_14	QGNH01001360.1	QGNH01001360.1	14	5988	6185	1	E															0	False	
QGNH01001360.1_15	QGNH01001360.1	QGNH01001360.1	15	6225	6617	1	E															0	False	
QGNH01001360.1_16	QGNH01001360.1	QGNH01001360.1	16	6610	6777	1	E															0	False	
QGNH01001360.1_17	QGNH01001360.1	QGNH01001360.1	17	6774	7103	1	E															0	False	
QGNH01001360.1_18	QGNH01001360.1	QGNH01001360.1	18	7090	8658	1	E	YP_009823358.1	YP_009823358.1 putative terminase large subunit [Escherichia phage PTXU04]	False	0.387	319.0	4.67e-93						VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
QGNH01001360.1_19	QGNH01001360.1	QGNH01001360.1	19	8684	10828	1	D	YP_009222589.1	YP_009222589.1 portal protein [Rhodoferax phage P26218]	False	0.184	68.0	3.241e-10	Phage P22-like portal protein [PF16510.8]					VOG02069	sp|Q9T1S9|PORTL_BPAPS Portal protein; XhXpXrXs	Xr;Xp;Xs;Xh	0	False	V
QGNH01001360.1_20	QGNH01001360.1	QGNH01001360.1	20	10825	11025	1	E															0	False	
QGNH01001360.1_21	QGNH01001360.1	QGNH01001360.1	21	11290	11811	1	E															0	False	
QGNH01001360.1_22	QGNH01001360.1	QGNH01001360.1	22	11896	12132	-1	E															0	False	
QGNH01001360.1_23	QGNH01001360.1	QGNH01001360.1	23	12376	13098	1	E															0	False	
QGNH01001360.1_24	QGNH01001360.1	QGNH01001360.1	24	13137	14402	1	D	YP_007518352.1	YP_007518352.1 major head protein [Vibrio phage VvAW1]	False	0.19	72.0	5.645e-12	P22 coat protein - gene protein 5 [PF11651.11]								0	False	
QGNH01001360.1_25	QGNH01001360.1	QGNH01001360.1	25	14459	15340	1	E															0	False	
QGNH01001360.1_26	QGNH01001360.1	QGNH01001360.1	26	15368	16432	1	E															0	False	
QGNH01001360.1_27	QGNH01001360.1	QGNH01001360.1	27	16433	16993	1	D	YP_002003777.1	YP_002003777.1 endonuclease VII [Escherichia phage EcoDS1]	False	0.493	86.0	3.9e-18	Recombination endonuclease VII [PF02945.18]					VOG00049	sp|Q5UPT5|YL246_MIMIV Uncharacterized protein L246; Xu	Xu	0	False	
QGNH01001360.1_28	QGNH01001360.1	QGNH01001360.1	28	16997	18628	1	D							Phage stabilisation protein [PF11134.11]					VOG10156	sp|P26749|VG10_BPP22 Packaged DNA stabilization protein gp10; Xh	Xh	0	False	
QGNH01001360.1_29	QGNH01001360.1	QGNH01001360.1	29	18625	18903	1	E															0	False	
QGNH01001360.1_30	QGNH01001360.1	QGNH01001360.1	30	18917	19672	1	E															0	False	
QGNH01001360.1_31	QGNH01001360.1	QGNH01001360.1	31	19680	20801	1	E															0	False	
QGNH01001360.1_32	QGNH01001360.1	QGNH01001360.1	32	20801	22129	1	E															0	False	
QGNH01001360.1_33	QGNH01001360.1	QGNH01001360.1	33	22126	22335	1	E															0	False	
QGNH01001360.1_34	QGNH01001360.1	QGNH01001360.1	34	22332	24527	1	E															0	False	
QGNH01001360.1_35	QGNH01001360.1	QGNH01001360.1	35	24545	24934	1	E															0	False	
QGNH01001360.1_36	QGNH01001360.1	QGNH01001360.1	36	24955	26400	1	E															0	False	
QGNH01001360.1_37	QGNH01001360.1	QGNH01001360.1	37	26416	27999	1	E	YP_010683773.1	YP_010683773.1 putative tail-fiber protein [Klebsiella phage BUCT_47333]	False	0.263	82.0	6.342e-15									0	False	
QGNH01001360.1_38	QGNH01001360.1	QGNH01001360.1	38	28009	30483	1	E	YP_009174851.1	YP_009174851.1 hypothetical protein AR679_gp165 [Yellowstone lake phycodnavirus 1]	False	0.199	61.0	5.75e-08									0	False	F
QGNH01001360.1_39	QGNH01001360.1	QGNH01001360.1	39	30493	30669	1	D							Family of unknown function (DUF6496) [PF20106.2]					VOG03878	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001360.1_40	QGNH01001360.1	QGNH01001360.1	40	30666	30773	1	E															0	False	F
QGNH01001360.1_41	QGNH01001360.1	QGNH01001360.1	41	30801	31637	1	E															0	False	F
QGNH01001360.1_42	QGNH01001360.1	QGNH01001360.1	42	31693	31815	1	E															0	False	F
QGNH01001360.1_43	QGNH01001360.1	QGNH01001360.1	43	31834	31998	1	E															0	False	F
QGNH01001360.1_44	QGNH01001360.1	QGNH01001360.1	44	32092	32352	1	E															0	False	F
QGNH01001360.1_45	QGNH01001360.1	QGNH01001360.1	45	32352	32867	1	D	YP_009196068.1	YP_009196068.1 endolysin [Mannheimia phage vB_MhM_3927AP2]	False	0.298	78.0	8.936e-16	Glycosyl hydrolase 108 [PF05838.15]; Predicted Peptidoglycan domain [PF09374.13]	GH108	GH108 N-acetylmuramidase (EC 3.2.1.17)	3.2.1.17	GH108.hmm	VOG04462	REFSEQ endolysin; Xu	Xu	0	False	F
QGNH01001360.1_46	QGNH01001360.1	QGNH01001360.1	46	32905	33096	1	E															0	False	F
QGNH01001360.1_47	QGNH01001360.1	QGNH01001360.1	47	33112	33366	1	E															0	False	F
QGNH01001360.1_48	QGNH01001360.1	QGNH01001360.1	48	33363	33728	1	E															0	False	F
QGNH01001360.1_49	QGNH01001360.1	QGNH01001360.1	49	33774	33947	-1	E															0	False	F
QGNH01001360.1_50	QGNH01001360.1	QGNH01001360.1	50	33951	34289	-1	E															0	False	F
