	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_073474_1	NC_073474	NC_073474	1	1	366	1	D			YP_010755742.1	YP_010755742.1 terminase small subunit [Gordonia phage VanLee]	False	0.987	254.0	9.533e-78	Phage terminase, small subunit [PF05119.15]				0	False	F
NC_073474_2	NC_073474	NC_073474	2	366	896	1	E			YP_010755743.1	YP_010755743.1 helix-turn-helix DNA-binding domain protein [Gordonia phage VanLee]	False	0.908	336.0	5.5549999999999995e-105		VOG13213	REFSEQ helix-turn-helix domain-containing protein; Xu	Xu	0	False	F
NC_073474_3	NC_073474	NC_073474	3	889	2223	1	C	K06909	phage terminase large subunit	YP_010755744.1	YP_010755744.1 terminase large subunit [Gordonia phage VanLee]	True	0.994	934.0	9.073000000000001e-307	Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Phage terminase large subunit [PF04466.16]; Terminase RNAseH like domain [PF17288.5]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
NC_073474_4	NC_073474	NC_073474	4	2183	3826	1	D			YP_010755745.1	YP_010755745.1 portal protein [Gordonia phage VanLee]	True	0.98	1082.0	0.0	Phage portal protein, SPP1 Gp6-like [PF05133.17]	VOG00109	sp|Q05220|PORTL_BPML5 Portal protein; XpXrXs	Xp;Xs;Xr	0	False	VF
NC_073474_5	NC_073474	NC_073474	5	3943	4983	1	D			YP_010755747.1	YP_010755747.1 MuF-like minor capsid protein [Gordonia phage VanLee]	True	0.916	664.0	1.954e-215	Phage minor capsid protein 2 [PF06152.14]				0	False	F
NC_073474_6	NC_073474	NC_073474	6	5126	5863	1	E			YP_010755748.1	YP_010755748.1 scaffolding protein [Gordonia phage VanLee]	True	0.866	442.0	2.032e-140					0	False	
NC_073474_7	NC_073474	NC_073474	7	5920	6837	1	D			YP_010755749.1	YP_010755749.1 major capsid protein [Gordonia phage VanLee]	True	0.945	607.0	2.0150000000000002e-196	P22 coat protein - gene protein 5 [PF11651.11]	VOG00529	sp|P19727|CAPSB_BPT7 Minor capsid protein; XrXs	Xs;Xr	0	False	V
NC_073474_8	NC_073474	NC_073474	8	6862	7197	1	E			YP_010755750.1	YP_010755750.1 hypothetical protein QEH49_gp009 [Gordonia phage VanLee]	False	0.954	225.0	1.144e-67					0	False	
NC_073474_9	NC_073474	NC_073474	9	7200	7619	1	E			YP_010755751.1	YP_010755751.1 head-to-tail adaptor [Gordonia phage VanLee]	False	0.915	268.0	3.599e-82		VOG01300	sp|Q04768|YG34_BPLLH Uncharacterized protein ORF4; Xu	Xu	0	False	
NC_073474_10	NC_073474	NC_073474	10	7616	7990	1	E			YP_010755752.1	YP_010755752.1 head-to-tail stopper [Gordonia phage VanLee]	False	1.0	270.0	3.594e-83					0	False	
NC_073474_11	NC_073474	NC_073474	11	7987	8286	1	E			YP_010755753.1	YP_010755753.1 hypothetical protein QEH49_gp012 [Gordonia phage VanLee]	False	1.0	212.0	1.569e-63					0	False	
NC_073474_12	NC_073474	NC_073474	12	8283	8678	1	E			YP_010755754.1	YP_010755754.1 tail terminator [Gordonia phage VanLee]	False	0.972	271.0	3.681e-83		VOG00096	sp|O64216|VG22_BPMD2 Gene 22 protein; Xu	Xu	0	False	
NC_073474_13	NC_073474	NC_073474	13	8706	9605	1	E			YP_010755755.1	YP_010755755.1 major tail protein [Gordonia phage VanLee]	True	0.953	601.0	2.356e-194		VOG00135	sp|Q05229|VG23_BPML5 Major tail protein Gp23; Xs	Xs	0	False	V
NC_073474_14	NC_073474	NC_073474	14	9688	10017	1	E			YP_010755756.1	YP_010755756.1 hypothetical protein QEH49_gp015 [Gordonia phage VanLee]	False	0.891	205.0	1.037e-60					0	False	
NC_073474_15	NC_073474	NC_073474	15	10020	10433	1	E			YP_010755758.1	YP_010755758.1 tail assembly chaperone [Gordonia phage VanLee]	False	0.921	266.0	1.585e-81					0	False	
NC_073474_16	NC_073474	NC_073474	16	10592	10897	1	E			YP_010755757.1	YP_010755757.1 tail assembly chaperone [Gordonia phage VanLee]	False	0.985	212.0	1.731e-63					0	False	
NC_073474_17	NC_073474	NC_073474	17	10919	15565	1	E			YP_010755759.1	YP_010755759.1 tape measure protein [Gordonia phage VanLee]	True	0.941	3057.0	0.0					0	False	
NC_073474_18	NC_073474	NC_073474	18	15562	16449	1	E			YP_010755760.1	YP_010755760.1 minor tail protein [Gordonia phage VanLee]	True	1.0	630.0	1.446e-204					0	False	
NC_073474_19	NC_073474	NC_073474	19	16446	18107	1	E			YP_010755761.1	YP_010755761.1 minor tail protein [Gordonia phage VanLee]	True	0.981	1145.0	0.0		VOG02068	sp|Q05235|VG28_BPML5 Minor tail protein Gp28; Xu	Xu	0	False	
NC_073474_20	NC_073474	NC_073474	20	18148	18693	1	D			YP_010755762.1	YP_010755762.1 hypothetical protein QEH49_gp021 [Gordonia phage VanLee]	True	1.0	389.0	4.2000000000000005e-123	Protein of unknown function (DUF2744) [PF10910.11]	VOG01373	sp|O64223|VG29_BPMD2 Gene 29 protein; Xu	Xu	0	False	
NC_073474_21	NC_073474	NC_073474	21	18690	20378	1	E			YP_010755763.1	YP_010755763.1 minor tail protein [Gordonia phage VanLee]	True	0.955	1129.0	0.0					0	False	
NC_073474_22	NC_073474	NC_073474	22	20380	20685	1	E			YP_010755764.1	YP_010755764.1 hypothetical protein QEH49_gp023 [Gordonia phage VanLee]	False	1.0	224.0	1.3189999999999998e-67		VOG02023	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_073474_23	NC_073474	NC_073474	23	20694	21035	1	E			YP_010755765.1	YP_010755765.1 hypothetical protein QEH49_gp024 [Gordonia phage VanLee]	False	1.0	244.0	1.737e-74					0	False	
NC_073474_24	NC_073474	NC_073474	24	21022	22797	1	E			YP_010755766.1	YP_010755766.1 minor tail protein [Gordonia phage VanLee]	True	0.915	1131.0	0.0		VOG01629	REFSEQ minor tail protein; Xu	Xu	0	False	
NC_073474_25	NC_073474	NC_073474	25	22797	23510	1	E			YP_010755767.1	YP_010755767.1 hypothetical protein QEH49_gp026 [Gordonia phage VanLee]	True	0.917	456.0	1.645e-145					0	False	
NC_073474_26	NC_073474	NC_073474	26	23543	23998	1	E			YP_010755768.1	YP_010755768.1 hypothetical protein QEH49_gp027 [Gordonia phage VanLee]	False	0.99	318.0	3.395e-99					0	False	
