	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001709.1_1	QGNH01001709.1	QGNH01001709.1	1	3	116	-1	E											0	False	F
QGNH01001709.1_2	QGNH01001709.1	QGNH01001709.1	2	117	893	-1	D							Family of unknown function (DUF6424) [PF19988.2]				0	False	F
QGNH01001709.1_3	QGNH01001709.1	QGNH01001709.1	3	895	1245	-1	E											0	False	F
QGNH01001709.1_4	QGNH01001709.1	QGNH01001709.1	4	1251	1445	-1	E											0	False	F
QGNH01001709.1_5	QGNH01001709.1	QGNH01001709.1	5	1442	5815	-1	D	YP_009885083.1	YP_009885083.1 MutT/NUDIX hydrolase [Arthrobacter phage Mufasa8]	True	0.297	452.0	2.5170000000000004e-128	NUDIX domain [PF00293.31]; Phage Mu protein F like protein [PF04233.17]; Intein splicing domain [PF14890.9]	VOG00441	sp|P32271|Y06L_BPT4 Uncharacterized 17.7 kDa protein in e-segB intergenic region; Xu	Xu	0	False	F
QGNH01001709.1_6	QGNH01001709.1	QGNH01001709.1	6	5812	6051	-1	E											0	False	
QGNH01001709.1_7	QGNH01001709.1	QGNH01001709.1	7	6121	6405	-1	E											0	False	
QGNH01001709.1_8	QGNH01001709.1	QGNH01001709.1	8	6405	6650	-1	E											0	False	
QGNH01001709.1_9	QGNH01001709.1	QGNH01001709.1	9	6629	8416	-1	E	YP_010755618.1	YP_010755618.1 terminase [Streptomyces phage TurkishDelight]	True	0.447	397.0	1.458e-118		VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01001709.1_10	QGNH01001709.1	QGNH01001709.1	10	8426	8695	-1	E											0	False	F
QGNH01001709.1_11	QGNH01001709.1	QGNH01001709.1	11	8695	9090	-1	E											0	False	F
QGNH01001709.1_12	QGNH01001709.1	QGNH01001709.1	12	9090	9293	-1	E											0	False	F
QGNH01001709.1_13	QGNH01001709.1	QGNH01001709.1	13	9316	9438	-1	E											0	False	F
QGNH01001709.1_14	QGNH01001709.1	QGNH01001709.1	14	9730	10011	-1	E											0	False	F
QGNH01001709.1_15	QGNH01001709.1	QGNH01001709.1	15	10049	10516	-1	E								VOG03664	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001709.1_16	QGNH01001709.1	QGNH01001709.1	16	10761	11000	-1	E											0	False	F
QGNH01001709.1_17	QGNH01001709.1	QGNH01001709.1	17	11002	11739	-1	E											0	False	F
QGNH01001709.1_18	QGNH01001709.1	QGNH01001709.1	18	11732	12067	-1	E											0	False	F
QGNH01001709.1_19	QGNH01001709.1	QGNH01001709.1	19	12060	12461	-1	E											0	False	F
QGNH01001709.1_20	QGNH01001709.1	QGNH01001709.1	20	12451	12720	-1	E											0	False	F
