	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001619.1_1	QGNH01001619.1	QGNH01001619.1	1	3	938	-1	E	YP_007676443.1	YP_007676443.1 hypothetical protein SWVG_00009 [Synechococcus phage S-RIP1]	False	0.298	70.0	1.274e-11					0	False	F
QGNH01001619.1_2	QGNH01001619.1	QGNH01001619.1	2	938	1093	-1	E											0	False	F
QGNH01001619.1_3	QGNH01001619.1	QGNH01001619.1	3	1097	1804	-1	E											0	False	F
QGNH01001619.1_4	QGNH01001619.1	QGNH01001619.1	4	1845	2966	-1	E											0	False	F
QGNH01001619.1_5	QGNH01001619.1	QGNH01001619.1	5	2966	4330	-1	E	YP_001552270.1	YP_001552270.1 hypothetical protein BA3_0001 [Thalassomonas phage BA3]	False	0.271	68.0	8.468e-11					0	False	F
QGNH01001619.1_6	QGNH01001619.1	QGNH01001619.1	6	4342	5625	-1	D							Sortilin, neurotensin receptor 3, [PF15902.8]				0	False	F
QGNH01001619.1_7	QGNH01001619.1	QGNH01001619.1	7	5625	5933	-1	E											0	False	
QGNH01001619.1_8	QGNH01001619.1	QGNH01001619.1	8	6302	7564	-1	E											0	False	
QGNH01001619.1_9	QGNH01001619.1	QGNH01001619.1	9	7570	8988	-1	E											0	False	
QGNH01001619.1_10	QGNH01001619.1	QGNH01001619.1	10	8993	10342	-1	E											0	False	F
QGNH01001619.1_11	QGNH01001619.1	QGNH01001619.1	11	10317	10808	-1	E											0	False	F
QGNH01001619.1_12	QGNH01001619.1	QGNH01001619.1	12	10805	11401	-1	D							Aspartyl/Asparaginyl beta-hydroxylase [PF05118.18]				0	False	F
QGNH01001619.1_13	QGNH01001619.1	QGNH01001619.1	13	11398	12942	-1	D	YP_009222582.1	YP_009222582.1 head closure Hc3 [Rhodoferax phage P26218]	False	0.282	200.0	7.930999999999999e-53	Phage stabilisation protein [PF11134.11]	VOG10156	sp|P26749|VG10_BPP22 Packaged DNA stabilization protein gp10; Xh	Xh	0	False	F
QGNH01001619.1_14	QGNH01001619.1	QGNH01001619.1	14	12946	13992	-1	E	YP_007518350.1	YP_007518350.1 hypothetical protein I904_gp08 [Vibrio phage VvAW1]	False	0.312	67.0	1.034e-10		VOG12454	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001619.1_15	QGNH01001619.1	QGNH01001619.1	15	14071	14301	-1	E											0	False	F
QGNH01001619.1_16	QGNH01001619.1	QGNH01001619.1	16	14319	15098	-1	E	YP_010676997.1	YP_010676997.1 major head protein [Shewanella phage X14]	False	0.335	138.0	6.222e-35					0	False	F
