	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_023729_NC_023729_1	NC_023729	NC_023729	1	97	504	1	E															0
NC_023729_NC_023729_2	NC_023729	NC_023729	2	504	2036	1	E															0
NC_023729_NC_023729_3	NC_023729	NC_023729	3	2029	2235	1	E															0
NC_023729_NC_023729_4	NC_023729	NC_023729	4	2249	3538	1	D										Phage portal protein [PF04860.15]					0
NC_023729_NC_023729_5	NC_023729	NC_023729	5	3538	4344	1	C	K06904	uncharacterized protein	MER0323020	S78	MER0323020 - prohead peptidase (bacteriophage HK97) () [S78.001]#S78#{peptidase unit: 20-177}~source AEL19933~	False	0.972	326.0	2.449e-99	Caudovirus prohead serine protease [PF04586.20]					0
NC_023729_NC_023729_6	NC_023729	NC_023729	6	4372	5664	1	D										Phage capsid family [PF05065.16]					0
NC_023729_NC_023729_7	NC_023729	NC_023729	7	5730	5963	1	E															0
NC_023729_NC_023729_8	NC_023729	NC_023729	8	5956	6441	1	E															0
NC_023729_NC_023729_9	NC_023729	NC_023729	9	6438	6782	1	E															0
NC_023729_NC_023729_10	NC_023729	NC_023729	10	6794	6988	1	E															0
NC_023729_NC_023729_11	NC_023729	NC_023729	11	6975	7346	1	D										Bacteriophage HK97-gp10, putative tail-component [PF04883.15]					0
NC_023729_NC_023729_12	NC_023729	NC_023729	12	7343	7762	1	E															0
NC_023729_NC_023729_13	NC_023729	NC_023729	13	7877	8935	1	E															0
NC_023729_NC_023729_14	NC_023729	NC_023729	14	9036	9566	1	E															0
NC_023729_NC_023729_15	NC_023729	NC_023729	15	9619	9942	1	E															0
NC_023729_NC_023729_16	NC_023729	NC_023729	16	10123	13266	1	D			MER0092407	C40	MER0092407 - family C40 non-peptidase homologues (Mycobacterium gilvum) [C40.UNW]#C40#{peptidase unit: 16-118}~source ABP45749~	False	0.37	60.0	1.905e-07						0
NC_023729_NC_023729_17	NC_023729	NC_023729	17	13268	14989	1	E															0
NC_023729_NC_023729_18	NC_023729	NC_023729	18	14989	16698	1	E															0
NC_023729_NC_023729_19	NC_023729	NC_023729	19	16714	17556	1	E															0
NC_023729_NC_023729_20	NC_023729	NC_023729	20	17556	19550	1	E															0
NC_023729_NC_023729_21	NC_023729	NC_023729	21	19550	20191	1	E															0
NC_023729_NC_023729_22	NC_023729	NC_023729	22	20223	21437	1	E															0
NC_023729_NC_023729_23	NC_023729	NC_023729	23	21446	21742	1	E															0
NC_023729_NC_023729_24	NC_023729	NC_023729	24	21744	22169	1	E															0
NC_023729_NC_023729_25	NC_023729	NC_023729	25	22169	22348	1	E															0
NC_023729_NC_023729_26	NC_023729	NC_023729	26	22348	22533	1	E															0
NC_023729_NC_023729_27	NC_023729	NC_023729	27	22601	22837	1	E															0
NC_023729_NC_023729_28	NC_023729	NC_023729	28	22834	24342	1	C	K03791	putative chitinase								Chitinase class I [PF00182.22]; Peptidase_C39 like family [PF13529.9]	GH19	GH19 chitinase (EC 3.2.1.14); lysozyme (EC 3.2.1.17); [reducing end] chitinase (EC 3.2.1.201)	3.2.1.14,3.2.1.17	GH19.hmm	0
NC_023729_NC_023729_29	NC_023729	NC_023729	29	24339	24743	1	D										Mycobacterial 2 TMS Phage Holin (M2 Hol) Family [PF16081.8]					0
NC_023729_NC_023729_30	NC_023729	NC_023729	30	24740	25108	1	D										Protein of unknown function (DUF2746) [PF10874.11]					0
NC_023729_NC_023729_31	NC_023729	NC_023729	31	25182	25565	-1	E															0
NC_023729_NC_023729_32	NC_023729	NC_023729	32	25674	25967	-1	E															0
NC_023729_NC_023729_33	NC_023729	NC_023729	33	26063	26404	-1	D										Protein of unknown function (DUF2510) [PF10708.12]					0
NC_023729_NC_023729_34	NC_023729	NC_023729	34	26438	27400	-1	D										Phage integrase family [PF00589.25]					0
NC_023729_NC_023729_35	NC_023729	NC_023729	35	27415	27786	-1	D										Bacteriophage CI repressor helix-turn-helix domain [PF07022.16]					0
NC_023729_NC_023729_36	NC_023729	NC_023729	36	27920	28153	1	D										BetR domain [PF08667.13]; Protein of unknown function (DUF739) [PF05339.14]					0
NC_023729_NC_023729_37	NC_023729	NC_023729	37	28150	28536	1	E															0
NC_023729_NC_023729_38	NC_023729	NC_023729	38	28646	29074	1	E															0
NC_023729_NC_023729_39	NC_023729	NC_023729	39	29132	29386	1	E															0
NC_023729_NC_023729_40	NC_023729	NC_023729	40	29386	29745	1	D										Protein of unknown function (DUF732) [PF05305.17]					0
NC_023729_NC_023729_41	NC_023729	NC_023729	41	29823	30068	1	E															0
NC_023729_NC_023729_42	NC_023729	NC_023729	42	30065	30220	1	E															0
NC_023729_NC_023729_43	NC_023729	NC_023729	43	30217	30516	1	C	K18955	WhiB family transcriptional regulator, redox-sensing transcriptional regulator								Transcription factor WhiB [PF02467.19]					0
NC_023729_NC_023729_44	NC_023729	NC_023729	44	30527	30997	1	E															0
NC_023729_NC_023729_45	NC_023729	NC_023729	45	30994	31923	1	D										PDDEXK-like domain of unknown function (DUF3799) [PF12684.10]					0
NC_023729_NC_023729_46	NC_023729	NC_023729	46	31920	32912	1	C	K07455	recombination protein RecT								RecT family [PF03837.17]					0
NC_023729_NC_023729_47	NC_023729	NC_023729	47	32909	33271	1	E															0
NC_023729_NC_023729_48	NC_023729	NC_023729	48	33268	33660	1	E															0
NC_023729_NC_023729_49	NC_023729	NC_023729	49	33657	33905	1	C	K06191	glutaredoxin-like protein NrdH								Glutaredoxin [PF00462.27]; Glutaredoxin-like domain (DUF836) [PF05768.17]					0
NC_023729_NC_023729_50	NC_023729	NC_023729	50	33902	34117	1	E															0
NC_023729_NC_023729_51	NC_023729	NC_023729	51	34114	34401	1	E															0
NC_023729_NC_023729_52	NC_023729	NC_023729	52	34401	34721	1	E															0
NC_023729_NC_023729_53	NC_023729	NC_023729	53	34718	34936	1	E															0
NC_023729_NC_023729_54	NC_023729	NC_023729	54	34933	37557	1	D										DNA methylase [PF01555.21]					0
NC_023729_NC_023729_55	NC_023729	NC_023729	55	37679	38128	1	D										Domain of unknown function (DUF4326) [PF14216.9]					0
NC_023729_NC_023729_56	NC_023729	NC_023729	56	38128	38529	1	E															1
NC_023729_NC_023729_57	NC_023729	NC_023729	57	38529	38672	1	E															0
NC_023729_NC_023729_58	NC_023729	NC_023729	58	38830	39723	1	E															0
NC_023729_NC_023729_59	NC_023729	NC_023729	59	39720	40322	1	E															0
NC_023729_NC_023729_60	NC_023729	NC_023729	60	40319	40567	1	E															0
NC_023729_NC_023729_61	NC_023729	NC_023729	61	40564	40896	1	E															0
NC_023729_NC_023729_62	NC_023729	NC_023729	62	40899	41558	1	E															0
NC_023729_NC_023729_63	NC_023729	NC_023729	63	41702	41926	1	E															0
NC_023729_NC_023729_64	NC_023729	NC_023729	64	41923	42321	1	E															0
NC_023729_NC_023729_65	NC_023729	NC_023729	65	42318	42563	1	E															0
