	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
MZ334500.1_1	MZ334500	MZ334500.1	1	3	293	1	E																				0	False	F
MZ334500.1_2	MZ334500	MZ334500.1	2	367	918	-1	D			YP_010358446.1	YP_010358446.1 HalOD1 domain-containing protein [Halorubrum sodomense tailed virus 4]	True	0.981	381.0	2.543e-120								Halobacterial output domain 1 [PF18545.4]	VOG23910	REFSEQ HalOD1 domain-containing protein; Xu	Xu	0	False	F
MZ334500.1_3	MZ334500	MZ334500.1	3	1327	2103	1	E			YP_010358447.1	YP_010358447.1 terminase small subunit [Halorubrum sodomense tailed virus 4]	True	0.956	521.0	2.119e-167									VOG05559	REFSEQ terminase small subunit; Xu	Xu	0	False	F
MZ334500.1_4	MZ334500	MZ334500.1	4	2096	2359	1	E			YP_008058451.1	YP_008058451.1 hypothetical protein M194_gp003 [Halorubrum tailed phage 5]	False	0.944	175.0	9.649e-51									VOG04981	REFSEQ hypothetical protein; Xu	Xu	0	False	F
MZ334500.1_5	MZ334500	MZ334500.1	5	2470	2577	1	E			YP_010358448.1	YP_010358448.1 hypothetical protein M1M41_gp003 [Halorubrum sodomense tailed virus 4]	False	0.898	68.0	1.013e-14									VOG23911	REFSEQ hypothetical protein; Xu	Xu	0	False	F
MZ334500.1_6	MZ334500	MZ334500.1	6	2580	2774	1	E			YP_010358449.1	YP_010358449.1 hypothetical protein M1M41_gp004 [Halorubrum sodomense tailed virus 4]	False	1.0	141.0	1.072e-39									VOG23913	REFSEQ hypothetical protein; Xu	Xu	0	False	F
MZ334500.1_7	MZ334500	MZ334500.1	7	3110	4801	1	E			YP_010358451.1	YP_010358451.1 terminase large subunit [Halorubrum sodomense tailed virus 4]	True	0.942	1114.0	0.0									VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
MZ334500.1_8	MZ334500	MZ334500.1	8	4816	6255	1	E			YP_010358452.1	YP_010358452.1 portal protein [Halorubrum sodomense tailed virus 4]	True	0.953	961.0	1.231e-315									VOG00562	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29; Xu	Xu	0	False	F
MZ334500.1_9	MZ334500	MZ334500.1	9	6255	6545	1	E			YP_010358453.1	YP_010358453.1 hypothetical protein M1M41_gp116 [Halorubrum sodomense tailed virus 4]	False	0.879	178.0	1.196e-51									VOG23915	REFSEQ hypothetical protein; Xu	Xu	0	False	
MZ334500.1_10	MZ334500	MZ334500.1	10	6542	7306	1	E			YP_010358454.1	YP_010358454.1 head maturation protease [Halorubrum sodomense tailed virus 4]	True	0.965	518.0	1.5940000000000002e-166									VOG14382	REFSEQ head maturation protease; Xu	Xu	0	False	
MZ334500.1_11	MZ334500	MZ334500.1	11	7313	7738	1	E			YP_010358455.1	YP_010358455.1 hypothetical protein M1M41_gp114 [Halorubrum sodomense tailed virus 4]	False	0.88	260.0	2.189e-79												0	False	
MZ334500.1_12	MZ334500	MZ334500.1	12	7761	8276	1	E			YP_008058460.1	YP_008058460.1 hypothetical protein M194_gp113 [Halorubrum tailed phage 5]	False	0.948	343.0	2.05e-107									VOG14381	REFSEQ hypothetical protein; Xu	Xu	0	False	
MZ334500.1_13	MZ334500	MZ334500.1	13	8317	9273	1	E			YP_010357965.1	YP_010357965.1 major head protein [Halorubrum tailed virus 10]	True	0.972	653.0	3.5850000000000005e-212									VOG01973	REFSEQ major head protein; Xu	Xu	0	False	
MZ334500.1_14	MZ334500	MZ334500.1	14	9319	9762	1	E			YP_010358458.1	YP_010358458.1 hypothetical protein M1M41_gp111 [Halorubrum sodomense tailed virus 4]	False	0.946	294.0	4.711e-91									VOG14383	REFSEQ hypothetical protein; Xu	Xu	0	False	
MZ334500.1_15	MZ334500	MZ334500.1	15	9762	10100	1	E			YP_010358459.1	YP_010358459.1 SPP1 gp16-like head completion protein [Halorubrum sodomense tailed virus 4]	False	0.997	238.0	2.5940000000000004e-72									VOG00125	REFSEQ head closure Hc1; Xu	Xu	0	False	
MZ334500.1_16	MZ334500	MZ334500.1	16	10103	13219	1	E			YP_010358460.1	YP_010358460.1 hypothetical protein M1M41_gp109 [Halorubrum sodomense tailed virus 4]	True	0.957	2090.0	0.0									VOG23916	REFSEQ hypothetical protein; Xu	Xu	0	False	
