	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000128.1_1	QGNH01000128.1	QGNH01000128.1	1	16	1122	1	D																Collagen triple helix repeat (20 copies) [PF01391.21]	VOG01091	sp|B4YNE6|V6_SPTNK Collagen-like protein V6; Xu	Xu	0	False	F
QGNH01000128.1_2	QGNH01000128.1	QGNH01000128.1	2	1138	2268	1	D			YP_009329121.1	YP_009329121.1 Collagen triple helix repeat [Cedratvirus A11]	False	0.409	153.0	1.494e-38								Collagen triple helix repeat (20 copies) [PF01391.21]	VOG30401	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000128.1_3	QGNH01000128.1	QGNH01000128.1	3	2281	3393	1	D																Collagen triple helix repeat (20 copies) [PF01391.21]	VOG30401	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000128.1_4	QGNH01000128.1	QGNH01000128.1	4	3423	3794	1	E																				0	False	F
QGNH01000128.1_5	QGNH01000128.1	QGNH01000128.1	5	3808	4656	1	D																Collagen triple helix repeat (20 copies) [PF01391.21]	VOG30386	REFSEQ collagen-like protein; Xu	Xu	0	False	F
QGNH01000128.1_6	QGNH01000128.1	QGNH01000128.1	6	4684	5013	1	E																				0	False	F
QGNH01000128.1_7	QGNH01000128.1	QGNH01000128.1	7	5026	5559	1	E																				0	False	
QGNH01000128.1_8	QGNH01000128.1	QGNH01000128.1	8	5560	6348	1	E																				0	False	
QGNH01000128.1_9	QGNH01000128.1	QGNH01000128.1	9	6358	6690	1	E																				0	False	
QGNH01000128.1_10	QGNH01000128.1	QGNH01000128.1	10	6810	7460	1	E																				0	False	
QGNH01000128.1_11	QGNH01000128.1	QGNH01000128.1	11	7478	8122	1	E																				0	False	
QGNH01000128.1_12	QGNH01000128.1	QGNH01000128.1	12	8178	8921	1	D			YP_010648621.1	YP_010648621.1 peptidase [Gordonia phage GMA2]	False	0.309	92.0	2.134e-19	MER0252952	C01X	MER0252952 - family C1 unassigned peptidases (Microlunatus phosphovorus) [C01.UPW]#C01X#{peptidase unit: 37-219}~source YP_004574951~	False	0.429	85.0	7.054e-17					0	False	
QGNH01000128.1_13	QGNH01000128.1	QGNH01000128.1	13	8944	9192	1	E																				0	False	
QGNH01000128.1_14	QGNH01000128.1	QGNH01000128.1	14	9283	10293	1	E			NP_046609.1	NP_046609.1 hypothetical protein SPBc2p057 [Bacillus phage SPBc2]	False	0.217	72.0	2.19e-12									VOG00309	sp|O31951|YONG_BACSU SPbeta prophage-derived uncharacterized protein YonG; Xu	Xu	0	False	
QGNH01000128.1_15	QGNH01000128.1	QGNH01000128.1	15	10298	12121	1	E			NP_046608.1	NP_046608.1 terminase family protein [Bacillus phage SPBc2]	False	0.332	299.0	3.2850000000000004e-85									VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
QGNH01000128.1_16	QGNH01000128.1	QGNH01000128.1	16	12133	13875	1	E			YP_009226712.1	YP_009226712.1 portal protein [Staphylococcus phage SPbeta-like]	False	0.222	96.0	4.348e-19									VOG01402	sp|O31953|YONE_BACSU SPbeta prophage-derived uncharacterized protein YonE; Xu	Xu	0	False	
QGNH01000128.1_17	QGNH01000128.1	QGNH01000128.1	17	13878	14375	1	D																Ferritin-like domain [PF00210.27]				0	False	
QGNH01000128.1_18	QGNH01000128.1	QGNH01000128.1	18	14384	14581	1	E																				0	False	
QGNH01000128.1_19	QGNH01000128.1	QGNH01000128.1	19	14623	17046	1	E																	VOG02437	sp|O31954|YOND_BACSU SPbeta prophage-derived uncharacterized protein YonD; Xu	Xu	0	False	
QGNH01000128.1_20	QGNH01000128.1	QGNH01000128.1	20	17062	17601	1	E																				0	False	
QGNH01000128.1_21	QGNH01000128.1	QGNH01000128.1	21	17622	18158	1	E																				0	False	
