	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_021062_1	NC_021062	NC_021062	1	2	112	1	E																	0	False	F
NC_021062_2	NC_021062	NC_021062	2	331	441	1	E																	0	False	F
NC_021062_3	NC_021062	NC_021062	3	869	1351	1	E			YP_007869878.1	YP_007869878.1 hypothetical protein K769_gp01 [Pseudomonas phage Phi-S1]	False	0.972	330.0	4.038e-103						VOG01688	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_021062_4	NC_021062	NC_021062	4	1351	1554	1	E			YP_007869879.1	YP_007869879.1 hypothetical protein K769_gp02 [Pseudomonas phage Phi-S1]	False	1.0	147.0	2.0349999999999998e-41						VOG13302	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_021062_5	NC_021062	NC_021062	5	1679	1954	1	E			YP_007869881.1	YP_007869881.1 virion structural protein [Pseudomonas phage Phi-S1]	False	0.956	185.0	2.299e-54						VOG13303	REFSEQ virion structural protein; Xu	Xu	0	False	F
NC_021062_6	NC_021062	NC_021062	6	1938	2237	1	E			YP_007869882.1	YP_007869882.1 hypothetical protein K769_gp05 [Pseudomonas phage Phi-S1]	False	0.943	198.0	1.002e-58						VOG13304	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_021062_7	NC_021062	NC_021062	7	2366	2902	1	E			YP_007869883.1	YP_007869883.1 hypothetical protein K769_gp06 [Pseudomonas phage Phi-S1]	True	0.953	359.0	9.444999999999999e-113						VOG13306	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_021062_8	NC_021062	NC_021062	8	2899	3603	1	D			YP_007869884.1	YP_007869884.1 hypothetical protein K769_gp07 [Pseudomonas phage Phi-S1]	True	1.0	502.0	1.857e-161	2OG-Fe(II) oxygenase superfamily [PF13640.9]								0	False	MKF
NC_021062_9	NC_021062	NC_021062	9	3607	3861	1	E			YP_007869885.1	YP_007869885.1 hypothetical protein K769_gp08 [Pseudomonas phage Phi-S1]	False	0.972	174.0	1.141e-50						VOG03312	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_021062_10	NC_021062	NC_021062	10	3861	4133	1	E			YP_007869886.1	YP_007869886.1 hypothetical protein K769_gp09 [Pseudomonas phage Phi-S1]	False	0.977	188.0	3.281e-55									0	False	F
NC_021062_11	NC_021062	NC_021062	11	4248	6902	1	C	K21313	Escherichia phage RNA polymerase [EC:2.7.7.6]	YP_007869887.1	YP_007869887.1 RNA polymerase [Pseudomonas phage Phi-S1]	True	0.965	1797.0	0.0	DNA-dependent RNA polymerase [PF00940.22]; DNA-directed RNA polymerase N-terminal [PF14700.9]					VOG00796	sp|P00573|RPOL_BPT7 T7 RNA polymerase; XhXr	Xr;Xh	0	False	VF
NC_021062_12	NC_021062	NC_021062	12	6966	7157	1	E			YP_007869888.1	YP_007869888.1 hypothetical protein K769_gp11 [Pseudomonas phage Phi-S1]	False	0.891	119.0	5.172e-32									0	False	
NC_021062_13	NC_021062	NC_021062	13	7154	7426	1	E			YP_007869889.1	YP_007869889.1 hypothetical protein K769_gp12 [Pseudomonas phage Phi-S1]	False	0.955	183.0	1.459e-53						VOG06525	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_021062_14	NC_021062	NC_021062	14	7426	8409	1	D			YP_007869890.1	YP_007869890.1 DNA ligase [Pseudomonas phage Phi-S1]	True	0.998	692.0	2.891e-225	DNA ligase C-terminal domain [PF17879.4]; ATP dependent DNA ligase domain [PF01068.24]					VOG00242	sp|P00970|DNLI_BPT4 DNA ligase; XhXr	Xr;Xh	0	False	V
NC_021062_15	NC_021062	NC_021062	15	8488	8934	1	E			YP_007869891.1	YP_007869891.1 DNA ligase [Pseudomonas phage Phi-S1]	False	0.913	285.0	9.647e-88						VOG06950	REFSEQ DNA ligase; Xu	Xu	0	False	
NC_021062_16	NC_021062	NC_021062	16	9180	9860	1	E			YP_007869892.1	YP_007869892.1 hypothetical protein K769_gp15 [Pseudomonas phage Phi-S1]	True	1.0	484.0	1.848e-155						VOG02121	sp|Q7Y4Y9|DNMK_BPR69 Deoxynucleotide monophosphate kinase; Xh	Xh	0	False	
NC_021062_17	NC_021062	NC_021062	17	9857	9994	1	D			YP_007869893.1	YP_007869893.1 RNA polymerase inhibitor [Pseudomonas phage Phi-S1]	False	0.945	92.0	9.005e-23	RNA polymerase inhibitor [PF16857.8]					VOG01415	sp|P03704|VRPI_BPT7 Bacterial RNA polymerase inhibitor; Xp	Xp	0	False	
NC_021062_18	NC_021062	NC_021062	18	9991	10362	1	E			YP_007869894.1	YP_007869894.1 hypothetical protein K769_gp17 [Pseudomonas phage Phi-S1]	False	0.989	259.0	2.373e-79						VOG13308	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_021062_19	NC_021062	NC_021062	19	10436	11128	1	C	K25280	Escherichia phage single-stranded DNA-binding protein	YP_007869895.1	YP_007869895.1 Gp2.5-like ssDNA binding protein and ssDNA annealing protein [Pseudomonas phage Phi-S1]	True	0.965	469.0	4.904e-150						VOG00262	sp|P20313|SSB_BPT3 Single-stranded DNA-binding protein; Xr	Xr	0	False	V
NC_021062_20	NC_021062	NC_021062	20	11131	11568	1	C	K21525	Escherichia phage endonuclease I [EC:3.1.21.2]	YP_007869896.1	YP_007869896.1 endonuclease [Pseudomonas phage Phi-S1]	False	0.967	297.0	3.424e-92	Phage endonuclease I [PF05367.14]					VOG00381	sp|P00641|ENDO_BPT7 Endonuclease I; Xp	Xp	0	False	
NC_021062_21	NC_021062	NC_021062	21	11580	12041	1	C	K01447	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	YP_007869897.1	YP_007869897.1 amidase [Pseudomonas phage Phi-S1]	False	1.0	333.0	2.308e-104	N-acetylmuramoyl-L-alanine amidase [PF01510.28]								0	False	
NC_021062_22	NC_021062	NC_021062	22	12108	12644	1	E			YP_007869898.1	YP_007869898.1 nucleotidyltransferase [Pseudomonas phage Phi-S1]	True	0.984	372.0	2.839e-117						VOG00095	REFSEQ nucleotidyltransferase; Xu	Xu	0	False	
NC_021062_23	NC_021062	NC_021062	23	12648	14339	1	C	K21502	Escherichia phage DNA primase/helicase [EC:2.7.7.- 5.6.2.3]	YP_007869899.1	YP_007869899.1 DNA primase/helicase [Pseudomonas phage Phi-S1]	True	0.971	1153.0	0.0	DnaB-like helicase C terminal domain [PF03796.18]; Toprim-like [PF13155.9]; KaiC [PF06745.16]					VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xr;Xh	0	False	V
NC_021062_24	NC_021062	NC_021062	24	14342	14560	1	E			YP_007869900.1	YP_007869900.1 hypothetical protein K769_gp23 [Pseudomonas phage Phi-S1]	False	0.874	133.0	1.242e-36						VOG06842	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_021062_25	NC_021062	NC_021062	25	14619	15059	1	E			YP_007869901.1	YP_007869901.1 hypothetical protein K769_gp24 [Pseudomonas phage Phi-S1]	False	0.987	306.0	2.5240000000000002e-95									0	False	
NC_021062_26	NC_021062	NC_021062	26	15046	17184	1	C	K21238	Escherichia phage DNA-directed DNA polymerase [EC:2.7.7.7]	YP_007869902.1	YP_007869902.1 DNA polymerase I [Pseudomonas phage Phi-S1]	True	0.989	1489.0	0.0	DNA polymerase family A [PF00476.23]					VOG02043	sp|P00581|DPOL_BPT7 DNA-directed DNA polymerase; XhXr	Xr;Xh	0	False	V
NC_021062_27	NC_021062	NC_021062	27	17184	17543	1	D			YP_007869903.1	YP_007869903.1 Gp5.5-like host HNS inhibition [Pseudomonas phage Phi-S1]	False	0.908	228.0	1.3469999999999999e-68	Bacteriophage T7, gene 5.5 [PF11247.11]					VOG00112	sp|P20319|V55_BPT3 Gene 5.5 protein; Xu	Xu	0	False	
NC_021062_28	NC_021062	NC_021062	28	17546	17755	1	E			YP_004306339.1	YP_004306339.1 hypothetical protein phiIBB-PF7Ap20 [Pseudomonas phage phiIBB-PF7A]	False	0.998	148.0	8.709000000000001e-42						VOG08682	sp|P03787|V5557_BPT7 Fusion protein 5.5/5.7; Xr	Xr	0	False	V
NC_021062_29	NC_021062	NC_021062	29	17752	18663	1	C	K21526	Escherichia phage exonuclease [EC:3.1.11.3]	YP_007869905.1	YP_007869905.1 exonuclease [Pseudomonas phage Phi-S1]	True	1.0	650.0	3.016e-211	5'-3' exonuclease, N-terminal resolvase-like domain [PF02739.19]					VOG07202	sp|P13319|RNH_BPT4 Ribonuclease H; Xr	Xr	0	False	V
NC_021062_30	NC_021062	NC_021062	30	18772	19038	1	D			YP_007869906.1	YP_007869906.1 hypothetical protein K769_gp29 [Pseudomonas phage Phi-S1]	False	0.968	182.0	3.4139999999999997e-53	Bacteriophage T7-like gene 6.5 [PF10911.11]					VOG08681	sp|P03800|Y65_BPT7 Protein 6.5; Xu	Xu	0	False	
NC_021062_31	NC_021062	NC_021062	31	19025	19315	1	D			YP_007869907.1	YP_007869907.1 hypothetical protein K769_gp30 [Pseudomonas phage Phi-S1]	False	0.91	185.0	4.033e-54	Bacteriophage T7-like, protein 6.7 [PF17570.5]					VOG01899	sp|P03801|GP67_BPT7 Protein 6.7; Xs	Xs	0	False	V
NC_021062_32	NC_021062	NC_021062	32	19325	19645	1	D			YP_007869908.1	YP_007869908.1 host range and adsorption protein [Pseudomonas phage Phi-S1]	False	0.874	195.0	2.424e-57	Bacteriophage T7 virion assembly protein [PF11653.11]					VOG04712	sp|P20322|GP73_BPT3 Protein 7.3; Xs	Xs	0	False	V
NC_021062_33	NC_021062	NC_021062	33	19658	21265	1	D			YP_007869909.1	YP_007869909.1 head-tail adaptor [Pseudomonas phage Phi-S1]	True	0.946	1064.0	0.0	Bacteriophage head to tail connecting protein [PF12236.11]					VOG00516	sp|P03728|PORTL_BPT7 Portal protein; XpXrXs	Xs;Xr;Xp	0	False	V
NC_021062_34	NC_021062	NC_021062	34	21330	22241	1	D			YP_007869910.1	YP_007869910.1 head assembly [Pseudomonas phage Phi-S1]	True	0.903	573.0	1.4850000000000001e-184	Phage T7 capsid assembly protein [PF05396.14]					VOG00327	sp|P20324|SCAF_BPT3 Capsid assembly scaffolding protein; Xs	Xs	0	False	V
NC_021062_35	NC_021062	NC_021062	35	22331	23356	1	D			YP_007869911.1	YP_007869911.1 major head protein [Pseudomonas phage Phi-S1]	True	0.945	678.0	3.442e-220	Phage capsid protein [PF19821.2]; P22 coat protein - gene protein 5 [PF11651.11]					VOG00529	sp|P19727|CAPSB_BPT7 Minor capsid protein; XrXs	Xs;Xr	0	False	V
NC_021062_36	NC_021062	NC_021062	36	23399	24772	1	D			YP_007869912.1	YP_007869912.1 minor capsid protein [Pseudomonas phage Phi-S1]	True	0.947	910.0	1.966e-298	Bacterial Ig-like domain (group 2) [PF02368.21]					VOG00079	sp|P85991|IGLVP_BPSK9 Ig-like virion protein; Xs	Xs	0	False	V
NC_021062_37	NC_021062	NC_021062	37	24839	25426	1	D			YP_007869913.1	YP_007869913.1 tail protein [Pseudomonas phage Phi-S1]	True	0.98	405.0	1.442e-128	Tail tubular protein [PF17212.6]								0	False	
NC_021062_38	NC_021062	NC_021062	38	25438	27861	1	E			YP_007869914.1	YP_007869914.1 tail tubular protein B [Pseudomonas phage Phi-S1]	True	0.983	1675.0	0.0						VOG02059	sp|P03747|TUBE2_BPT7 Tail tubular protein gp12; XpXrXs	Xs;Xr;Xp	0	False	V
NC_021062_39	NC_021062	NC_021062	39	27892	28329	1	D			YP_007869915.1	YP_007869915.1 internal virion protein [Pseudomonas phage Phi-S1]	False	0.992	306.0	3.297e-95	Bacteriophage T7, probable scaffold protein Gp13 [PF11090.11]					VOG01323	sp|P03723|GP13_BPT7 Probable scaffold protein gp13; Xu	Xu	0	False	
NC_021062_40	NC_021062	NC_021062	40	28341	28898	1	E			YP_007869916.1	YP_007869916.1 internal virion protein [Pseudomonas phage Phi-S1]	False	0.862	332.0	1.4529999999999998e-103						VOG00167	sp|P03724|GP14_BPT7 Internal virion protein gp14; XpXrXs	Xs;Xr;Xp	0	False	V
NC_021062_41	NC_021062	NC_021062	41	28907	31102	1	E			YP_007869917.1	YP_007869917.1 internal virion protein [Pseudomonas phage Phi-S1]	True	0.933	1430.0	0.0						VOG08684	sp|P03725|GP15_BPT7 Internal virion protein gp15; XpXrXs	Xs;Xr;Xp	0	False	V
NC_021062_42	NC_021062	NC_021062	42	31124	35119	1	D			YP_007869918.1	YP_007869918.1 internal virion protein with endolysin domain [Pseudomonas phage Phi-S1]	True	0.957	2678.0	0.0	Transglycosylase SLT domain [PF01464.23]	GH23	GH23 lysozyme type G (EC 3.2.1.17); peptidoglycan lyase (EC 4.2.2.n1) also known in the literature as peptidoglycan lytic transglycosylase; chitinase (EC 3.2.1.14)	3.2.1.17,3.2.1.17_or_4.2.2.n1,4.2.2.n1	GH23.hmm	VOG00094	sp|P03726|EXLYS_BPT7 Peptidoglycan transglycosylase gp16; XhXpXrXs	Xs;Xr;Xh;Xp	0	False	V
NC_021062_43	NC_021062	NC_021062	43	35177	36964	1	D			YP_007869919.1	YP_007869919.1 tail fiber protein [Pseudomonas phage Phi-S1]	True	0.924	1152.0	0.0	Phage T7 tail fibre protein [PF03906.17]					VOG32205	REFSEQ tail fiber protein; Xu	Xu	0	False	F
NC_021062_44	NC_021062	NC_021062	44	36975	37166	1	D			YP_007869920.1	YP_007869920.1 holin [Pseudomonas phage Phi-S1]	False	0.91	122.0	5.625e-33	Phage holin T7 family, holin superfamily II [PF10746.12]					VOG01358	sp|P10307|HOLIN_BPT3 Holin; XhXp	Xh;Xp	0	False	F
NC_021062_45	NC_021062	NC_021062	45	37171	37425	1	D			YP_007869921.1	YP_007869921.1 terminase small subunit [Pseudomonas phage Phi-S1]	False	0.938	168.0	2.472e-48	DNA packaging protein [PF11123.11]					VOG00438	sp|P03693|TERS_BPT7 Terminase, small subunit gp18; Xr	Xr	0	False	VF
NC_021062_46	NC_021062	NC_021062	46	37425	37862	1	E			YP_007869922.1	YP_007869922.1 Rz-like spanin [Pseudomonas phage Phi-S1]	False	0.908	277.0	3.366e-85						VOG02030	sp|P10305|SPAN1_BPT3 Spanin, inner membrane subunit; XhXp	Xh;Xp	0	False	F
NC_021062_47	NC_021062	NC_021062	47	37859	39616	1	E			YP_007869923.1	YP_007869923.1 terminase large subunit [Pseudomonas phage Phi-S1]	True	0.982	1214.0	0.0						VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xr;Xh	0	False	VF
NC_021062_48	NC_021062	NC_021062	48	39837	40010	1	E			YP_007869924.1	YP_007869924.1 hypothetical protein K769_gp47 [Pseudomonas phage Phi-S1]	False	0.865	105.0	4.746e-27						VOG04972	sp|P10306|Y195_BPT3 Uncharacterized gene 19.5 protein; Xu	Xu	0	False	F
