	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001068.1_1	QGNH01001068.1	QGNH01001068.1	1	1	1047	1	D							Luciferase-like monooxygenase [PF00296.23]				0	False	TF
QGNH01001068.1_2	QGNH01001068.1	QGNH01001068.1	2	1044	1637	1	D							SnoaL-like domain [PF13577.9]				0	False	TF
QGNH01001068.1_3	QGNH01001068.1	QGNH01001068.1	3	1627	2016	-1	E											0	False	TF
QGNH01001068.1_4	QGNH01001068.1	QGNH01001068.1	4	2427	2975	-1	D							Transposase DDE domain group 1 [PF13701.9]				0	False	TF
QGNH01001068.1_5	QGNH01001068.1	QGNH01001068.1	5	2959	3396	-1	D							Family of unknown function (DUF6262) [PF19776.2]				0	False	TF
QGNH01001068.1_6	QGNH01001068.1	QGNH01001068.1	6	3396	5564	-1	D							Phage integrase family [PF00589.25]				0	False	TF
QGNH01001068.1_7	QGNH01001068.1	QGNH01001068.1	7	5561	6802	-1	D	YP_008240364.1	YP_008240364.1 integrase [Thermus phage phi OH2]	False	0.277	78.0	1.01e-13	Phage integrase family [PF00589.25]; Phage integrase, N-terminal SAM-like domain [PF02899.20]	VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	True	VTF
QGNH01001068.1_8	QGNH01001068.1	QGNH01001068.1	8	7009	8004	-1	D	YP_009595182.1	YP_009595182.1 integrase [Bacillus phage Mgbh1]	False	0.233	87.0	5.542e-17	Phage integrase family [PF00589.25]; Phage integrase, N-terminal SAM-like domain [PF02899.20]	VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	True	VTF
QGNH01001068.1_9	QGNH01001068.1	QGNH01001068.1	9	8001	8930	-1	D							Phage integrase family [PF00589.25]	VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	False	VTF
QGNH01001068.1_10	QGNH01001068.1	QGNH01001068.1	10	9095	10084	-1	D							Phage integrase family [PF00589.25]; Phage integrase, N-terminal SAM-like domain [PF02899.20]				0	True	TF
QGNH01001068.1_11	QGNH01001068.1	QGNH01001068.1	11	10261	10692	-1	E											0	False	TF
