	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001018.1_1	QGNH01001018.1	QGNH01001018.1	1	2	1273	-1	C	K09961	uncharacterized protein	YP_010668099.1	YP_010668099.1 portal protein [Burkholderia phage Magia]	True	0.602	443.0	3.716e-137	Protein of unknown function (DUF1073) [PF06381.14]	VOG00562	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29; Xu	Xu	0	False	F
QGNH01001018.1_2	QGNH01001018.1	QGNH01001018.1	2	1286	1621	-1	E													0	False	F
QGNH01001018.1_3	QGNH01001018.1	QGNH01001018.1	3	1669	2268	-1	E			YP_001497402.1	YP_001497402.1 hypothetical protein NY2A_B206L [Paramecium bursaria Chlorella virus NY2A]	False	0.323	83.0	3.717e-17		VOG00100	REFSEQ homing endonuclease; Xu	Xu	0	False	F
QGNH01001018.1_4	QGNH01001018.1	QGNH01001018.1	4	2284	2499	-1	E													0	False	F
QGNH01001018.1_5	QGNH01001018.1	QGNH01001018.1	5	2496	2834	-1	E													0	False	F
QGNH01001018.1_6	QGNH01001018.1	QGNH01001018.1	6	3006	3212	-1	E													0	False	F
QGNH01001018.1_7	QGNH01001018.1	QGNH01001018.1	7	3209	3472	-1	E													0	False	F
QGNH01001018.1_8	QGNH01001018.1	QGNH01001018.1	8	3472	3897	-1	E													0	False	F
QGNH01001018.1_9	QGNH01001018.1	QGNH01001018.1	9	4044	4325	-1	E													0	False	F
QGNH01001018.1_10	QGNH01001018.1	QGNH01001018.1	10	4312	4524	-1	E													0	False	F
QGNH01001018.1_11	QGNH01001018.1	QGNH01001018.1	11	4737	5039	-1	E													0	False	F
QGNH01001018.1_12	QGNH01001018.1	QGNH01001018.1	12	5002	6504	-1	D			YP_009593385.1	YP_009593385.1 terminase large subunit [Acinetobacter phage YMC11/11/R3177]	False	0.357	269.0	2.042e-76	Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Terminase RNaseH-like domain [PF17289.5]	VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xr;Xh	0	False	V
QGNH01001018.1_13	QGNH01001018.1	QGNH01001018.1	13	6510	6800	-1	D									Uncharacterized protein conserved in bacteria (DUF2184) [PF09950.12]				0	False	F
QGNH01001018.1_14	QGNH01001018.1	QGNH01001018.1	14	6990	7421	-1	D									Lipase (class 3) [PF01764.28]				0	False	F
QGNH01001018.1_15	QGNH01001018.1	QGNH01001018.1	15	7834	8037	-1	E													0	False	F
QGNH01001018.1_16	QGNH01001018.1	QGNH01001018.1	16	8043	8297	-1	E													0	False	F
QGNH01001018.1_17	QGNH01001018.1	QGNH01001018.1	17	8294	8833	-1	E													0	False	F
QGNH01001018.1_18	QGNH01001018.1	QGNH01001018.1	18	9095	9385	-1	E													0	False	F
QGNH01001018.1_19	QGNH01001018.1	QGNH01001018.1	19	9382	9507	-1	E													0	False	F
QGNH01001018.1_20	QGNH01001018.1	QGNH01001018.1	20	9504	9959	-1	E			YP_010078962.1	YP_010078962.1 hypothetical protein KMC54_gp71 [Klebsiella phage SopranoGao]	False	0.332	64.0	2.563e-11					0	False	F
QGNH01001018.1_21	QGNH01001018.1	QGNH01001018.1	21	9970	10152	-1	E													0	False	F
QGNH01001018.1_22	QGNH01001018.1	QGNH01001018.1	22	10165	10383	-1	C	K03704	cold shock protein							'Cold-shock' DNA-binding domain [PF00313.25]				0	False	F
QGNH01001018.1_23	QGNH01001018.1	QGNH01001018.1	23	10617	10898	-1	E			YP_010051592.1	YP_010051592.1 hypothetical protein KDW74_gp52 [Mycobacterium phage Antsirabe]	False	0.578	94.0	1.4309999999999998e-22		VOG19038	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001018.1_24	QGNH01001018.1	QGNH01001018.1	24	10895	11503	-1	D			YP_004421762.1	YP_004421762.1 DNA methylase [Synechococcus phage S-CBS3]	False	0.615	234.0	5.404e-69	DNA methylase [PF01555.21]	VOG06731	sp|P14751|MTR1_CERSP Type II methyltransferase M.RsrI; XhXp	Xh;Xp	0	False	F
