locus_tag	ftype	length_bp	gene	EC_number	COG	product
KIPJAEJL_00001	CDS	552				hypothetical protein
KIPJAEJL_00002	CDS	777				hypothetical protein
KIPJAEJL_00003	CDS	264				hypothetical protein
KIPJAEJL_00004	CDS	108				hypothetical protein
KIPJAEJL_00005	CDS	195				hypothetical protein
KIPJAEJL_00006	CDS	207				hypothetical protein
KIPJAEJL_00007	tRNA	72				tRNA-Pro(tgg)
KIPJAEJL_00008	CDS	1698				hypothetical protein
KIPJAEJL_00009	CDS	1440				hypothetical protein
KIPJAEJL_00010	CDS	291				hypothetical protein
KIPJAEJL_00011	CDS	762				hypothetical protein
KIPJAEJL_00012	CDS	432				hypothetical protein
KIPJAEJL_00013	CDS	516				hypothetical protein
KIPJAEJL_00014	CDS	957				hypothetical protein
KIPJAEJL_00015	CDS	441				hypothetical protein
KIPJAEJL_00016	CDS	345				hypothetical protein
KIPJAEJL_00017	CDS	3114				hypothetical protein
KIPJAEJL_00018	CDS	222				hypothetical protein
KIPJAEJL_00019	CDS	510				hypothetical protein
KIPJAEJL_00020	CDS	1293				hypothetical protein
KIPJAEJL_00021	CDS	546				hypothetical protein
KIPJAEJL_00022	CDS	471				hypothetical protein
KIPJAEJL_00023	CDS	237				hypothetical protein
KIPJAEJL_00024	CDS	1821				hypothetical protein
KIPJAEJL_00025	CDS	564				hypothetical protein
KIPJAEJL_00026	CDS	1434				hypothetical protein
KIPJAEJL_00027	CDS	441				hypothetical protein
KIPJAEJL_00028	CDS	363				hypothetical protein
KIPJAEJL_00029	CDS	327				hypothetical protein
KIPJAEJL_00030	CDS	1236				hypothetical protein
KIPJAEJL_00031	CDS	654				hypothetical protein
KIPJAEJL_00032	CDS	1710				hypothetical protein
KIPJAEJL_00033	CDS	1062				hypothetical protein
KIPJAEJL_00034	CDS	375				hypothetical protein
KIPJAEJL_00035	CDS	492				hypothetical protein
KIPJAEJL_00036	CDS	834				hypothetical protein
KIPJAEJL_00037	CDS	126				hypothetical protein
KIPJAEJL_00038	CDS	2421				hypothetical protein
KIPJAEJL_00039	CDS	201				hypothetical protein
KIPJAEJL_00040	CDS	1161				hypothetical protein
KIPJAEJL_00041	CDS	459				hypothetical protein
KIPJAEJL_00042	CDS	291				hypothetical protein
KIPJAEJL_00043	CDS	1365				hypothetical protein
KIPJAEJL_00044	CDS	213				hypothetical protein
KIPJAEJL_00045	CDS	189				hypothetical protein
KIPJAEJL_00046	CDS	213				hypothetical protein
KIPJAEJL_00047	CDS	432				hypothetical protein
KIPJAEJL_00048	CDS	549				hypothetical protein
KIPJAEJL_00049	CDS	207				hypothetical protein
KIPJAEJL_00050	CDS	744				hypothetical protein
KIPJAEJL_00051	CDS	189				hypothetical protein
KIPJAEJL_00052	CDS	168				hypothetical protein
KIPJAEJL_00053	CDS	429				hypothetical protein
KIPJAEJL_00054	CDS	2565				hypothetical protein
KIPJAEJL_00055	CDS	474				hypothetical protein
KIPJAEJL_00056	CDS	915				hypothetical protein
KIPJAEJL_00057	CDS	174				hypothetical protein
KIPJAEJL_00058	CDS	129				hypothetical protein
KIPJAEJL_00059	CDS	201				hypothetical protein
KIPJAEJL_00060	CDS	213				hypothetical protein
KIPJAEJL_00061	CDS	180				hypothetical protein
KIPJAEJL_00062	CDS	129				hypothetical protein
KIPJAEJL_00063	CDS	1017				hypothetical protein
KIPJAEJL_00064	CDS	171				hypothetical protein
KIPJAEJL_00065	CDS	162				hypothetical protein
KIPJAEJL_00066	CDS	282				hypothetical protein
KIPJAEJL_00067	CDS	387				hypothetical protein
KIPJAEJL_00068	CDS	351				hypothetical protein
KIPJAEJL_00069	CDS	426				hypothetical protein
KIPJAEJL_00070	CDS	1179				hypothetical protein
KIPJAEJL_00071	CDS	1239				hypothetical protein
KIPJAEJL_00072	CDS	1485				hypothetical protein
KIPJAEJL_00073	CDS	246				hypothetical protein
KIPJAEJL_00074	CDS	954				hypothetical protein
KIPJAEJL_00075	tRNA	70				tRNA-Tyr(gta)
KIPJAEJL_00076	tRNA	74				tRNA-Asn(gtt)
KIPJAEJL_00077	CDS	210				hypothetical protein
KIPJAEJL_00078	CDS	132				hypothetical protein
KIPJAEJL_00079	CDS	408				hypothetical protein
KIPJAEJL_00080	tRNA	73				tRNA-Gly(tcc)
KIPJAEJL_00081	CDS	135				hypothetical protein
KIPJAEJL_00082	CDS	876				hypothetical protein
KIPJAEJL_00083	CDS	552				hypothetical protein
KIPJAEJL_00084	CDS	522				hypothetical protein
KIPJAEJL_00085	CDS	477				hypothetical protein
KIPJAEJL_00086	CDS	465				hypothetical protein
KIPJAEJL_00087	CDS	174				hypothetical protein
KIPJAEJL_00088	CDS	180				hypothetical protein
KIPJAEJL_00089	CDS	162				hypothetical protein
KIPJAEJL_00090	CDS	330				hypothetical protein
KIPJAEJL_00091	CDS	297				hypothetical protein
KIPJAEJL_00092	CDS	513				hypothetical protein
KIPJAEJL_00093	CDS	282				hypothetical protein
KIPJAEJL_00094	CDS	138				hypothetical protein
KIPJAEJL_00095	CDS	432				hypothetical protein
KIPJAEJL_00096	CDS	423				hypothetical protein
KIPJAEJL_00097	CDS	177				hypothetical protein
KIPJAEJL_00098	CDS	138				hypothetical protein
KIPJAEJL_00099	CDS	267				hypothetical protein
KIPJAEJL_00100	CDS	399				hypothetical protein
KIPJAEJL_00101	CDS	1797				hypothetical protein
KIPJAEJL_00102	CDS	210				hypothetical protein
KIPJAEJL_00103	CDS	330				hypothetical protein
KIPJAEJL_00104	CDS	654				hypothetical protein
KIPJAEJL_00105	CDS	450				hypothetical protein
KIPJAEJL_00106	CDS	852				hypothetical protein
KIPJAEJL_00107	CDS	195				hypothetical protein
KIPJAEJL_00108	CDS	174				hypothetical protein
KIPJAEJL_00109	CDS	276				hypothetical protein
KIPJAEJL_00110	CDS	369				hypothetical protein
KIPJAEJL_00111	CDS	669				hypothetical protein
KIPJAEJL_00112	CDS	120				hypothetical protein
KIPJAEJL_00113	CDS	249				hypothetical protein
KIPJAEJL_00114	CDS	108				hypothetical protein
KIPJAEJL_00115	CDS	273				hypothetical protein
KIPJAEJL_00116	CDS	150				hypothetical protein
KIPJAEJL_00117	CDS	192				hypothetical protein
KIPJAEJL_00118	CDS	141				hypothetical protein
KIPJAEJL_00119	CDS	291				hypothetical protein
KIPJAEJL_00120	CDS	255				hypothetical protein
KIPJAEJL_00121	CDS	330				hypothetical protein
KIPJAEJL_00122	CDS	144				hypothetical protein
KIPJAEJL_00123	CDS	906				hypothetical protein
KIPJAEJL_00124	CDS	534				hypothetical protein
