	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
KC292025.1_1	KC292025	KC292025.1	1	1	594	1	E			YP_008058691.1	YP_008058691.1 hypothetical protein M198_gp01 [Haloarcula hispanica tailed virus 1]	True	0.955	398	6.359e-126		VOG06040	REFSEQ hypothetical protein; Xu	Xu	0	False	F
KC292025.1_2	KC292025	KC292025.1	2	818	1495	1	E			YP_008058693.1	YP_008058693.1 hypothetical protein M198_gp03 [Haloarcula hispanica tailed virus 1]	True	0.971	462	8.241e-148					0	False	F
KC292025.1_3	KC292025	KC292025.1	3	1495	1821	1	E			YP_008058694.1	YP_008058694.1 hypothetical protein M198_gp04 [Haloarcula hispanica tailed virus 1]	False	0.959	220	4.384e-66					0	False	F
KC292025.1_4	KC292025	KC292025.1	4	1821	2087	1	E			YP_008058695.1	YP_008058695.1 hypothetical protein M198_gp05 [Haloarcula hispanica tailed virus 1]	False	1.0	197	1.5030000000000001e-58					0	False	F
KC292025.1_5	KC292025	KC292025.1	5	2342	2848	1	E			YP_008058697.1	YP_008058697.1 hypothetical protein M198_gp07 [Haloarcula hispanica tailed virus 1]	False	0.978	276	1.877e-84					0	False	F
KC292025.1_6	KC292025	KC292025.1	6	2848	3039	1	E			YP_008058698.1	YP_008058698.1 hypothetical protein M198_gp08 [Haloarcula hispanica tailed virus 1]	False	0.96	130	1.366e-35					0	False	F
KC292025.1_7	KC292025	KC292025.1	7	3039	4901	1	D			YP_008058699.1	YP_008058699.1 terminase large subunit [Haloarcula hispanica tailed virus 1]	True	1.0	1319	0.0	Phage terminase large subunit gpA, ATPase domain [PF05876.15]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
KC292025.1_8	KC292025	KC292025.1	8	5001	6284	1	E			YP_008058700.1	YP_008058700.1 hypothetical protein M198_gp10 [Haloarcula hispanica tailed virus 1]	True	0.984	889	1.6239999999999998e-291					0	False	
KC292025.1_9	KC292025	KC292025.1	9	6605	9439	1	E			YP_008058702.1	YP_008058702.1 hypothetical protein M198_gp12 [Haloarcula hispanica tailed virus 1]	True	0.947	1878	0.0					1	False	
KC292025.1_10	KC292025	KC292025.1	10	9439	12738	1	E			YP_008058703.1	YP_008058703.1 hypothetical protein M198_gp13 [Haloarcula hispanica tailed virus 1]	True	0.952	2200	0.0					0	False	
KC292025.1_11	KC292025	KC292025.1	11	12735	13022	1	E			YP_008058704.1	YP_008058704.1 hypothetical protein M198_gp14 [Haloarcula hispanica tailed virus 1]	False	0.954	193	6.883e-57					0	False	
KC292025.1_12	KC292025	KC292025.1	12	13022	14008	1	D			YP_008058705.1	YP_008058705.1 gpF-like protein [Haloarcula hispanica tailed virus 1]	True	0.969	672	2.899e-218	Phage Mu protein F like protein [PF04233.17]	VOG03910	sp|Q38442|GP7_BPSPP Minor head protein GP7; XhXs	Xh;Xs	0	False	V
KC292025.1_13	KC292025	KC292025.1	13	14114	14566	1	E			YP_008058706.1	YP_008058706.1 hypothetical protein M198_gp16 [Haloarcula hispanica tailed virus 1]	False	0.988	315	2.948e-98					0	False	
KC292025.1_14	KC292025	KC292025.1	14	14563	14904	1	E			YP_008058707.1	YP_008058707.1 hypothetical protein M198_gp17 [Haloarcula hispanica tailed virus 1]	False	0.955	229	3.902e-69					0	False	
KC292025.1_15	KC292025	KC292025.1	15	14886	15119	-1	E			YP_008058708.1	YP_008058708.1 hypothetical protein M198_gp18 [Haloarcula hispanica tailed virus 1]	False	0.985	162	1.067e-46					0	False	
KC292025.1_16	KC292025	KC292025.1	16	15181	16659	1	E			YP_008058709.1	YP_008058709.1 hypothetical protein M198_gp19 [Haloarcula hispanica tailed virus 1]	True	0.902	915	1.6549999999999999e-299					0	False	
KC292025.1_17	KC292025	KC292025.1	17	16659	17066	1	E			YP_008058710.1	YP_008058710.1 hypothetical protein M198_gp20 [Haloarcula hispanica tailed virus 1]	False	0.911	259	4.236e-79					0	False	
KC292025.1_18	KC292025	KC292025.1	18	17073	18173	1	E			YP_008058711.1	YP_008058711.1 major head protein [Haloarcula hispanica tailed virus 1]	True	0.956	737	2.399e-240		VOG26462	REFSEQ major capsid protein; Xu	Xu	0	False	
KC292025.1_19	KC292025	KC292025.1	19	18179	18595	1	E			YP_008058712.1	YP_008058712.1 hypothetical protein M198_gp22 [Haloarcula hispanica tailed virus 1]	False	0.937	273	5.657e-84					0	False	
KC292025.1_20	KC292025	KC292025.1	20	18602	18958	1	E			YP_008058713.1	YP_008058713.1 hypothetical protein M198_gp23 [Haloarcula hispanica tailed virus 1]	False	0.927	231	7.471e-70					0	False	
KC292025.1_21	KC292025	KC292025.1	21	18961	19437	1	E			YP_008058714.1	YP_008058714.1 hypothetical protein M198_gp24 [Haloarcula hispanica tailed virus 1]	False	0.955	319	1.344e-99					0	False	
KC292025.1_22	KC292025	KC292025.1	22	19430	19957	1	E			YP_008058715.1	YP_008058715.1 hypothetical protein M198_gp25 [Haloarcula hispanica tailed virus 1]	True	0.977	362	3.4889999999999996e-114					0	False	
KC292025.1_23	KC292025	KC292025.1	23	19957	20505	1	E			YP_008058716.1	YP_008058716.1 hypothetical protein M198_gp26 [Haloarcula hispanica tailed virus 1]	True	0.978	377	3.025e-119					0	False	
KC292025.1_24	KC292025	KC292025.1	24	20512	20985	1	E			YP_008058717.1	YP_008058717.1 hypothetical protein M198_gp27 [Haloarcula hispanica tailed virus 1]	False	0.956	318	4.528e-99					0	False	
KC292025.1_25	KC292025	KC292025.1	25	20986	22005	1	E			YP_008058718.1	YP_008058718.1 hypothetical protein M198_gp28 [Haloarcula hispanica tailed virus 1]	True	0.956	683	3.804e-222		VOG00339	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292025.1_26	KC292025	KC292025.1	26	22013	22762	1	E			YP_008058719.1	YP_008058719.1 hypothetical protein M198_gp29 [Haloarcula hispanica tailed virus 1]	True	1.0	547	1.269e-176					0	False	
KC292025.1_27	KC292025	KC292025.1	27	23314	23928	-1	E			YP_008058722.1	YP_008058722.1 hypothetical protein M198_gp32 [Haloarcula hispanica tailed virus 1]	True	0.912	391	1.888e-123					0	False	
KC292025.1_28	KC292025	KC292025.1	28	24105	24617	1	E			YP_008058723.1	YP_008058723.1 hypothetical protein M198_gp33 [Haloarcula hispanica tailed virus 1]	False	0.951	342	3.674e-107					0	False	
KC292025.1_29	KC292025	KC292025.1	29	24643	25020	1	E			YP_008058724.1	YP_008058724.1 hypothetical protein M198_gp34 [Haloarcula hispanica tailed virus 1]	False	0.916	242	2.839e-73					0	False	
KC292025.1_30	KC292025	KC292025.1	30	25013	27325	1	E			YP_008058725.1	YP_008058725.1 tape measure [Haloarcula hispanica tailed virus 1]	True	0.869	1390	0.0		VOG26461	REFSEQ tail length tape measure protein; Xu	Xu	0	False	
KC292025.1_31	KC292025	KC292025.1	31	27332	29917	1	D			YP_008058726.1	YP_008058726.1 hypothetical protein M198_gp36 [Haloarcula hispanica tailed virus 1]	True	0.962	1743	0.0	Concanavalin A-like lectin/glucanases superfamily [PF13385.9]	VOG14452	REFSEQ hypothetical protein; Xu	Xu	0	False	MK
KC292025.1_32	KC292025	KC292025.1	32	29925	31043	1	E			YP_008058727.1	YP_008058727.1 hypothetical protein M198_gp37 [Haloarcula hispanica tailed virus 1]	True	0.969	761	1.955e-248					0	False	
KC292025.1_33	KC292025	KC292025.1	33	31107	31847	1	E			YP_008058728.1	YP_008058728.1 hypothetical protein M198_gp38 [Haloarcula hispanica tailed virus 1]	True	0.94	487	7.181000000000001e-156		VOG03171	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292025.1_34	KC292025	KC292025.1	34	31844	32461	1	E			YP_008058729.1	YP_008058729.1 hypothetical protein M198_gp39 [Haloarcula hispanica tailed virus 1]	True	0.939	406	1.234e-128		VOG01029	REFSEQ hypothetical protein; Xu	Xu	0	False	
KC292025.1_35	KC292025	KC292025.1	35	32482	34218	1	E			YP_008058730.1	YP_008058730.1 hypothetical protein M198_gp40 [Haloarcula hispanica tailed virus 1]	True	0.962	1171	0.0					0	False	
KC292025.1_36	KC292025	KC292025.1	36	35245	36072	1	E			YP_008058734.1	YP_008058734.1 Mom-like DNA modification protein [Haloarcula hispanica tailed virus 1]	True	1.0	590	3.777e-191					0	False	
