target	query	e-value	score	length	start	end
LYTG01000042.1_15256_16833_-	K22719	5.5e-51	120.4	525	249	521
LYTG01000091.1_64818_65804_+	K22719	1.6e-55	186.1	328	2	310
LYTG01000023.1_3878_6367_+	K03693	9.4e-275	911.4	829	14	821
LYTG01000001.1_5021_7270_+	K06877	4.5e-258	856.3	749	6	726
LYTG01000060.1_22841_24286_-	K05592	3e-171	547.2	481	5	389
LYTG01000107.1_61672_62892_+	K03654	1.6e-142	473.9	408	5	374
LYTG01000016.1_24673_26016_-	K18692	7.5e-177	585.8	447	2	446
LYTG01000083.1_40666_42216_+	K05592	2e-194	645.1	516	8	470
LYTG01000083.1_24048_25214_-	K05592	9.4e-110	365.3	388	6	370
LYTG01000105.1_2_601_+	K03655	2.6e-72	242.2	199	3	188
LYTG01000063.1_20031_21305_+	K01637	9.7e-209	295.1	424	246	422
LYTG01000063.1_20031_21305_+	K01637	9.7e-209	401.5	424	5	245
LYTG01000053.1_20589_21944_+	K04042	3.6e-206	684.2	451	5	451
LYTG01000088.1_37987_39531_+	K00666	7.7e-166	550.6	514	3	508
LYTG01000092.1_5767_7440_+	K00666	3.9e-163	541.6	557	23	547
LYTG01000023.1_6412_8193_-	K01895	1.1e-218	725.8	593	43	593
LYTG01000083.1_45661_47031_-	K01911	1.4e-121	404.3	456	12	449
LYTG01000002.1_58883_60430_+	K00666	3.2e-100	333.5	515	44	507
LYTG01000060.1_15266_16672_+	K00666	3.3e-77	257.5	468	6	458
LYTG01000108.1_21837_23108_+	K09667	3.9e-33	74.2	423	15	326
LYTG01000093.1_12221_13021_+	K00240	7.2e-74	246.3	266	5	253
LYTG01000025.1_8366_9547_-	K08153	4.1e-104	346.4	381	1	375
LYTG01000102.1_39675_40946_-	K08161	3.4e-163	540.8	424	27	410
LYTG01000007.1_15907_17151_+	K08152	2.4e-64	213.9	414	5	401
LYTG01000083.1_6278_7747_+	K08166	2.5e-87	290.6	489	6	481
LYTG01000027.1_6573_7790_-	K08162	3.7e-64	214.2	406	15	393
LYTG01000037.1_24001_25242_-	K08194	7e-79	263.0	413	15	410
