	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000488.1_1	QGNH01000488.1	QGNH01000488.1	1	1	417	1	E																				0	False	TF
QGNH01000488.1_2	QGNH01000488.1	QGNH01000488.1	2	691	2463	1	D																Helicase HerA-like C-terminal [PF05872.15]	VOG01157	sp|P27381|PKG9_BPPRD DNA packaging ATPase P9; XhXrXs	Xr;Xs;Xh	0	False	VTF
QGNH01000488.1_3	QGNH01000488.1	QGNH01000488.1	3	2504	2776	1	E																				0	False	TF
QGNH01000488.1_4	QGNH01000488.1	QGNH01000488.1	4	2776	3432	1	E																				0	False	TF
QGNH01000488.1_5	QGNH01000488.1	QGNH01000488.1	5	3429	3704	1	E																				0	False	TF
QGNH01000488.1_6	QGNH01000488.1	QGNH01000488.1	6	3717	4001	1	E																				0	False	TF
QGNH01000488.1_7	QGNH01000488.1	QGNH01000488.1	7	3988	4332	1	E																				0	False	TF
QGNH01000488.1_8	QGNH01000488.1	QGNH01000488.1	8	4541	4945	-1	E																				0	False	TF
QGNH01000488.1_9	QGNH01000488.1	QGNH01000488.1	9	5168	5668	1	E																				0	False	T
QGNH01000488.1_10	QGNH01000488.1	QGNH01000488.1	10	5658	5834	1	E																				0	False	T
QGNH01000488.1_11	QGNH01000488.1	QGNH01000488.1	11	5866	6147	1	E																				0	False	T
QGNH01000488.1_12	QGNH01000488.1	QGNH01000488.1	12	6144	6395	1	E																				0	False	T
QGNH01000488.1_13	QGNH01000488.1	QGNH01000488.1	13	6392	7081	1	D																ATP-grasp domain, R2K clade family 3 [PF14243.9]				0	False	T
QGNH01000488.1_14	QGNH01000488.1	QGNH01000488.1	14	7128	8708	1	D			YP_009600161.1	YP_009600161.1 portal protein [Dinoroseobacter phage vB_DshS-R5C]	False	0.266	186.0	2.965e-48								Domain of unknown function (DUF4055) [PF13264.9]	VOG00109	sp|Q05220|PORTL_BPML5 Portal protein; XpXrXs	Xr;Xs;Xp	0	False	VT
QGNH01000488.1_15	QGNH01000488.1	QGNH01000488.1	15	8715	8885	1	E																				0	False	T
QGNH01000488.1_16	QGNH01000488.1	QGNH01000488.1	16	9627	10496	1	D			YP_010738899.1	YP_010738899.1 hypothetical protein P9A51_gp14 [Xanthomonas phage Xp12]	False	0.281	106.0	1.37e-23								Phage Mu protein F like protein [PF04233.17]	VOG03910	sp|Q38442|GP7_BPSPP Minor head protein GP7; XhXs	Xs;Xh	0	False	VT
QGNH01000488.1_17	QGNH01000488.1	QGNH01000488.1	17	10521	10712	1	E																				0	False	T
QGNH01000488.1_18	QGNH01000488.1	QGNH01000488.1	18	10709	10939	1	E																				0	False	T
QGNH01000488.1_19	QGNH01000488.1	QGNH01000488.1	19	11287	14070	1	D			YP_004421762.1	YP_004421762.1 DNA methylase [Synechococcus phage S-CBS3]	True	0.44	720.0	3.4029999999999995e-224								DNA methylase [PF01555.21]; SNF2-related domain [PF00176.26]; Type III restriction enzyme, res subunit [PF04851.18]	VOG00306	sp|P14243|MTC9_CITFR Type II methyltransferase M.Cfr9I; XhXp	Xp;Xh	0	False	T
QGNH01000488.1_20	QGNH01000488.1	QGNH01000488.1	20	14382	14840	1	E																				1	False	T
QGNH01000488.1_21	QGNH01000488.1	QGNH01000488.1	21	14825	15040	1	E																				0	False	T
QGNH01000488.1_22	QGNH01000488.1	QGNH01000488.1	22	15072	15899	1	E			YP_239277.1	YP_239277.1 putative phage structural protein [Xanthomonas phage Xp15]	False	0.294	99.0	1.739e-21									VOG00977	sp|Q38580|SCAF_BPSPP Capsid assembly scaffolding protein; Xs	Xs	0	False	VT
QGNH01000488.1_23	QGNH01000488.1	QGNH01000488.1	23	16129	17316	1	D			YP_003347610.1	YP_003347610.1 major head protein [Enterococcus phage phiFL3A]	False	0.41	252.0	4.0900000000000003e-72								Major capsid protein 13-like [PF20036.2]	VOG08005	sp|A0A0H5AXT3|CAPSD_BPK21 Major capsid protein; Xs	Xs	0	False	VT
QGNH01000488.1_24	QGNH01000488.1	QGNH01000488.1	24	17438	17701	1	E																				0	False	T
QGNH01000488.1_25	QGNH01000488.1	QGNH01000488.1	25	17731	18147	1	E																				0	False	T
QGNH01000488.1_26	QGNH01000488.1	QGNH01000488.1	26	18226	19077	1	D																Response regulator receiver domain [PF00072.27]				0	False	T
QGNH01000488.1_27	QGNH01000488.1	QGNH01000488.1	27	19091	19315	1	E																				0	False	T
QGNH01000488.1_28	QGNH01000488.1	QGNH01000488.1	28	19343	19927	1	D																Putative DnaT-like ssDNA binding protein [PF20557.1]	VOG01527	REFSEQ head-tail adaptor Ad1; Xu	Xu	0	False	T
QGNH01000488.1_29	QGNH01000488.1	QGNH01000488.1	29	19940	20302	1	E																				0	False	T
QGNH01000488.1_30	QGNH01000488.1	QGNH01000488.1	30	20304	20738	1	E																	VOG00387	REFSEQ tail terminator; Xu	Xu	0	False	T
QGNH01000488.1_31	QGNH01000488.1	QGNH01000488.1	31	20778	21173	1	E			YP_009600182.1	YP_009600182.1 tail completion or Neck1 protein [Dinoroseobacter phage vB_DshS-R5C]	False	0.312	60.0	5.671e-10									VOG00996	REFSEQ tail completion or Neck1 protein; Xu	Xu	0	False	T
QGNH01000488.1_32	QGNH01000488.1	QGNH01000488.1	32	21242	22423	1	D			YP_010738493.1	YP_010738493.1 major tail structural protein [Stenotrophomonas phage vB_Sm_QDWS359]	False	0.231	112.0	8.637e-25								Phage tail tube protein [PF18906.3]	VOG00339	REFSEQ hypothetical protein; Xu	Xu	0	False	T
QGNH01000488.1_33	QGNH01000488.1	QGNH01000488.1	33	22497	22955	1	E																				0	False	T
QGNH01000488.1_34	QGNH01000488.1	QGNH01000488.1	34	23665	27840	1	D			YP_009902929.1	YP_009902929.1 tail length tape measure protein [Klebsiella phage Sweeny]	False	0.209	63.0	2.117e-08								Tape measure protein [PF20155.2]				0	False	T
QGNH01000488.1_35	QGNH01000488.1	QGNH01000488.1	35	27847	28200	1	D																Phage minor tail protein [PF05939.16]	VOG02471	sp|P03737|TIPM_LAMBD Tail tip protein M; XhXpXrXs	Xr;Xs;Xp;Xh	0	False	VT
QGNH01000488.1_36	QGNH01000488.1	QGNH01000488.1	36	28197	29033	1	D			YP_009836200.1	YP_009836200.1 minor tail protein [Pseudomonas phage PMBT14]	False	0.343	149.0	1.927e-38								Phage minor tail protein L [PF05100.15]	VOG00504	sp|O64332|TIPL_BPN15 Tail tip protein L; XhXpXrXs	Xr;Xs;Xp;Xh	0	False	VT
QGNH01000488.1_37	QGNH01000488.1	QGNH01000488.1	37	29043	29897	1	D			YP_010082080.1	YP_010082080.1 minor tail protein [Ralstonia phage Dina]	False	0.405	175.0	3.8689999999999996e-47	MER0179912	C40	MER0179912 - family C40 unassigned peptidases () [C40.UPW]#C40#{peptidase unit: 134-229}~source NP_536375~	False	0.545	108.0	2.65e-24	Prokaryotic homologs of the JAB domain [PF14464.9]; NlpC/P60 family [PF00877.22]				0	False	PT
