	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_020838_1	NC_020838	NC_020838	1	2	247	-1	D			YP_007673147.1	YP_007673147.1 hypothetical protein SWQG_00001, partial [Synechococcus phage S-RIP2]	False	0.927	162.0	2.453e-46	Domain of unknown function (DUF6450) [PF20048.2]	VOG08829	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_020838_2	NC_020838	NC_020838	2	219	683	-1	E			YP_007673148.1	YP_007673148.1 hypothetical protein SWQG_00002 [Synechococcus phage S-RIP2]	False	0.867	279.0	1.066e-85		VOG24007	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_020838_3	NC_020838	NC_020838	3	683	1033	-1	E			YP_007673149.1	YP_007673149.1 hypothetical protein SWQG_00003 [Synechococcus phage S-RIP2]	False	0.877	214.0	1.014e-63		VOG36713	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_020838_4	NC_020838	NC_020838	4	1486	1833	-1	D			YP_007673151.1	YP_007673151.1 tail fiber protein [Synechococcus phage S-RIP2]	False	1.0	248.0	1.115e-75	Phage tail assembly chaperone protein [PF16778.8]				0	False	F
NC_020838_5	NC_020838	NC_020838	5	1842	2555	-1	E			YP_007673152.1	YP_007673152.1 tail fiber assembly [Synechococcus phage S-RIP2]	True	0.855	422.0	1.8429999999999998e-133					0	False	F
NC_020838_6	NC_020838	NC_020838	6	2577	3173	-1	E			YP_007673153.1	YP_007673153.1 hypothetical protein SWQG_00007 [Synechococcus phage S-RIP2]	True	0.868	359.0	2.432e-112					0	False	F
NC_020838_7	NC_020838	NC_020838	7	3176	3427	-1	E			YP_007673154.1	YP_007673154.1 hypothetical protein SWQG_00008 [Synechococcus phage S-RIP2]	False	0.992	176.0	2.232e-51		VOG04663	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_020838_8	NC_020838	NC_020838	8	3483	8159	-1	D			YP_007673155.1	YP_007673155.1 hypothetical protein SWQG_00009 [Synechococcus phage S-RIP2]	True	0.938	3062.0	0.0	Phage T7 tail fibre protein [PF03906.17]	VOG04053	REFSEQ tail fiber protein; Xu	Xu	0	False	F
NC_020838_9	NC_020838	NC_020838	9	8190	12155	-1	E			YP_007673156.1	YP_007673156.1 internal virion protein [Synechococcus phage S-RIP2]	True	0.951	2639.0	0.0		VOG01703	REFSEQ internal virion protein; Xu	Xu	0	False	
NC_020838_10	NC_020838	NC_020838	10	12155	14869	-1	E			YP_007673157.1	YP_007673157.1 hypothetical protein SWQG_00011 [Synechococcus phage S-RIP2]	True	0.943	1789.0	0.0		VOG00133	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_020838_11	NC_020838	NC_020838	11	14886	15602	-1	E			YP_007673158.1	YP_007673158.1 hypothetical protein SWQG_00012 [Synechococcus phage S-RIP2]	True	0.914	457.0	1.258e-145		VOG01910	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_020838_12	NC_020838	NC_020838	12	15584	16021	-1	E			YP_007673159.1	YP_007673159.1 hypothetical protein SWQG_00013 [Synechococcus phage S-RIP2]	False	1.0	322.0	7.886e-101		VOG24008	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_020838_13	NC_020838	NC_020838	13	16018	18963	-1	E			YP_007673160.1	YP_007673160.1 tail protein [Synechococcus phage S-RIP2]	True	0.949	1955.0	0.0		VOG02059	sp|P03747|TUBE2_BPT7 Tail tubular protein gp12; XpXrXs	Xr;Xp;Xs	0	False	V
NC_020838_14	NC_020838	NC_020838	14	18960	19574	-1	D			YP_007676378.1	YP_007676378.1 tail protein [Cyanophage KBS-P-1A]	True	0.965	417.0	2.356e-132	Tail tubular protein [PF17212.6]				0	False	
