locus_tag	ftype	length_bp	gene	EC_number	COG	product
AMEJEIML_00001	CDS	555				hypothetical protein
AMEJEIML_00002	CDS	780				hypothetical protein
AMEJEIML_00003	CDS	264				hypothetical protein
AMEJEIML_00004	CDS	108				hypothetical protein
AMEJEIML_00005	CDS	207				hypothetical protein
AMEJEIML_00006	tRNA	74				tRNA-Pro(tgg)
AMEJEIML_00007	CDS	1692				hypothetical protein
AMEJEIML_00008	CDS	1440				hypothetical protein
AMEJEIML_00009	CDS	291				hypothetical protein
AMEJEIML_00010	CDS	762				hypothetical protein
AMEJEIML_00011	CDS	429				hypothetical protein
AMEJEIML_00012	CDS	516				hypothetical protein
AMEJEIML_00013	CDS	957				hypothetical protein
AMEJEIML_00014	CDS	441				hypothetical protein
AMEJEIML_00015	CDS	345				hypothetical protein
AMEJEIML_00016	CDS	2466				hypothetical protein
AMEJEIML_00017	CDS	300				hypothetical protein
AMEJEIML_00018	CDS	222				hypothetical protein
AMEJEIML_00019	CDS	507				hypothetical protein
AMEJEIML_00020	CDS	1293				hypothetical protein
AMEJEIML_00021	CDS	546				hypothetical protein
AMEJEIML_00022	CDS	471				hypothetical protein
AMEJEIML_00023	CDS	237				hypothetical protein
AMEJEIML_00024	CDS	1821				hypothetical protein
AMEJEIML_00025	CDS	564				hypothetical protein
AMEJEIML_00026	CDS	1443				hypothetical protein
AMEJEIML_00027	CDS	435				hypothetical protein
AMEJEIML_00028	CDS	366				hypothetical protein
AMEJEIML_00029	CDS	327				hypothetical protein
AMEJEIML_00030	CDS	1236				hypothetical protein
AMEJEIML_00031	CDS	654				hypothetical protein
AMEJEIML_00032	CDS	1410				hypothetical protein
AMEJEIML_00033	CDS	1227				hypothetical protein
AMEJEIML_00034	CDS	387				hypothetical protein
AMEJEIML_00035	CDS	492				hypothetical protein
AMEJEIML_00036	CDS	834				hypothetical protein
AMEJEIML_00037	CDS	126				hypothetical protein
AMEJEIML_00038	CDS	2421				hypothetical protein
AMEJEIML_00039	CDS	1041				hypothetical protein
AMEJEIML_00040	CDS	3867				hypothetical protein
AMEJEIML_00041	CDS	228				hypothetical protein
AMEJEIML_00042	CDS	150				hypothetical protein
AMEJEIML_00043	CDS	189				hypothetical protein
AMEJEIML_00044	CDS	1194				hypothetical protein
AMEJEIML_00045	CDS	111				hypothetical protein
AMEJEIML_00046	CDS	447				hypothetical protein
AMEJEIML_00047	CDS	1365				hypothetical protein
AMEJEIML_00048	CDS	213				hypothetical protein
AMEJEIML_00049	CDS	192				hypothetical protein
AMEJEIML_00050	CDS	429				hypothetical protein
AMEJEIML_00051	CDS	558				hypothetical protein
AMEJEIML_00052	CDS	705				hypothetical protein
AMEJEIML_00053	CDS	168				hypothetical protein
AMEJEIML_00054	CDS	429				hypothetical protein
AMEJEIML_00055	CDS	2565				hypothetical protein
AMEJEIML_00056	CDS	474				hypothetical protein
AMEJEIML_00057	CDS	915				hypothetical protein
AMEJEIML_00058	CDS	174				hypothetical protein
AMEJEIML_00059	CDS	129				hypothetical protein
AMEJEIML_00060	CDS	201				hypothetical protein
AMEJEIML_00061	CDS	1008				hypothetical protein
AMEJEIML_00062	CDS	201				hypothetical protein
AMEJEIML_00063	CDS	165				hypothetical protein
AMEJEIML_00064	CDS	159				hypothetical protein
AMEJEIML_00065	CDS	282				hypothetical protein
AMEJEIML_00066	CDS	387				hypothetical protein
AMEJEIML_00067	CDS	351				hypothetical protein
AMEJEIML_00068	CDS	426				hypothetical protein
AMEJEIML_00069	CDS	1182				hypothetical protein
AMEJEIML_00070	CDS	1239				hypothetical protein
AMEJEIML_00071	CDS	1485				hypothetical protein
AMEJEIML_00072	CDS	249				hypothetical protein
AMEJEIML_00073	CDS	945				hypothetical protein
AMEJEIML_00074	tRNA	74				tRNA-Asn(gtt)
AMEJEIML_00075	CDS	210				hypothetical protein
AMEJEIML_00076	CDS	417				hypothetical protein
AMEJEIML_00077	CDS	135				hypothetical protein
AMEJEIML_00078	CDS	876				hypothetical protein
