locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
NC_054791.1_352_492_-												Hypothetical
NC_054791.1_703_1128_+					phrog_226	VOG00726	PHROG:phrog_226	141	3.6e-52	168.5		minor tail protein
NC_054791.1_1206_1520_+												Hypothetical
NC_054791.1_1556_2386_+		K16629			phrog_819	VOG00311	PHROG:phrog_819	276	5.6e-69	208.5		tail protein
NC_054791.1_2390_3028_+					phrog_356	VOG08021	VOG:VOG08021	212	6.4e-52	169.5		sp|Q05241|VG32_BPML5 Gene 32 protein
NC_054791.1_3130_3258_+					phrog_1087	VOG09378	VOG:VOG09378	42	8.5e-25	78.7		REFSEQ hypothetical protein
NC_054791.1_3258_4625_+		K03791	COG3179	GH19	phrog_317	VOG31896, VOG31896	PHROG:phrog_317	455	2e-176	579.7		endolysin
NC_054791.1_4622_5008_+					phrog_526	VOG03716	VOG:VOG03716	128	1.1e-40	131.5		sp|O64204|HOLIN_BPMD2 Holin
NC_054791.1_5029_6714_+			COG4626		phrog_9	VOG00185, VOG07294	VOG:VOG00185	561	4.6e-188	497.0		sp|O64206|VG13_BPMD2 Gene 13 protein
NC_054791.1_6714_8150_+					phrog_104	VOG00109	PHROG:phrog_104	478	1.9e-185	609.4		portal protein
NC_054791.1_8147_9010_+					phrog_193	VOG00912	PHROG:phrog_193	287	1.6e-111	365.6		head maturation protease
NC_054791.1_9070_9564_+					phrog_233	VOG08006	PHROG:phrog_233	164	7.3e-50	162.0		head scaffolding protein
NC_054791.1_9598_10551_+			COG4653		phrog_10	VOG00134	VOG:VOG00134	317	1.9e-75	247.2		sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17
NC_054791.1_10624_10881_+					phrog_748	VOG08028	VOG:VOG08028	85	9.5e-21	65.7		sp|O64211|VG18_BPMD2 Gene 18 protein
NC_054791.1_10885_11268_+					phrog_137	VOG00419	PHROG:phrog_137	127	3e-39	126.8		head-tail adaptor Ad1
NC_054791.1_11405_11749_-												Hypothetical
NC_054791.1_11803_12120_+					phrog_321	VOG00560	PHROG:phrog_321	105	5.2e-36	115.8		tail completion or Neck1 protein
NC_054791.1_12134_12556_+					phrog_123	VOG00096	PHROG:phrog_123	140	7e-44	141.8		tail terminator
NC_054791.1_12568_13170_+					phrog_117	VOG00135	PHROG:phrog_117	200	1e-60	197.4		major tail protein
NC_054791.1_13288_13680_+					phrog_330	VOG00515	PHROG:phrog_330	130	1.2e-43	140.8		tail assembly chaperone
NC_054791.1_13878_14093_+					phrog_393	VOG00515	PHROG:phrog_393	71	2.8e-23	75.2		tail assembly chaperone
NC_054791.1_14094_16709_+			COG5412		phrog_305	VOG00808	PHROG:phrog_305	871	1.1e-230	756.8		tail length tape measure protein
NC_054791.1_16712_18055_+					phrog_106	VOG08022	PHROG:phrog_106	447	1.6e-108	353.2		minor tail protein
NC_054791.1_18055_19854_+					phrog_110	VOG02068	PHROG:phrog_110	599	3.2e-236	777.1		minor tail protein
NC_054791.1_19887_20348_+					phrog_352	VOG01373	PHROG:phrog_352	153	3.4e-68	220.3		minor tail protein
NC_054791.1_20416_20760_+					phrog_404	VOG00752	PHROG:phrog_404	114	1.4e-40	130.4		minor tail protein
NC_054791.1_20789_22630_+					phrog_737	VOG29947	PHROG:phrog_737	613	6.6e-185	608.0		minor tail protein
NC_054791.1_22685_24175_-		K06400	COG1961		phrog_95	VOG00303	VOG:VOG00303	496	9.2e-113	370.2		sp|P03014|PINE_ECOLI Serine recombinase PinE
NC_054791.1_24301_24663_+					phrog_733	VOG08507	VOG:VOG08507	120	1.5e-61	200.6		sp|O64228|VG341_BPMD2 Gene 34.1 protein
NC_054791.1_24768_25082_-					phrog_1712	VOG05317	VOG:VOG05317	104	7.4e-36	115.3		sp|Q05245|VG35_BPML5 Gene 35 protein
NC_054791.1_25126_26043_-	K01493	K01493	COG2131		phrog_2369	VOG04494	PHROG:phrog_2369	183	3.8e-70	227.8		dCMP deaminase
NC_054791.1_25703_25891_-												Hypothetical
NC_054791.1_26057_26293_-					phrog_980	VOG00480	VOG:VOG00480	63	2.5e-19	62.2		REFSEQ hypothetical protein
NC_054791.1_26290_26643_-												Hypothetical
NC_054791.1_26826_27023_-					phrog_2516	VOG08506	VOG:VOG08506	65	4.2e-33	105.7		REFSEQ hypothetical protein
NC_054791.1_27056_28864_-	K02335	K02335	COG0749		phrog_17	VOG00075	PHROG:phrog_17	602	5.4e-180	592.1		DNA polymerase
NC_054791.1_28873_29043_-												Hypothetical
NC_054791.1_29043_29297_-		K14060			phrog_517	VOG00032	PHROG:phrog_517	84	6.8e-26	83.0		HTH DNA binding protein
NC_054791.1_29361_29930_-					phrog_364	VOG08029	VOG:VOG08029	189	3e-70	228.3		sp|O64239|VG49_BPMD2 Gene 49 protein
NC_054791.1_29960_31900_-	K00527	K00527	COG0209		phrog_367	VOG00122	PHROG:phrog_367	646	2.4e-292	963.3		ribonucleotide reductase
NC_054791.1_31999_32187_-												Hypothetical
