	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001326.1_1	QGNH01001326.1	QGNH01001326.1	1	2	271	-1	E																		0	False	F
QGNH01001326.1_2	QGNH01001326.1	QGNH01001326.1	2	462	707	-1	E																		0	False	F
QGNH01001326.1_3	QGNH01001326.1	QGNH01001326.1	3	735	1448	-1	E																		0	False	F
QGNH01001326.1_4	QGNH01001326.1	QGNH01001326.1	4	1478	1648	1	E																		0	False	F
QGNH01001326.1_5	QGNH01001326.1	QGNH01001326.1	5	1629	2159	1	E																		0	False	F
QGNH01001326.1_6	QGNH01001326.1	QGNH01001326.1	6	2163	2336	1	E																		0	False	F
QGNH01001326.1_7	QGNH01001326.1	QGNH01001326.1	7	2326	2517	1	E																		0	False	F
QGNH01001326.1_8	QGNH01001326.1	QGNH01001326.1	8	2474	2656	-1	E																		0	False	F
QGNH01001326.1_9	QGNH01001326.1	QGNH01001326.1	9	2643	2912	-1	D														tRNA synthetases class II (A) [PF01411.22]				0	False	F
QGNH01001326.1_10	QGNH01001326.1	QGNH01001326.1	10	2899	3183	-1	E																		0	False	F
QGNH01001326.1_11	QGNH01001326.1	QGNH01001326.1	11	3333	3584	-1	E																		0	False	F
QGNH01001326.1_12	QGNH01001326.1	QGNH01001326.1	12	3625	4206	-1	E	YP_009831825.1	YP_009831825.1 HNH endonuclease [Streptomyces phage BRock]	False	0.689	123.0	1.213e-30									VOG00233	REFSEQ HNH endonuclease; Xu	Xu	1	False	F
QGNH01001326.1_13	QGNH01001326.1	QGNH01001326.1	13	4266	6332	-1	D														Phage P22-like portal protein [PF16510.8]	VOG02069	sp|Q9T1S9|PORTL_BPAPS Portal protein; XhXpXrXs	Xs;Xp;Xh;Xr	0	False	VF
QGNH01001326.1_14	QGNH01001326.1	QGNH01001326.1	14	6450	6653	-1	E																		0	False	
QGNH01001326.1_15	QGNH01001326.1	QGNH01001326.1	15	6653	8947	-1	D	YP_009823952.1	YP_009823952.1 terminase [Erwinia phage vB_EhrS_49]	True	0.489	410.0	9.051e-121	MER0194251	N10	MER0194251 - family N10 unassigned peptide lyases (Lyngbya sp. PCC 8106) [N10.UPW]#N10#{peptidase unit: 78-309}~source EAW35241~	False	71.0	5.485e-11	0.217		VOG30053	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001326.1_16	QGNH01001326.1	QGNH01001326.1	16	8928	9332	-1	E																		0	False	
QGNH01001326.1_17	QGNH01001326.1	QGNH01001326.1	17	9383	9763	1	E																		0	False	
QGNH01001326.1_18	QGNH01001326.1	QGNH01001326.1	18	9811	9987	-1	E																		0	False	
QGNH01001326.1_19	QGNH01001326.1	QGNH01001326.1	19	10085	10744	-1	D														Collagen triple helix repeat (20 copies) [PF01391.21]	VOG01091	sp|B4YNE6|V6_SPTNK Collagen-like protein V6; Xu	Xu	0	False	
QGNH01001326.1_20	QGNH01001326.1	QGNH01001326.1	20	10903	11118	-1	E																		0	False	
QGNH01001326.1_21	QGNH01001326.1	QGNH01001326.1	21	11115	11321	-1	E																		0	False	
QGNH01001326.1_22	QGNH01001326.1	QGNH01001326.1	22	11321	11482	-1	D														Family of unknown function (DUF6496) [PF20106.2]				0	False	
QGNH01001326.1_23	QGNH01001326.1	QGNH01001326.1	23	11479	11706	-1	E																		0	False	
QGNH01001326.1_24	QGNH01001326.1	QGNH01001326.1	24	11687	12082	-1	E																		0	False	
QGNH01001326.1_25	QGNH01001326.1	QGNH01001326.1	25	12079	12405	-1	E																		0	False	
QGNH01001326.1_26	QGNH01001326.1	QGNH01001326.1	26	12402	12782	-1	E															VOG04624	sp|P13323|Y07C_BPT4 Uncharacterized 16.0 kDa protein in segB-ipI intergenic region; Xu	Xu	1	False	
QGNH01001326.1_27	QGNH01001326.1	QGNH01001326.1	27	12783	13724	-1	D														Helix-turn-helix domain [PF13730.9]				0	False	
QGNH01001326.1_28	QGNH01001326.1	QGNH01001326.1	28	14380	14787	-1	E																		0	False	
QGNH01001326.1_29	QGNH01001326.1	QGNH01001326.1	29	14768	14983	-1	E																		0	False	
QGNH01001326.1_30	QGNH01001326.1	QGNH01001326.1	30	14976	15230	-1	E																		0	False	
QGNH01001326.1_31	QGNH01001326.1	QGNH01001326.1	31	15227	15400	-1	E																		0	False	
QGNH01001326.1_32	QGNH01001326.1	QGNH01001326.1	32	15397	15672	-1	E																		0	False	
QGNH01001326.1_33	QGNH01001326.1	QGNH01001326.1	33	15662	15976	-1	E																		0	False	
QGNH01001326.1_34	QGNH01001326.1	QGNH01001326.1	34	15973	16104	-1	E																		0	False	
QGNH01001326.1_35	QGNH01001326.1	QGNH01001326.1	35	16094	16291	-1	E																		0	False	
QGNH01001326.1_36	QGNH01001326.1	QGNH01001326.1	36	16288	16479	-1	D														Helix-turn-helix domain [PF12844.10]				0	False	
QGNH01001326.1_37	QGNH01001326.1	QGNH01001326.1	37	16663	16944	1	E																		0	False	
QGNH01001326.1_38	QGNH01001326.1	QGNH01001326.1	38	16956	17804	1	E	YP_010096936.1	YP_010096936.1 RecT-like ssDNA annealing protein [Gordonia phage Frokostdame]	False	0.306	66.0	9.243e-11												0	False	
QGNH01001326.1_39	QGNH01001326.1	QGNH01001326.1	39	17791	18657	1	D	YP_009884457.1	YP_009884457.1 RecE-like recombination exonuclease [Arthrobacter phage TripleJ]	False	0.226	74.0	2.775e-13								YqaJ-like viral recombinase domain [PF09588.13]				0	False	
QGNH01001326.1_40	QGNH01001326.1	QGNH01001326.1	40	18654	18860	1	E																		0	False	
QGNH01001326.1_41	QGNH01001326.1	QGNH01001326.1	41	18964	19200	1	E																		0	False	
QGNH01001326.1_42	QGNH01001326.1	QGNH01001326.1	42	19184	19858	1	E																		0	False	
QGNH01001326.1_43	QGNH01001326.1	QGNH01001326.1	43	19919	20152	1	E																		0	False	
QGNH01001326.1_44	QGNH01001326.1	QGNH01001326.1	44	20113	21663	-1	E																		0	False	
QGNH01001326.1_45	QGNH01001326.1	QGNH01001326.1	45	21676	22452	-1	E	YP_009284282.1	YP_009284282.1 tail fiber assembly [Enterobacter phage Arya]	False	0.299	99.0	1.144e-21												0	False	
QGNH01001326.1_46	QGNH01001326.1	QGNH01001326.1	46	22467	23099	-1	E																		0	False	
QGNH01001326.1_47	QGNH01001326.1	QGNH01001326.1	47	23109	23450	-1	E																		0	False	
QGNH01001326.1_48	QGNH01001326.1	QGNH01001326.1	48	23460	24185	-1	E																		0	False	
QGNH01001326.1_49	QGNH01001326.1	QGNH01001326.1	49	24317	24553	1	E																		0	False	
QGNH01001326.1_50	QGNH01001326.1	QGNH01001326.1	50	24590	27364	-1	E																		0	False	
QGNH01001326.1_51	QGNH01001326.1	QGNH01001326.1	51	27361	28068	-1	E																		0	False	
QGNH01001326.1_52	QGNH01001326.1	QGNH01001326.1	52	28078	28725	-1	E																		0	False	
QGNH01001326.1_53	QGNH01001326.1	QGNH01001326.1	53	28762	29241	-1	E																		0	False	
QGNH01001326.1_54	QGNH01001326.1	QGNH01001326.1	54	29248	31956	-1	E																		0	False	
QGNH01001326.1_55	QGNH01001326.1	QGNH01001326.1	55	31962	32567	-1	E																		0	False	
QGNH01001326.1_56	QGNH01001326.1	QGNH01001326.1	56	32564	33835	-1	E																		0	False	F
QGNH01001326.1_57	QGNH01001326.1	QGNH01001326.1	57	33832	33984	-1	E																		0	False	F
QGNH01001326.1_58	QGNH01001326.1	QGNH01001326.1	58	33984	34172	-1	E																		0	False	F
QGNH01001326.1_59	QGNH01001326.1	QGNH01001326.1	59	34172	34408	-1	E																		0	False	F
QGNH01001326.1_60	QGNH01001326.1	QGNH01001326.1	60	34408	34524	-1	E																		0	False	F
QGNH01001326.1_61	QGNH01001326.1	QGNH01001326.1	61	34524	35123	-1	E																		0	False	F
QGNH01001326.1_62	QGNH01001326.1	QGNH01001326.1	62	35131	35550	-1	E																		0	False	F
QGNH01001326.1_63	QGNH01001326.1	QGNH01001326.1	63	35631	36776	-1	E																		0	False	F
QGNH01001326.1_64	QGNH01001326.1	QGNH01001326.1	64	36786	37307	-1	E																		0	False	F
QGNH01001326.1_65	QGNH01001326.1	QGNH01001326.1	65	37658	37927	-1	E																		0	False	F
QGNH01001326.1_66	QGNH01001326.1	QGNH01001326.1	66	38028	38582	-1	E															VOG01567	REFSEQ HNH endonuclease; Xu	Xu	0	False	F
