Target Name	ID	EC value	E-Value (sequence)	Score (domain)
41_unitig_0|quiver_3660819_3661988_-	K00001		6.9e-98	327.6
41_unitig_0|quiver_4387161_4388486_+	K00003		2.1e-153	511.2
41_unitig_0|quiver_1247719_1248813_+	K00003		8.8e-114	380.1
41_unitig_2|quiver_539722_540789_-	K00004		1.2e-112	375.4
41_unitig_0|quiver_2931747_2932757_+	K00008		8.9e-100	333.1
41_unitig_3|quiver_163893_164885_-	K00010		4.1e-123	410.3
41_unitig_0|quiver_877216_878208_+	K00010		1.7e-122	408.3
41_unitig_1|quiver_382184_383260_-	K00010		2e-63	213.5
41_unitig_0|quiver_586179_587243_-	K00010		2.6e-48	163.8
41_unitig_4|quiver_237691_238686_-	K00010		1.6e-47	161.1
41_unitig_0|quiver_934859_936187_+	K00012		3.1e-197	655.2
41_unitig_0|quiver_2902678_2903976_+	K00013		8.1e-191	634.9
41_unitig_0|quiver_2189995_2190852_+	K00014		7.6e-92	306.2
41_unitig_1|quiver_674592_675407_+	K00014		1.2e-60	203.6
41_unitig_2|quiver_270138_270968_+	K00014		8.5e-52	174.7
41_unitig_0|quiver_2399052_2400053_+	K00015		5.7e-135	449.7
41_unitig_0|quiver_1016349_1017320_-	K00015		4.2e-117	390.7
41_unitig_0|quiver_3516137_3516964_-	K00019		1.7e-52	177.5
41_unitig_0|quiver_1055691_1056593_-	K00019		6.9e-42	142.4
41_unitig_2|quiver_601558_602439_+	K00020		1.4e-114	382.4
41_unitig_3|quiver_185629_186615_-	K00020		7.2e-21	72.9
41_unitig_0|quiver_2055510_2056235_-	K00023		1.9e-115	383.5
41_unitig_0|quiver_1869786_1870748_-	K00024		3.4e-129	430.5
41_unitig_0|quiver_2665557_2667842_+	K00027		6.9e-163	542.8
41_unitig_0|quiver_4913445_4915757_+	K00027		5.7e-158	526.4
41_unitig_0|quiver_4860440_4861651_+	K00031		2.3e-223	741.8
41_unitig_0|quiver_5058616_5060046_-	K00033		4.1e-198	658.5
41_unitig_0|quiver_1357131_1358162_-	K00033		6.8e-107	357.1
41_unitig_1|quiver_829085_829831_+	K00034		2.4e-88	294.7
41_unitig_2|quiver_618658_619470_+	K00034		1.4e-79	265.8
41_unitig_0|quiver_2614728_2615492_-	K00034		1.1e-78	263.0
41_unitig_0|quiver_1620970_1621749_-	K00034		9.9e-76	253.2
41_unitig_0|quiver_1634718_1635539_+	K00034		1.1e-69	233.2
41_unitig_0|quiver_3921209_3922135_-	K00035		8.1e-150	497.0
41_unitig_0|quiver_3037086_3038561_-	K00036		2.1e-189	629.7
41_unitig_0|quiver_3623174_3624682_-	K00036		4.3e-171	569.1
41_unitig_1|quiver_746981_748447_+	K00036		3.1e-160	533.2
41_unitig_2|quiver_533806_534528_+	K00038		4.6e-100	333.6
41_unitig_0|quiver_1121704_1122459_-	K00038		1.3e-85	286.1
41_unitig_3|quiver_556432_557160_+	K00039		5.6e-128	424.5
41_unitig_0|quiver_2925362_2926087_+	K00039		3e-119	395.9
41_unitig_0|quiver_2310232_2311686_-	K00040		1.8e-173	576.7
41_unitig_0|quiver_5019740_5020609_+	K00042		3.7e-134	446.3
41_unitig_0|quiver_1082273_1083148_+	K00042		1.7e-131	437.6
41_unitig_0|quiver_1047853_1048764_-	K00042		1.8e-112	374.8
41_unitig_3|quiver_32267_33160_-	K00042		8.8e-88	293.6
41_unitig_0|quiver_572684_573694_-	K00043		1.5e-101	338.6
41_unitig_0|quiver_1603585_1605066_-	K00045		4.6e-243	806.8
41_unitig_3|quiver_33721_34485_-	K00046		6.3e-119	394.7
41_unitig_2|quiver_271027_271794_-	K00046		1.3e-118	393.7
41_unitig_0|quiver_5091505_5092305_-	K00046		8.4e-95	315.5
41_unitig_0|quiver_2140380_2141492_+	K00052		6.9e-160	532.1
41_unitig_0|quiver_329218_330237_-	K00053		3.4e-140	467.5
41_unitig_1|quiver_824256_825362_-	K00055		1.7e-162	539.5
41_unitig_4|quiver_362348_363463_-	K00055		6.3e-157	521.1
41_unitig_0|quiver_1915078_1916061_-	K00057		6.7e-112	373.7
41_unitig_0|quiver_1316155_1317750_-	K00058		1.8e-152	506.7
41_unitig_1|quiver_645027_646001_-	K00058		7.7e-88	293.7
41_unitig_1|quiver_14200_15204_+	K00058		5.7e-68	228.2
41_unitig_3|quiver_409030_410046_-	K00058		2.6e-64	216.0
41_unitig_0|quiver_2294736_2295746_+	K00058		5.3e-64	215.1
41_unitig_0|quiver_3904266_3905003_+	K00059		2.3e-101	338.4
41_unitig_0|quiver_1056680_1057420_-	K00059		9.6e-92	306.7
41_unitig_0|quiver_2737723_2738463_+	K00059		4e-88	294.8
41_unitig_3|quiver_557216_557980_+	K00059		1.9e-87	292.4
41_unitig_2|quiver_480220_481017_-	K00059		2.4e-86	289.0
41_unitig_0|quiver_639891_640928_-	K00060		7.9e-174	576.3
41_unitig_1|quiver_664382_665368_-	K00064		1.3e-137	457.9
41_unitig_0|quiver_2787352_2788371_-	K00064		2.6e-127	423.9
41_unitig_2|quiver_37778_38533_-	K00065		2e-131	437.3
41_unitig_0|quiver_4972025_4972813_+	K00065		1.3e-82	276.5
41_unitig_0|quiver_1168601_1169317_-	K00065		5.3e-69	231.2
41_unitig_0|quiver_3977542_3978429_-	K00067		6.8e-118	393.4
41_unitig_0|quiver_1737418_1738299_+	K00074		5.5e-138	459.9
41_unitig_0|quiver_528287_529261_-	K00075		1e-97	326.7
41_unitig_0|quiver_4187058_4188062_-	K00077		1.8e-72	243.7
41_unitig_1|quiver_983192_984220_+	K00077		9.8e-45	152.1
41_unitig_1|quiver_1_324_+	K00077		1.5e-11	42.8
41_unitig_0|quiver_3134687_3136171_+	K00088		1.6e-205	683.1
41_unitig_0|quiver_3910832_3911860_-	K00097		6.6e-148	492.9
41_unitig_0|quiver_1222353_1223327_+	K00097		4e-143	477.0
41_unitig_0|quiver_1223339_1224067_+	K00097		1.2e-60	204.5
41_unitig_3|quiver_35573_36604_+	K00098		5.6e-146	484.4
41_unitig_1|quiver_260990_262033_+	K00098		2.5e-139	462.5
41_unitig_0|quiver_1787335_1788525_+	K00099		2.9e-158	526.3
41_unitig_0|quiver_832694_833836_+	K00101		2.2e-154	514.3
41_unitig_0|quiver_2703548_2704696_-	K00101		1.9e-138	461.6
41_unitig_0|quiver_476211_477623_-	K00102		2.3e-222	738.8
41_unitig_0|quiver_3152794_3154233_+	K00104		2.7e-194	646.3
41_unitig_1|quiver_585938_589003_+	K00104		8.4e-80	264.8
41_unitig_1|quiver_970047_971456_+	K00104		9.3e-47	143.8
41_unitig_1|quiver_1576_1716_+	K00104		1.2e-06	25.4
41_unitig_1|quiver_985473_985613_+	K00104		1.2e-06	25.4
41_unitig_0|quiver_3574917_3576569_-	K00108		1.1e-256	852.8
41_unitig_2|quiver_599953_601548_+	K00108		6.5e-202	671.6
41_unitig_0|quiver_4210250_4211905_+	K00108		6.4e-198	658.3
41_unitig_0|quiver_1174064_1175659_-	K00108		4e-196	652.3
41_unitig_1|quiver_319721_321469_+	K00111		2.1e-116	388.4
41_unitig_1|quiver_585938_589003_+	K00113		1e-34	118.4
41_unitig_0|quiver_3686424_3688763_-	K00117		1.4e-258	858.8
41_unitig_1|quiver_720309_721439_+	K00121		8.9e-188	624.2
41_unitig_0|quiver_4776170_4777297_+	K00121		1.1e-187	623.9
41_unitig_1|quiver_802424_803551_-	K00121		1.2e-187	623.7
41_unitig_0|quiver_1816459_1819338_-	K00123		0	1079.4
41_unitig_0|quiver_4795166_4797463_-	K00123		5.6e-95	317.5
41_unitig_1|quiver_818041_820335_-	K00123		1.5e-83	279.8
41_unitig_0|quiver_1815218_1815454_-	K00126		3.3e-31	107.3
41_unitig_0|quiver_152871_153713_-	K00127		1.3e-19	65.9
41_unitig_0|quiver_4994497_4996884_+	K00128		6.1e-220	595.7
41_unitig_1|quiver_291003_292493_+	K00130		3e-229	760.8
41_unitig_0|quiver_3576770_3578233_-	K00130		8.6e-198	656.8
