	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_bitScore	viral_eVal	viral_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000016.1_1	QGNH01000016.1	QGNH01000016.1	1	2	640	1	E	YP_010246137.1	YP_010246137.1 lysophospholipase L1-like esterase [Gordonia phage Rabbitrun]	False	87.0	4.559e-18	0.33					0	False	F
QGNH01000016.1_2	QGNH01000016.1	QGNH01000016.1	2	652	936	1	E								VOG00907	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000016.1_3	QGNH01000016.1	QGNH01000016.1	3	946	1935	1	E											0	False	F
QGNH01000016.1_4	QGNH01000016.1	QGNH01000016.1	4	1936	2481	1	E											0	False	F
QGNH01000016.1_5	QGNH01000016.1	QGNH01000016.1	5	2494	3291	1	E								VOG07388	REFSEQ tail fiber protein; Xu	Xu	0	False	F
QGNH01000016.1_6	QGNH01000016.1	QGNH01000016.1	6	3423	4202	1	E											0	False	F
QGNH01000016.1_7	QGNH01000016.1	QGNH01000016.1	7	4172	4813	1	E											0	False	F
QGNH01000016.1_8	QGNH01000016.1	QGNH01000016.1	8	4813	5574	1	E											0	False	F
QGNH01000016.1_9	QGNH01000016.1	QGNH01000016.1	9	5577	6437	1	E											0	False	F
QGNH01000016.1_10	QGNH01000016.1	QGNH01000016.1	10	6437	7015	1	D							Phage virion morphogenesis family [PF05069.16]	VOG00556	sp|P36934|VPS_BPP2 Tail completion protein S; Xu	Xu	0	False	F
QGNH01000016.1_11	QGNH01000016.1	QGNH01000016.1	11	7090	7938	1	E											0	False	F
QGNH01000016.1_12	QGNH01000016.1	QGNH01000016.1	12	7957	8427	1	E											0	False	F
QGNH01000016.1_13	QGNH01000016.1	QGNH01000016.1	13	8616	10583	1	E											0	False	F
