	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000830.1_1	QGNH01000830.1	QGNH01000830.1	1	1	762	1	E											0	False	F
QGNH01000830.1_2	QGNH01000830.1	QGNH01000830.1	2	759	944	1	E											0	False	F
QGNH01000830.1_3	QGNH01000830.1	QGNH01000830.1	3	941	1315	1	E											0	False	F
QGNH01000830.1_4	QGNH01000830.1	QGNH01000830.1	4	1388	1804	-1	E											0	False	F
QGNH01000830.1_5	QGNH01000830.1	QGNH01000830.1	5	1881	2093	-1	E											0	False	F
QGNH01000830.1_6	QGNH01000830.1	QGNH01000830.1	6	2090	3667	-1	D	YP_337983.1	YP_337983.1 DNA polymerase [Enterobacteria phage PR4]	True	0.479	475.0	2.124e-146	DNA polymerase type B, organellar and viral [PF03175.16]	VOG00710	sp|P48311|DPOL_ADE40 DNA polymerase; XhXr	Xh;Xr	0	False	VF
QGNH01000830.1_7	QGNH01000830.1	QGNH01000830.1	7	3671	4420	-1	E											0	False	F
QGNH01000830.1_8	QGNH01000830.1	QGNH01000830.1	8	4755	5786	1	D							Cytochrome D1 heme domain [PF02239.19]				0	False	F
QGNH01000830.1_9	QGNH01000830.1	QGNH01000830.1	9	5762	6157	1	E											0	False	
QGNH01000830.1_10	QGNH01000830.1	QGNH01000830.1	10	6175	7278	1	E											0	False	
QGNH01000830.1_11	QGNH01000830.1	QGNH01000830.1	11	7297	7548	1	E											0	False	
QGNH01000830.1_12	QGNH01000830.1	QGNH01000830.1	12	7681	8298	1	E	YP_337991.1	YP_337991.1 assembly [Enterobacteria phage PR4]	False	0.391	68.0	6.98e-12		VOG37084	sp|P28732|VP10_BPPRD Protein P10; Xs	Xs	0	False	V
QGNH01000830.1_13	QGNH01000830.1	QGNH01000830.1	13	8465	9112	1	E	YP_337992.1	YP_337992.1 terminase large subunit [Enterobacteria phage PR4]	False	0.533	226.0	7.062999999999999e-66		VOG01157	sp|P27381|PKG9_BPPRD DNA packaging ATPase P9; XhXrXs	Xh;Xs;Xr	0	False	V
QGNH01000830.1_14	QGNH01000830.1	QGNH01000830.1	14	9112	9297	1	E											0	False	
QGNH01000830.1_15	QGNH01000830.1	QGNH01000830.1	15	9279	9419	1	E											0	False	
QGNH01000830.1_16	QGNH01000830.1	QGNH01000830.1	16	9610	10881	1	D	YP_009639968.1	YP_009639968.1 minor head protein [Enterobacteria phage PRD1]	False	0.31	197.0	8.928e-53	P3 major capsid protein [PF09018.14]	VOG06972	sp|P22535|CAPSD_BPPRD Major capsid protein P3; Xs	Xs	0	False	V
QGNH01000830.1_17	QGNH01000830.1	QGNH01000830.1	17	11007	11177	1	E											0	False	
QGNH01000830.1_18	QGNH01000830.1	QGNH01000830.1	18	11218	11319	1	E											0	False	
QGNH01000830.1_19	QGNH01000830.1	QGNH01000830.1	19	11333	11860	1	E											0	False	
QGNH01000830.1_20	QGNH01000830.1	QGNH01000830.1	20	11860	12306	1	E								VOG36854	sp|P27389|VP18_BPPRD Protein P18; XpXrXs	Xs;Xp;Xr	0	False	V
QGNH01000830.1_21	QGNH01000830.1	QGNH01000830.1	21	12315	12830	1	E											0	False	
QGNH01000830.1_22	QGNH01000830.1	QGNH01000830.1	22	12956	13126	1	D							PRD1 phage membrane DNA delivery [PF11087.11]	VOG03248	sp|P27390|VP34_BPPRD Protein P34; Xs	Xs	0	False	VF
QGNH01000830.1_23	QGNH01000830.1	QGNH01000830.1	23	13137	13331	1	D							PRD1 phage membrane DNA delivery [PF11087.11]	VOG03248	sp|P27390|VP34_BPPRD Protein P34; Xs	Xs	0	False	VF
QGNH01000830.1_24	QGNH01000830.1	QGNH01000830.1	24	13342	13557	1	D							PRD1 phage membrane DNA delivery [PF11087.11]	VOG03248	sp|P27390|VP34_BPPRD Protein P34; Xs	Xs	0	False	VF
QGNH01000830.1_25	QGNH01000830.1	QGNH01000830.1	25	13562	13906	1	E											0	False	F
QGNH01000830.1_26	QGNH01000830.1	QGNH01000830.1	26	13906	14118	1	E											0	False	F
QGNH01000830.1_27	QGNH01000830.1	QGNH01000830.1	27	14111	14794	1	E											0	False	F
QGNH01000830.1_28	QGNH01000830.1	QGNH01000830.1	28	14798	15244	1	E											0	False	F
QGNH01000830.1_29	QGNH01000830.1	QGNH01000830.1	29	15241	15504	1	E											0	False	F
QGNH01000830.1_30	QGNH01000830.1	QGNH01000830.1	30	15501	15848	1	E											0	False	F
QGNH01000830.1_31	QGNH01000830.1	QGNH01000830.1	31	15848	16240	1	E											0	False	F
QGNH01000830.1_32	QGNH01000830.1	QGNH01000830.1	32	16237	16539	1	E											0	False	F
QGNH01000830.1_33	QGNH01000830.1	QGNH01000830.1	33	16660	16800	-1	E											0	False	F
QGNH01000830.1_34	QGNH01000830.1	QGNH01000830.1	34	16862	16984	-1	E											0	False	F
QGNH01000830.1_35	QGNH01000830.1	QGNH01000830.1	35	17056	17556	-1	E											0	False	F
QGNH01000830.1_36	QGNH01000830.1	QGNH01000830.1	36	17743	18048	-1	E											0	False	F
