target	query	e-value	score	length	start	end
NZ_ATCL01000020.1_106625_107929_+	COG0001	2e-251	834.3	434	2	431
NZ_ATCL01000021.1_3604_4902_+	COG0001	3.2e-216	717.8	432	5	432
NZ_ATCL01000022.1_329100_330245_+	COG0001	8.2e-67	223.2	381	12	374
NZ_ATCL01000003.1_63050_64252_+	COG0001	1.3e-61	205.9	400	19	345
NZ_ATCL01000017.1_67139_68686_-	COG0001	1.3e-13	47.5	515	6	259
NZ_ATCL01000020.1_71756_73429_+	COG0001	1.2e-12	44.0	557	25	254
NZ_ATCL01000009.1_201964_203670_+	COG0001	8.2e-10	34.9	568	61	230
NZ_ATCL01000021.1_54158_55531_+	COG0001	1.1e-07	27.8	457	7	183
NZ_ATCL01000022.1_326108_327133_+	COG0002	3e-123	408.9	341	1	339
NZ_ATCL01000003.1_44977_45972_+	COG0002	4.3e-29	94.7	331	1	329
NZ_ATCL01000014.1_591682_593442_+	COG0003	2.1e-139	305.3	586	1	294
NZ_ATCL01000014.1_591682_593442_+	COG0003	2.1e-139	109.7	586	318	472
NZ_ATCL01000014.1_591682_593442_+	COG0003	2.1e-139	60.0	586	456	583
NZ_ATCL01000020.1_137579_138436_+	COG0003	1.5e-15	38.0	285	16	67
NZ_ATCL01000015.1_51510_52541_+	COG0003	5e-11	38.7	343	96	137
NZ_ATCL01000012.1_59017_59799_-	COG0003	1.2e-10	36.6	260	5	48
NZ_ATCL01000014.1_389583_390299_+	COG0003	1.7e-10	27.2	238	38	92
NZ_ATCL01000020.1_393847_394686_+	COG0003	1.6e-09	34.0	279	12	53
NZ_ATCL01000012.1_57558_58334_-	COG0003	6.2e-08	28.2	253	5	46
NZ_ATCL01000017.1_75361_76659_+	COG0004	9.9e-136	450.6	432	2	410
NZ_ATCL01000020.1_862789_863598_-	COG0005	1.9e-108	360.0	269	4	268
NZ_ATCL01000020.1_931445_932515_-	COG0006	4.5e-140	465.1	356	3	354
NZ_ATCL01000009.1_221758_222855_-	COG0006	3.8e-127	422.5	365	2	362
NZ_ATCL01000015.1_43634_44392_+	COG0006	1.2e-51	173.3	252	4	248
NZ_ATCL01000021.1_56632_57381_-	COG0006	1.2e-39	133.6	249	6	246
NZ_ATCL01000015.1_8496_9950_+	COG0008	1.2e-175	583.1	484	2	482
NZ_ATCL01000014.1_234378_235376_+	COG0009	1.5e-125	417.2	332	7	330
NZ_ATCL01000014.1_191705_192586_+	COG0010	1.2e-99	331.4	293	8	289
NZ_ATCL01000002.1_33734_34783_-	COG0010	2.2e-72	241.4	349	48	337
NZ_ATCL01000022.1_21934_23034_+	COG0012	2.6e-177	586.8	366	1	365
NZ_ATCL01000020.1_141405_142694_+	COG0012	2.1e-27	83.4	429	159	275
NZ_ATCL01000020.1_827248_828492_-	COG0012	1e-07	27.3	414	195	243
NZ_ATCL01000020.1_188033_190672_+	COG0013	0	1237.2	879	5	877
NZ_ATCL01000003.1_41810_42970_+	COG0013	2.6e-61	204.8	386	5	381
NZ_ATCL01000009.1_251564_253501_+	COG0013	3.1e-12	42.1	645	72	204
NZ_ATCL01000020.1_879307_880740_-	COG0014	1.8e-17	38.6	477	161	438
NZ_ATCL01000020.1_579772_582363_+	COG0014	2.2e-15	48.1	863	128	275
NZ_ATCL01000014.1_44552_46009_-	COG0014	3.1e-10	32.4	485	42	312
NZ_ATCL01000021.1_84953_86338_-	COG0014	2.9e-08	28.1	461	9	273
NZ_ATCL01000003.1_2324_3616_+	COG0015	5.5e-186	616.4	430	1	428
NZ_ATCL01000020.1_558032_559432_+	COG0015	1.3e-27	92.9	466	56	458
NZ_ATCL01000020.1_779973_781355_+	COG0015	3.2e-27	92.4	460	45	407
NZ_ATCL01000009.1_259221_260243_+	COG0016	1.6e-166	552.5	340	1	340
NZ_ATCL01000020.1_481053_482366_+	COG0017	3.8e-182	603.5	437	3	435
NZ_ATCL01000020.1_167533_169305_+	COG0017	1.3e-81	197.2	590	12	287
NZ_ATCL01000020.1_167533_169305_+	COG0017	1.3e-81	72.9	590	472	560
NZ_ATCL01000023.1_12621_14093_+	COG0017	1.2e-59	199.3	490	46	488
NZ_ATCL01000022.1_300938_302620_+	COG0018	8.4e-181	599.9	560	6	560
NZ_ATCL01000003.1_50342_51634_+	COG0019	3.6e-139	461.9	430	9	426
NZ_ATCL01000020.1_402713_403450_+	COG0020	4.5e-126	419.2	245	14	245
NZ_ATCL01000020.1_818008_819999_-	COG0021	0	1072.5	663	8	663
NZ_ATCL01000020.1_923077_924978_-	COG0021	5.6e-48	33.3	633	18	185
NZ_ATCL01000020.1_923077_924978_-	COG0021	5.6e-48	106.9	633	354	630
NZ_ATCL01000020.1_910915_911922_-	COG0021	4.1e-17	58.6	335	109	248
NZ_ATCL01000020.1_909938_910915_-	COG0021	4e-16	55.1	310	117	230
NZ_ATCL01000020.1_251264_252349_+	COG0021	1.2e-12	43.8	361	146	359
NZ_ATCL01000020.1_252353_253330_+	COG0021	2e-12	41.4	325	137	268
