	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_bitScore	viral_eVal	viral_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001791.1_1	QGNH01001791.1	QGNH01001791.1	1	142	1299	-1	E											0	False	F
QGNH01001791.1_2	QGNH01001791.1	QGNH01001791.1	2	1319	1678	-1	E											0	False	F
QGNH01001791.1_3	QGNH01001791.1	QGNH01001791.1	3	1760	3892	-1	E											0	False	F
QGNH01001791.1_4	QGNH01001791.1	QGNH01001791.1	4	3906	5912	-1	D	YP_004251191.1	YP_004251191.1 hypothetical protein ViPhICP2p20 [Vibrio phage ICP2]	False	85.0	1.453e-15	0.184	Terminase RNaseH-like domain [PF17289.5]	VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xh;Xr	0	False	VF
QGNH01001791.1_5	QGNH01001791.1	QGNH01001791.1	5	5949	6848	-1	E											0	False	F
QGNH01001791.1_6	QGNH01001791.1	QGNH01001791.1	6	6858	7730	-1	E											0	False	F
QGNH01001791.1_7	QGNH01001791.1	QGNH01001791.1	7	7739	8176	-1	E											0	False	F
QGNH01001791.1_8	QGNH01001791.1	QGNH01001791.1	8	8185	8484	-1	E											0	False	F
QGNH01001791.1_9	QGNH01001791.1	QGNH01001791.1	9	8441	8752	-1	E											0	False	F
QGNH01001791.1_10	QGNH01001791.1	QGNH01001791.1	10	9018	9176	-1	E											0	False	F
QGNH01001791.1_11	QGNH01001791.1	QGNH01001791.1	11	9198	9542	-1	E											0	False	F
QGNH01001791.1_12	QGNH01001791.1	QGNH01001791.1	12	9552	10652	-1	D							Galactosyltransferase [PF01762.24]; Fringe-like [PF02434.19]				0	False	MKF
QGNH01001791.1_13	QGNH01001791.1	QGNH01001791.1	13	10649	11143	-1	E											0	False	F
