	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_bitScore	viral_eVal	viral_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000019.1_1	QGNH01000019.1	QGNH01000019.1	1	3	167	-1	E													0	False	F
QGNH01000019.1_2	QGNH01000019.1	QGNH01000019.1	2	173	703	-1	E													0	False	F
QGNH01000019.1_3	QGNH01000019.1	QGNH01000019.1	3	876	1247	-1	E													0	False	F
QGNH01000019.1_4	QGNH01000019.1	QGNH01000019.1	4	1250	1549	-1	E													0	False	F
QGNH01000019.1_5	QGNH01000019.1	QGNH01000019.1	5	1587	1784	-1	E													0	False	F
QGNH01000019.1_6	QGNH01000019.1	QGNH01000019.1	6	1846	2166	1	E													0	False	F
QGNH01000019.1_7	QGNH01000019.1	QGNH01000019.1	7	2180	2968	-1	E													0	False	F
QGNH01000019.1_8	QGNH01000019.1	QGNH01000019.1	8	2965	3384	-1	E													0	False	F
QGNH01000019.1_9	QGNH01000019.1	QGNH01000019.1	9	3381	3902	-1	E													0	False	F
QGNH01000019.1_10	QGNH01000019.1	QGNH01000019.1	10	4112	4369	-1	E													0	False	F
QGNH01000019.1_11	QGNH01000019.1	QGNH01000019.1	11	4373	4765	-1	E													0	False	F
QGNH01000019.1_12	QGNH01000019.1	QGNH01000019.1	12	4862	5533	-1	C	K01447	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	YP_009160208.2	YP_009160208.2 endolysin [Propionibacterium phage Lauchelly]	False	111.0	2.136e-26	0.359	N-acetylmuramoyl-L-alanine amidase [PF01510.28]	VOG26063	REFSEQ endolysin; Xu	Xu	0	False	F
QGNH01000019.1_13	QGNH01000019.1	QGNH01000019.1	13	5551	5907	-1	E													0	False	
QGNH01000019.1_14	QGNH01000019.1	QGNH01000019.1	14	5904	6140	-1	E													0	False	
QGNH01000019.1_15	QGNH01000019.1	QGNH01000019.1	15	6137	6712	-1	E													0	False	
QGNH01000019.1_16	QGNH01000019.1	QGNH01000019.1	16	6859	7518	-1	E													0	False	
QGNH01000019.1_17	QGNH01000019.1	QGNH01000019.1	17	7515	8282	-1	E													0	False	
QGNH01000019.1_18	QGNH01000019.1	QGNH01000019.1	18	8279	8671	-1	E													0	False	
QGNH01000019.1_19	QGNH01000019.1	QGNH01000019.1	19	8698	10194	-1	E													0	False	
QGNH01000019.1_20	QGNH01000019.1	QGNH01000019.1	20	10230	13118	-1	E													0	False	
QGNH01000019.1_21	QGNH01000019.1	QGNH01000019.1	21	13111	14229	-1	D									Baseplate J-like protein [PF04865.17]	VOG00521	sp|P51767|BPJ_BPP2 Baseplate protein J; XhXs	Xs;Xh	0	False	V
QGNH01000019.1_22	QGNH01000019.1	QGNH01000019.1	22	14242	15018	-1	E													0	False	
QGNH01000019.1_23	QGNH01000019.1	QGNH01000019.1	23	15214	15504	1	E													0	False	
QGNH01000019.1_24	QGNH01000019.1	QGNH01000019.1	24	15514	15774	1	E													0	False	
QGNH01000019.1_25	QGNH01000019.1	QGNH01000019.1	25	15776	17431	-1	E													0	False	
QGNH01000019.1_26	QGNH01000019.1	QGNH01000019.1	26	17434	19854	-1	E													0	False	F
QGNH01000019.1_27	QGNH01000019.1	QGNH01000019.1	27	19851	20603	-1	E													0	False	F
QGNH01000019.1_28	QGNH01000019.1	QGNH01000019.1	28	20600	22729	-1	E													0	False	F
QGNH01000019.1_29	QGNH01000019.1	QGNH01000019.1	29	22774	24012	-1	E													0	False	F
QGNH01000019.1_30	QGNH01000019.1	QGNH01000019.1	30	24012	24326	-1	E													0	False	F
