	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000835.1_1	QGNH01000835.1	QGNH01000835.1	1	1	246	1	E											0	False	F
QGNH01000835.1_2	QGNH01000835.1	QGNH01000835.1	2	293	532	1	E											0	False	F
QGNH01000835.1_3	QGNH01000835.1	QGNH01000835.1	3	601	1077	1	E											0	False	F
QGNH01000835.1_4	QGNH01000835.1	QGNH01000835.1	4	1074	1445	1	E											0	False	F
QGNH01000835.1_5	QGNH01000835.1	QGNH01000835.1	5	1449	1751	1	E											0	False	F
QGNH01000835.1_6	QGNH01000835.1	QGNH01000835.1	6	1752	2798	1	E											0	False	F
QGNH01000835.1_7	QGNH01000835.1	QGNH01000835.1	7	2891	3841	1	D	NP_858964.1	NP_858964.1 HNH endonuclease [Xanthomonas phage Xp10]	False	0.442	125.0	8.571e-30	HNH endonuclease [PF13392.9]	VOG00011	sp|P03795|Y28_BPT7 Protein 2.8; Xu	Xu	0	False	F
QGNH01000835.1_8	QGNH01000835.1	QGNH01000835.1	8	3838	3966	1	E											0	False	F
QGNH01000835.1_9	QGNH01000835.1	QGNH01000835.1	9	3963	4511	1	E											0	False	F
QGNH01000835.1_10	QGNH01000835.1	QGNH01000835.1	10	4731	11699	1	E											0	False	F
QGNH01000835.1_11	QGNH01000835.1	QGNH01000835.1	11	11692	17382	1	D	YP_009860164.1	YP_009860164.1 tail protein [Leptospira phage LE1]	False	0.556	158.0	4.099e-37	Inorganic Pyrophosphatase [PF18823.4]				0	False	F
