NC_035464.1_orf89	36715e9a58deed3cf18f85122c1a4898	343	MobiDBLite	mobidb-lite	consensus disorder prediction	151	181	-	T	24-06-2023	-	-
NC_035464.1_orf89	36715e9a58deed3cf18f85122c1a4898	343	MobiDBLite	mobidb-lite	consensus disorder prediction	278	333	-	T	24-06-2023	-	-
NC_035464.1_orf89	36715e9a58deed3cf18f85122c1a4898	343	MobiDBLite	mobidb-lite	consensus disorder prediction	278	300	-	T	24-06-2023	-	-
NC_035464.1_orf89	36715e9a58deed3cf18f85122c1a4898	343	MobiDBLite	mobidb-lite	consensus disorder prediction	114	136	-	T	24-06-2023	-	-
NC_035464.1_orf89	36715e9a58deed3cf18f85122c1a4898	343	MobiDBLite	mobidb-lite	consensus disorder prediction	313	327	-	T	24-06-2023	-	-
NC_035464.1_orf109	dee3732a42131ff00eef0407c6fdcbac	390	MobiDBLite	mobidb-lite	consensus disorder prediction	317	370	-	T	24-06-2023	-	-
NC_035464.1_orf109	dee3732a42131ff00eef0407c6fdcbac	390	MobiDBLite	mobidb-lite	consensus disorder prediction	338	370	-	T	24-06-2023	-	-
NC_035464.1_orf109	dee3732a42131ff00eef0407c6fdcbac	390	MobiDBLite	mobidb-lite	consensus disorder prediction	217	256	-	T	24-06-2023	-	-
NC_035464.1_orf96	f25ed673317d8caae7c866ac9702f5fd	189	MobiDBLite	mobidb-lite	consensus disorder prediction	1	47	-	T	24-06-2023	-	-
NC_035464.1_orf96	f25ed673317d8caae7c866ac9702f5fd	189	MobiDBLite	mobidb-lite	consensus disorder prediction	22	45	-	T	24-06-2023	-	-
NC_035464.1_orf43	1b42827f8e5e63b868decef3078af4d6	153	MobiDBLite	mobidb-lite	consensus disorder prediction	1	15	-	T	24-06-2023	-	-
NC_035464.1_orf43	1b42827f8e5e63b868decef3078af4d6	153	MobiDBLite	mobidb-lite	consensus disorder prediction	1	37	-	T	24-06-2023	-	-
NC_035464.1_orf43	1b42827f8e5e63b868decef3078af4d6	153	Coils	Coil	Coil	40	67	-	T	24-06-2023	-	-
