	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
AF065411_AF065411.1_1	AF065411	AF065411.1	1	199	732	1	E											0
AF065411_AF065411.1_2	AF065411	AF065411.1	2	744	923	1	E											0
AF065411_AF065411.1_3	AF065411	AF065411.1	3	924	1184	1	E											0
AF065411_AF065411.1_4	AF065411	AF065411.1	4	1302	1430	1	E											0
AF065411_AF065411.1_5	AF065411	AF065411.1	5	1385	1627	1	E											0
AF065411_AF065411.1_6	AF065411	AF065411.1	6	1630	1863	1	E											0
AF065411_AF065411.1_7	AF065411	AF065411.1	7	1866	2150	1	E											0
AF065411_AF065411.1_8	AF065411	AF065411.1	8	2147	2611	1	E											0
AF065411_AF065411.1_9	AF065411	AF065411.1	9	2925	3308	1	D										ASCH domain [PF04266.17]	0
AF065411_AF065411.1_10	AF065411	AF065411.1	10	3379	3732	1	E											0
AF065411_AF065411.1_11	AF065411	AF065411.1	11	3736	3948	1	D										TFIIB zinc-binding [PF08271.15]	0
AF065411_AF065411.1_12	AF065411	AF065411.1	12	4175	4399	1	E											0
AF065411_AF065411.1_13	AF065411	AF065411.1	13	4440	4961	1	E											0
AF065411_AF065411.1_14	AF065411	AF065411.1	14	4918	6312	1	C	K06909	phage terminase large subunit								Terminase RNaseH-like domain [PF17289.5]; Phage terminase large subunit [PF04466.16]	0
AF065411_AF065411.1_15	AF065411	AF065411.1	15	6305	7933	1	D										Phage portal protein [PF04860.15]	0
AF065411_AF065411.1_16	AF065411	AF065411.1	16	8086	8736	1	D										Phage Mu protein F like protein [PF04233.17]	0
AF065411_AF065411.1_17	AF065411	AF065411.1	17	8754	8954	1	E											0
AF065411_AF065411.1_18	AF065411	AF065411.1	18	8905	9960	1	D										Putative phage serine protease XkdF [PF14550.9]	0
AF065411_AF065411.1_19	AF065411	AF065411.1	19	9972	10919	1	E											0
AF065411_AF065411.1_20	AF065411	AF065411.1	20	10983	11315	1	E											0
AF065411_AF065411.1_21	AF065411	AF065411.1	21	11326	11664	1	E											0
AF065411_AF065411.1_22	AF065411	AF065411.1	22	11661	12062	1	E											0
AF065411_AF065411.1_23	AF065411	AF065411.1	23	12059	12466	1	E											0
AF065411_AF065411.1_24	AF065411	AF065411.1	24	12472	13197	1	E											0
AF065411_AF065411.1_25	AF065411	AF065411.1	25	13209	13778	1	E											0
AF065411_AF065411.1_26	AF065411	AF065411.1	26	13775	13948	1	E											0
AF065411_AF065411.1_27	AF065411	AF065411.1	27	13928	14614	-1	E											0
AF065411_AF065411.1_28	AF065411	AF065411.1	28	14685	18245	1	E											0
AF065411_AF065411.1_29	AF065411	AF065411.1	29	18242	18676	1	E											0
AF065411_AF065411.1_30	AF065411	AF065411.1	30	18681	19487	1	E											0
AF065411_AF065411.1_31	AF065411	AF065411.1	31	19484	20182	1	E											0
AF065411_AF065411.1_32	AF065411	AF065411.1	32	20183	21247	1	E											0
AF065411_AF065411.1_33	AF065411	AF065411.1	33	21290	21907	1	E											0
AF065411_AF065411.1_34	AF065411	AF065411.1	34	21904	22524	1	E											0
AF065411_AF065411.1_35	AF065411	AF065411.1	35	22562	23479	1	D			MER0019309	C71	MER0019309 - pseudomurein endoisopeptidase Pei () [C71.001]#C71#{peptidase unit: 157-305}~source AAC27067~	False	327.0	4.656e-99	1.0	Pseudomurein endo-isopeptidase Pei [PF12386.11]	0
AF065411_AF065411.1_36	AF065411	AF065411.1	36	23693	24901	1	D										Phage integrase family [PF00589.25]	0
AF065411_AF065411.1_37	AF065411	AF065411.1	37	25210	25389	-1	E											0
AF065411_AF065411.1_38	AF065411	AF065411.1	38	25521	25973	1	E											0
AF065411_AF065411.1_39	AF065411	AF065411.1	39	25970	26110	1	E											0
