	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
MZ334495.1_1	MZ334495	MZ334495.1	1	3	293	1	E																				0	False	F
MZ334495.1_2	MZ334495	MZ334495.1	2	367	918	-1	D			YP_008058567.1	YP_008058567.1 hypothetical protein M192_gp001 [Halorubrum tailed phage 8]	True	0.944	363.0	3.726e-114								Halobacterial output domain 1 [PF18545.4]	VOG23910	REFSEQ HalOD1 domain-containing protein; Xu	Xu	0	False	F
MZ334495.1_3	MZ334495	MZ334495.1	3	1278	2054	1	E			YP_008058568.1	YP_008058568.1 terminase small subunit [Halorubrum tailed phage 8]	True	0.962	524.0	1.701e-168									VOG05559	REFSEQ terminase small subunit; Xu	Xu	0	False	F
MZ334495.1_4	MZ334495	MZ334495.1	4	2047	2310	1	E			YP_010357600.1	YP_010357600.1 hypothetical protein M1M33_gp003 [Haloarcula virus HJTV-2]	False	0.945	175.0	7.032999999999999e-51									VOG04981	REFSEQ hypothetical protein; Xu	Xu	0	False	F
MZ334495.1_5	MZ334495	MZ334495.1	5	2421	2528	1	E			YP_008058570.1	YP_008058570.1 hypothetical protein M192_gp004 [Halorubrum tailed phage 8]	False	0.937	71.0	7.938e-16									VOG23911	REFSEQ hypothetical protein; Xu	Xu	0	False	F
MZ334495.1_6	MZ334495	MZ334495.1	6	2531	2725	1	E			YP_008058571.1	YP_008058571.1 hypothetical protein M192_gp005 [Halorubrum tailed phage 8]	False	1.0	139.0	5.224e-39									VOG23913	REFSEQ hypothetical protein; Xu	Xu	0	False	F
MZ334495.1_7	MZ334495	MZ334495.1	7	2762	2968	1	E			YP_008058572.1	YP_008058572.1 hypothetical protein M192_gp006 [Halorubrum tailed phage 8]	False	1.0	151.0	9.026e-43									VOG23914	REFSEQ hypothetical protein; Xu	Xu	0	False	F
MZ334495.1_8	MZ334495	MZ334495.1	8	3061	4758	1	E			YP_008058573.1	YP_008058573.1 terminase large subunit [Halorubrum tailed phage 8]	True	0.945	1122.0	0.0									VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
MZ334495.1_9	MZ334495	MZ334495.1	9	4773	6212	1	E			YP_008058574.1	YP_008058574.1 portal protein [Halorubrum tailed phage 8]	True	0.956	964.0	9.907e-317									VOG00562	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29; Xu	Xu	0	False	F
MZ334495.1_10	MZ334495	MZ334495.1	10	6212	6502	1	E			YP_008058575.1	YP_008058575.1 hypothetical protein M192_gp122 [Halorubrum tailed phage 8]	False	0.895	181.0	6.943999999999999e-53									VOG23915	REFSEQ hypothetical protein; Xu	Xu	0	False	
