locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
MZ334499.1_2_289_+												Hypothetical
MZ334499.1_371_922_-					phrog_19274	VOG23910	VOG:VOG23910	183	2.5e-112	365.5		REFSEQ HalOD1 domain-containing protein
MZ334499.1_1331_2107_+					phrog_9231	VOG05559	PHROG:phrog_9231	258	6.5e-115	375.5		terminase small subunit
MZ334499.1_2094_2363_+												Hypothetical
MZ334499.1_2584_2778_+					phrog_19453	VOG23913	VOG:VOG23913	64	3.3e-50	160.7		REFSEQ hypothetical protein
MZ334499.1_2816_3022_+					phrog_19186	VOG23914	VOG:VOG23914	68	5e-50	160.1		REFSEQ hypothetical protein
MZ334499.1_3114_4805_+		K21523	COG4373		phrog_9	VOG07294	COG:COG4373	563	3.4e-43	139.5		; 
MZ334499.1_4820_6259_+					phrog_9232	VOG00562	PHROG:phrog_9232	479	5.2e-218	717.3		portal protein
MZ334499.1_6540_7304_+					phrog_15680	VOG14382	PHROG:phrog_15680	254	1.8e-156	511.8		head maturation protease
MZ334499.1_7311_7736_+												Hypothetical
MZ334499.1_7759_8274_+												Hypothetical
MZ334499.1_8315_9271_+					phrog_3990	VOG01973	PHROG:phrog_3990	318	9.7e-93	303.4		major head protein
MZ334499.1_9317_9760_+												Hypothetical
MZ334499.1_9760_10098_+												Hypothetical
MZ334499.1_10101_13217_+												Hypothetical
MZ334499.1_13219_13440_+												Hypothetical
MZ334499.1_13477_13986_+					phrog_12281	VOG04913	PHROG:phrog_12281	169	7.7e-86	278.6		tail tube protein
MZ334499.1_13995_15287_+			COG4386		phrog_10244	VOG01001	PHROG:phrog_10244	430	3e-203	668.2		tail sheath
MZ334499.1_15316_15861_+					phrog_12452	VOG14384	PHROG:phrog_12452	181	1.2e-92	300.8		tail tube protein
MZ334499.1_15915_16385_+					phrog_14268	VOG04953	PHROG:phrog_14268	156	3.5e-85	276.2		tail assembly chaperone
MZ334499.1_16483_16695_+					phrog_12163	VOG04953	PHROG:phrog_12163	70	2.7e-35	113.9		tail assembly chaperone
MZ334499.1_16698_18515_+			COG5283		phrog_14901	VOG14385	PHROG:phrog_14901	605	0	1103.7		tail length tape measure protein
MZ334499.1_18516_19079_+					phrog_14280	VOG14386	VOG:VOG14386	187	2.1e-94	307.2		REFSEQ hypothetical protein
MZ334499.1_19076_20509_+					phrog_12403	VOG14388	VOG:VOG14388	477	4.8e-226	743.4		REFSEQ hypothetical protein
MZ334499.1_20512_20949_+												Hypothetical
MZ334499.1_20946_21311_+												Hypothetical
MZ334499.1_21375_21701_+												Hypothetical
MZ334499.1_21698_22933_+			COG3299		phrog_6	VOG00735	VOG:VOG00735	411	8.1e-110	360.6		REFSEQ baseplate wedge subunit
MZ334499.1_22938_23591_+					phrog_1160	VOG00207	PHROG:phrog_1160	217	2.1e-56	183.7		baseplate protein
MZ334499.1_23592_25001_+												Hypothetical
MZ334499.1_25016_26182_+					phrog_13336	VOG14392	VOG:VOG14392	388	3.5e-170	558.8		REFSEQ hypothetical protein
MZ334499.1_26184_26576_+					phrog_18438	VOG14394	VOG:VOG14394	130	4.5e-57	183.9		REFSEQ hypothetical protein
MZ334499.1_26598_27089_+												Hypothetical
MZ334499.1_27105_27941_-					phrog_7084	VOG14391	VOG:VOG14391	278	2e-149	488.7		REFSEQ hypothetical protein
MZ334499.1_28375_30795_+	K00525	K00525	COG0209		phrog_84	VOG00122	FOAM:K00525	806	1.5e-210	693.5	1.17.4.1	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain
MZ334499.1_30862_33789_-		K07317	COG0286		phrog_16674	VOG35565	VOG:VOG35565	975	0	2336.4		REFSEQ type IIG restriction modification enzyme
MZ334499.1_33874_34062_-												Hypothetical
MZ334499.1_34517_35713_+		K04763	COG4974		phrog_1	VOG00056	COG:COG4974	398	1.3e-31	100.1		XerD; 
MZ334499.1_35714_36181_-												Hypothetical
MZ334499.1_36452_37816_-		K14415	COG1690		phrog_1075	VOG00184, VOG00184	PHROG:phrog_1075	454	1.5e-125	412.2		tRNA splicing ligase
MZ334499.1_38064_38276_-					phrog_23532	VOG23920	VOG:VOG23920	50	1.4e-31	101.6		REFSEQ hypothetical protein
MZ334499.1_38273_38530_-												Hypothetical
MZ334499.1_38663_38923_-					phrog_25465	VOG23921	VOG:VOG23921	55	1.6e-31	101.1		REFSEQ hypothetical protein
MZ334499.1_38920_39348_-												Hypothetical
MZ334499.1_39335_39892_-	K01494	K01494	COG0717		phrog_1663	VOG00082	COG:COG0717	152	7.8e-54	176.0		Dcd; Thymidylate biosynthesis
MZ334499.1_39889_40515_-	K03465	K03465	COG1351		phrog_85	VOG03899	VOG:VOG03899	208	3.7e-62	203.9		sp|Q05259|THYX_BPML5 Probable flavin-dependent thymidylate synthase
MZ334499.1_40590_40757_-												Hypothetical
MZ334499.1_40847_43411_-	K02319	K02319	COG0417		phrog_262	VOG00345	PHROG:phrog_262	854	4.3e-177	583.2		DNA polymerase
MZ334499.1_43529_44002_-												Hypothetical
MZ334499.1_44184_45098_-												Hypothetical
MZ334499.1_45112_45285_-												Hypothetical
MZ334499.1_45394_45594_-												Hypothetical
MZ334499.1_45595_45774_-					phrog_26025	VOG24269	VOG:VOG24269	59	9.5e-44	139.6		REFSEQ hypothetical protein
MZ334499.1_45902_46918_-		K07465	COG2887		phrog_69	VOG04544, VOG04544	VOG:VOG04544	338	5.1e-100	245.8		REFSEQ exonuclease
MZ334499.1_47218_47382_-					phrog_19510	VOG23927	VOG:VOG23927	54	6.5e-39	124.7		REFSEQ hypothetical protein
MZ334499.1_47644_48027_-												Hypothetical
