	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000004.1_1	QGNH01000004.1	QGNH01000004.1	1	25	324	1	E													0	False	F
QGNH01000004.1_2	QGNH01000004.1	QGNH01000004.1	2	349	1314	1	E													0	False	F
QGNH01000004.1_3	QGNH01000004.1	QGNH01000004.1	3	1352	2032	1	E										VOG02467	REFSEQ RusA-like Holliday junction resolvase; Xu	Xu	0	False	F
QGNH01000004.1_4	QGNH01000004.1	QGNH01000004.1	4	2014	2274	1	E													0	False	F
QGNH01000004.1_5	QGNH01000004.1	QGNH01000004.1	5	2284	2703	1	E			YP_009146234.1	YP_009146234.1 hypothetical protein SUFP_060 [Sulfitobacter phage NYA-2014a]	False	0.429	118.0	4.559e-30					0	False	F
QGNH01000004.1_6	QGNH01000004.1	QGNH01000004.1	6	3568	3678	-1	E													0	False	F
QGNH01000004.1_7	QGNH01000004.1	QGNH01000004.1	7	3703	4326	1	C	K07451	5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]	YP_010110665.1	YP_010110665.1 HNH endonuclease [uncultured phage cr1_1]	False	0.302	75.0	2.981e-14	HNH endonuclease [PF01844.26]	VOG00093	sp|P69175|NING_BPVT2 Protein ninG; Xu	Xu	1	False	F
QGNH01000004.1_8	QGNH01000004.1	QGNH01000004.1	8	4302	4967	1	D			YP_009801941.1	YP_009801941.1 ParB-like partition protein [Microbacterium phage Hendrix]	False	0.36	111.0	3.7290000000000005e-26	ParB/Sulfiredoxin domain [PF02195.21]	VOG02645	sp|P77174|YBDM_ECOLI Uncharacterized protein YbdM; Xu	Xu	0	False	F
QGNH01000004.1_9	QGNH01000004.1	QGNH01000004.1	9	5324	5884	1	E													0	False	
QGNH01000004.1_10	QGNH01000004.1	QGNH01000004.1	10	6004	6159	-1	E													0	False	
QGNH01000004.1_11	QGNH01000004.1	QGNH01000004.1	11	7324	8409	1	D			YP_009797045.1	YP_009797045.1 terminase large subunit [Faecalibacterium phage FP_Brigit]	False	0.302	150.0	1.172e-37	Terminase RNaseH-like domain [PF17289.5]	VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xh;Xr	0	False	V
QGNH01000004.1_12	QGNH01000004.1	QGNH01000004.1	12	8379	8708	1	E													0	False	
QGNH01000004.1_13	QGNH01000004.1	QGNH01000004.1	13	8717	8974	1	E													0	False	
QGNH01000004.1_14	QGNH01000004.1	QGNH01000004.1	14	8971	9255	1	C	K04078	chaperonin GroES	YP_009904144.1	YP_009904144.1 GroES-like protein [Burkholderia phage BcepSaruman]	False	0.391	65.0	1.668e-12	Chaperonin 10 Kd subunit [PF00166.24]				0	False	
QGNH01000004.1_15	QGNH01000004.1	QGNH01000004.1	15	9283	9558	-1	E													0	False	
QGNH01000004.1_16	QGNH01000004.1	QGNH01000004.1	16	9539	9706	-1	E													0	False	
QGNH01000004.1_17	QGNH01000004.1	QGNH01000004.1	17	9703	9924	-1	E													0	False	
QGNH01000004.1_18	QGNH01000004.1	QGNH01000004.1	18	10033	11964	1	D			YP_009797325.1	YP_009797325.1 portal protein [Faecalibacterium phage FP_Mushu]	False	0.269	92.0	1.189e-17	Protein of unknown function (DUF935) [PF06074.15]	VOG00562	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29; Xu	Xu	0	False	
QGNH01000004.1_19	QGNH01000004.1	QGNH01000004.1	19	11967	13205	1	E													1	False	F
QGNH01000004.1_20	QGNH01000004.1	QGNH01000004.1	20	13209	13736	1	D			YP_009276154.1	YP_009276154.1 endonuclease VII [Gordonia phage Bachita]	False	0.459	98.0	1.2449999999999998e-22	Recombination endonuclease VII [PF02945.18]; Stc1 domain [PF12898.10]	VOG00650	sp|O64250|VG59_BPMD2 Gene 59 protein; Xu	Xu	0	False	F
QGNH01000004.1_21	QGNH01000004.1	QGNH01000004.1	21	13723	14421	1	D									Mu-like prophage I protein [PF10123.12]				0	False	F
QGNH01000004.1_22	QGNH01000004.1	QGNH01000004.1	22	14492	16150	1	E													0	False	F
QGNH01000004.1_23	QGNH01000004.1	QGNH01000004.1	23	16228	16791	1	E													0	False	F
QGNH01000004.1_24	QGNH01000004.1	QGNH01000004.1	24	16831	17376	1	E													0	False	F
QGNH01000004.1_25	QGNH01000004.1	QGNH01000004.1	25	17476	17853	1	E													0	False	F
