	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_bitScore	viral_eVal	viral_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001505.1_1	QGNH01001505.1	QGNH01001505.1	1	3	3344	-1	E											0	False	F
QGNH01001505.1_2	QGNH01001505.1	QGNH01001505.1	2	3341	4225	-1	E											0	False	F
QGNH01001505.1_3	QGNH01001505.1	QGNH01001505.1	3	4238	4735	-1	E											0	False	F
QGNH01001505.1_4	QGNH01001505.1	QGNH01001505.1	4	4829	5569	-1	E											0	False	F
QGNH01001505.1_5	QGNH01001505.1	QGNH01001505.1	5	5570	6541	-1	E											0	False	
QGNH01001505.1_6	QGNH01001505.1	QGNH01001505.1	6	6571	7533	-1	E											0	False	
QGNH01001505.1_7	QGNH01001505.1	QGNH01001505.1	7	7633	7836	-1	E											0	False	
QGNH01001505.1_8	QGNH01001505.1	QGNH01001505.1	8	7836	8444	-1	E											0	False	
QGNH01001505.1_9	QGNH01001505.1	QGNH01001505.1	9	8448	9287	-1	E											0	False	
QGNH01001505.1_10	QGNH01001505.1	QGNH01001505.1	10	9290	9613	-1	E											0	False	
QGNH01001505.1_11	QGNH01001505.1	QGNH01001505.1	11	9623	11518	-1	E											0	False	
QGNH01001505.1_12	QGNH01001505.1	QGNH01001505.1	12	11877	12068	-1	E											0	False	
QGNH01001505.1_13	QGNH01001505.1	QGNH01001505.1	13	12068	14020	-1	E	YP_009168386.1	YP_009168386.1 putative terminase large subunit [Citrobacter phage CVT22]	False	71.0	3.051e-11	0.169		VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xr;Xh	0	False	V
QGNH01001505.1_14	QGNH01001505.1	QGNH01001505.1	14	14130	14294	-1	E											0	False	
QGNH01001505.1_15	QGNH01001505.1	QGNH01001505.1	15	14294	14638	-1	E											0	False	
QGNH01001505.1_16	QGNH01001505.1	QGNH01001505.1	16	14640	14984	-1	E											0	False	
QGNH01001505.1_17	QGNH01001505.1	QGNH01001505.1	17	14981	15229	-1	E											0	False	
QGNH01001505.1_18	QGNH01001505.1	QGNH01001505.1	18	15226	15393	-1	E											0	False	
QGNH01001505.1_19	QGNH01001505.1	QGNH01001505.1	19	15390	15728	-1	E											0	False	
QGNH01001505.1_20	QGNH01001505.1	QGNH01001505.1	20	15725	16231	-1	E											0	False	F
QGNH01001505.1_21	QGNH01001505.1	QGNH01001505.1	21	16224	16469	-1	E											0	False	F
QGNH01001505.1_22	QGNH01001505.1	QGNH01001505.1	22	16462	16716	-1	E											0	False	F
QGNH01001505.1_23	QGNH01001505.1	QGNH01001505.1	23	16709	16891	-1	E											0	False	F
QGNH01001505.1_24	QGNH01001505.1	QGNH01001505.1	24	16891	17163	-1	E											0	False	F
QGNH01001505.1_25	QGNH01001505.1	QGNH01001505.1	25	17686	17865	1	E											0	False	F
QGNH01001505.1_26	QGNH01001505.1	QGNH01001505.1	26	17862	18044	-1	E											0	False	F
QGNH01001505.1_27	QGNH01001505.1	QGNH01001505.1	27	19675	19833	1	E											0	False	F
QGNH01001505.1_28	QGNH01001505.1	QGNH01001505.1	28	19830	20021	1	E											0	False	F
QGNH01001505.1_29	QGNH01001505.1	QGNH01001505.1	29	20021	20461	1	E											0	False	F
QGNH01001505.1_30	QGNH01001505.1	QGNH01001505.1	30	20579	20860	1	E											0	False	F
