	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000724.1_1	QGNH01000724.1	QGNH01000724.1	1	2	1234	-1	E											0	False	F
QGNH01000724.1_2	QGNH01000724.1	QGNH01000724.1	2	1436	1930	-1	E											0	False	F
QGNH01000724.1_3	QGNH01000724.1	QGNH01000724.1	3	2115	2582	-1	E											0	False	F
QGNH01000724.1_4	QGNH01000724.1	QGNH01000724.1	4	2588	4072	-1	E	YP_009792678.1	YP_009792678.1 tail sheath [Bordetella phage vB_BbrM_PHB04]	False	0.193	93.0	3.533e-18		VOG01001	sp|P85225|VPN1_BPPHE Putative tail sheath protein; Xs	Xs	0	False	VF
QGNH01000724.1_5	QGNH01000724.1	QGNH01000724.1	5	4062	4253	-1	E											0	False	F
QGNH01000724.1_6	QGNH01000724.1	QGNH01000724.1	6	4263	5108	-1	E											0	False	F
QGNH01000724.1_7	QGNH01000724.1	QGNH01000724.1	7	5111	5878	-1	E											0	False	
QGNH01000724.1_8	QGNH01000724.1	QGNH01000724.1	8	5882	6397	-1	E											0	False	
QGNH01000724.1_9	QGNH01000724.1	QGNH01000724.1	9	6394	7338	-1	E											0	False	
QGNH01000724.1_10	QGNH01000724.1	QGNH01000724.1	10	7442	8167	-1	E											0	False	
QGNH01000724.1_11	QGNH01000724.1	QGNH01000724.1	11	8192	8695	-1	E											0	False	
QGNH01000724.1_12	QGNH01000724.1	QGNH01000724.1	12	8724	9239	-1	E											0	False	
QGNH01000724.1_13	QGNH01000724.1	QGNH01000724.1	13	9654	10664	-1	D							Family of unknown function (DUF5309) [PF17236.5]				0	False	
QGNH01000724.1_14	QGNH01000724.1	QGNH01000724.1	14	11071	12513	-1	E											0	False	
QGNH01000724.1_15	QGNH01000724.1	QGNH01000724.1	15	12510	14147	-1	E											0	False	
QGNH01000724.1_16	QGNH01000724.1	QGNH01000724.1	16	14159	14392	-1	E											0	False	
QGNH01000724.1_17	QGNH01000724.1	QGNH01000724.1	17	14614	14880	-1	D							Zinc ribbon domain [PF09723.13]				0	False	
QGNH01000724.1_18	QGNH01000724.1	QGNH01000724.1	18	15147	16889	-1	D							Phage minor capsid protein 2 [PF06152.14]				0	False	
QGNH01000724.1_19	QGNH01000724.1	QGNH01000724.1	19	16889	18709	-1	D	YP_004782210.1	YP_004782210.1 portal protein [Thermus phage TMA]	False	0.327	139.0	1.4900000000000002e-32	Family of unknown function (DUF6551) [PF20188.1]	VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xp;Xh;Xs;Xr	0	False	V
QGNH01000724.1_20	QGNH01000724.1	QGNH01000724.1	20	19335	19637	-1	E											0	False	
QGNH01000724.1_21	QGNH01000724.1	QGNH01000724.1	21	19634	19825	-1	E											0	False	
QGNH01000724.1_22	QGNH01000724.1	QGNH01000724.1	22	19822	20223	-1	E											0	False	
QGNH01000724.1_23	QGNH01000724.1	QGNH01000724.1	23	20507	22564	-1	E	YP_009199082.1	YP_009199082.1 putative terminase large subunit [Brevibacillus phage Jenst]	False	0.288	246.0	1.994e-66		VOG01311	REFSEQ terminase; Xu	Xu	0	False	F
QGNH01000724.1_24	QGNH01000724.1	QGNH01000724.1	24	22561	23025	-1	E											0	False	F
QGNH01000724.1_25	QGNH01000724.1	QGNH01000724.1	25	23044	23217	-1	E											0	False	F
QGNH01000724.1_26	QGNH01000724.1	QGNH01000724.1	26	23254	23550	1	E											0	False	F
QGNH01000724.1_27	QGNH01000724.1	QGNH01000724.1	27	23747	24130	-1	E											0	False	F
QGNH01000724.1_28	QGNH01000724.1	QGNH01000724.1	28	24520	24867	-1	E											0	False	F
QGNH01000724.1_29	QGNH01000724.1	QGNH01000724.1	29	24864	25919	-1	E											0	False	F
