Target Name	ID	EC value	E-Value (sequence)	Score (domain)
NZ_ATCL01000020.1_104	COG0001		1.6e-251	834.3
NZ_ATCL01000021.1_5	COG0001		6.9e-217	717.8
NZ_ATCL01000022.1_335	COG0002		6.5e-124	408.9
NZ_ATCL01000014.1_607	COG0003		1.7e-139	305.3
NZ_ATCL01000014.1_607	COG0003		1.7e-139	109.7
NZ_ATCL01000017.1_73	COG0004		7.7e-136	450.6
NZ_ATCL01000020.1_888	COG0005		4.1e-109	359.9
NZ_ATCL01000020.1_964	COG0006		9.9e-141	465.1
NZ_ATCL01000009.1_220	COG0006		2.9e-127	422.4
NZ_ATCL01000015.1_9	COG0008		9.5e-176	583.1
NZ_ATCL01000014.1_263	COG0009		1.2e-125	417.2
NZ_ATCL01000014.1_218	COG0010		9.6e-100	331.4
NZ_ATCL01000002.1_29	COG0010		6.1e-72	239.7
NZ_ATCL01000022.1_22	COG0012		5.6e-178	586.8
NZ_ATCL01000020.1_182	COG0013		0	1237.2
NZ_ATCL01000003.1_4	COG0015		4.3e-186	616.4
NZ_ATCL01000009.1_257	COG0016		1.3e-166	552.5
NZ_ATCL01000020.1_485	COG0017		6.2e-182	602.4
NZ_ATCL01000022.1_307	COG0018		1.8e-181	599.9
NZ_ATCL01000003.1_45	COG0019		2.8e-139	461.9
NZ_ATCL01000020.1_408	COG0020		3.5e-126	419.1
NZ_ATCL01000020.1_839	COG0021		0	1073.8
NZ_ATCL01000020.1_943	COG0022		3.4e-174	576.5
NZ_ATCL01000020.1_249	COG0022		3e-170	565.3
NZ_ATCL01000015.1_53	COG0024		5.7e-134	443.3
NZ_ATCL01000021.1_58	COG0024		1.4e-95	315.1
NZ_ATCL01000003.1_3	COG0026		5.7e-153	506.5
NZ_ATCL01000020.1_144	COG0029		1.2e-137	457.2
NZ_ATCL01000010.1_15	COG0030		7.5e-108	357.7
NZ_ATCL01000023.1_6	COG0031		2.3e-154	509.9
NZ_ATCL01000009.1_290	COG0031		1.9e-125	416.3
NZ_ATCL01000003.1_9	COG0034		7.8e-217	718.0
NZ_ATCL01000014.1_276	COG0035		2.2e-105	348.2
NZ_ATCL01000020.1_335	COG0036		6.5e-128	425.1
NZ_ATCL01000023.1_1	COG0037		5.7e-81	268.2
NZ_ATCL01000009.1_234	COG0039		1.4e-140	465.7
NZ_ATCL01000009.1_344	COG0039		1.4e-137	455.8
NZ_ATCL01000009.1_107	COG0039		8.8e-123	406.9
NZ_ATCL01000020.1_516	COG0040		6.6e-76	253.3
NZ_ATCL01000003.1_2	COG0041		5.7e-98	325.9
NZ_ATCL01000023.1_13	COG0042		5.7e-129	425.5
NZ_ATCL01000014.1_646	COG0042		1.8e-87	290.6
NZ_ATCL01000020.1_315	COG0044		1.9e-165	548.1
NZ_ATCL01000020.1_364	COG0045		6.7e-194	641.8
NZ_ATCL01000003.1_8	COG0046		0	1122.2
NZ_ATCL01000003.1_7	COG0047		7.3e-104	345.7
NZ_ATCL01000015.1_25	COG0048		1.2e-73	244.1
NZ_ATCL01000015.1_26	COG0049		7e-79	260.7
NZ_ATCL01000015.1_28	COG0050		1.2e-262	870.5
NZ_ATCL01000015.1_30	COG0051		3.1e-57	189.4
NZ_ATCL01000020.1_404	COG0052		2.8e-138	457.7
NZ_ATCL01000020.1_616	COG0053		6.6e-93	308.7
NZ_ATCL01000014.1_628	COG0054		3.6e-77	255.2
NZ_ATCL01000014.1_290	COG0055		7.9e-258	853.5
NZ_ATCL01000014.1_288	COG0056		5.3e-273	904.5
NZ_ATCL01000009.1_241	COG0057		3.5e-182	604.2
NZ_ATCL01000009.1_52	COG0057		1.7e-173	575.6
NZ_ATCL01000017.1_98	COG0058		6.2e-244	808.8
NZ_ATCL01000020.1_309	COG0060		0	1236.6
NZ_ATCL01000020.1_214	COG0061		6.8e-78	259.9
NZ_ATCL01000009.1_211	COG0061		1.1e-62	209.8
NZ_ATCL01000009.1_325	COG0063		2.2e-137	455.6
NZ_ATCL01000014.1_638	COG0064		4.9e-256	849.8
NZ_ATCL01000014.1_407	COG0069		1.1e-124	414.3
NZ_ATCL01000020.1_581	COG0070		0	2118.6
NZ_ATCL01000014.1_152	COG0071		8.3e-36	120.8
NZ_ATCL01000009.1_258	COG0072		0	1025.2
NZ_ATCL01000009.1_191	COG0072		1.9e-42	142.0
NZ_ATCL01000020.1_365	COG0074		1e-159	529.7
NZ_ATCL01000014.1_141	COG0075		2.1e-55	185.2
NZ_ATCL01000014.1_123	COG0078		1.5e-157	522.9
NZ_ATCL01000022.1_341	COG0078		1.4e-151	501.4
NZ_ATCL01000020.1_518	COG0079		1.6e-98	327.5
NZ_ATCL01000020.1_528	COG0079		3.3e-88	293.5
NZ_ATCL01000015.1_18	COG0080		1.7e-75	249.3
NZ_ATCL01000015.1_19	COG0081		4.4e-117	387.3
NZ_ATCL01000020.1_461	COG0082		6.8e-151	500.0
NZ_ATCL01000010.1_18	COG0084		1.5e-115	382.4
NZ_ATCL01000015.1_23	COG0085		0	1825.7
NZ_ATCL01000015.1_24	COG0086		0	2210.7
NZ_ATCL01000015.1_31	COG0087		3.8e-98	325.4
NZ_ATCL01000015.1_32	COG0088		1.3e-102	339.4
NZ_ATCL01000015.1_33	COG0089		5.6e-45	149.8
NZ_ATCL01000015.1_34	COG0090		6e-136	449.1
NZ_ATCL01000015.1_36	COG0091		4.1e-61	203.5
NZ_ATCL01000015.1_37	COG0092		2.8e-109	361.7
NZ_ATCL01000015.1_41	COG0093		6e-60	197.6
NZ_ATCL01000015.1_43	COG0094		1.6e-98	326.0
NZ_ATCL01000017.1_67	COG0095		2.6e-129	429.8
NZ_ATCL01000014.1_197	COG0095		3.4e-86	287.3
NZ_ATCL01000014.1_201	COG0095		7.9e-52	173.7
NZ_ATCL01000015.1_45	COG0096		4.9e-59	194.9
NZ_ATCL01000015.1_46	COG0097		2.7e-84	278.5
NZ_ATCL01000015.1_48	COG0098		7.4e-90	298.0
NZ_ATCL01000015.1_56	COG0099		1.5e-57	190.5
NZ_ATCL01000015.1_57	COG0100		8.3e-67	220.5
NZ_ATCL01000015.1_63	COG0101		7.8e-111	367.5
NZ_ATCL01000015.1_64	COG0102		5.5e-79	261.4
NZ_ATCL01000015.1_65	COG0103		1.8e-72	240.4
NZ_ATCL01000022.1_29	COG0104		4.6e-203	670.1
NZ_ATCL01000020.1_459	COG0105		2.4e-71	237.6
NZ_ATCL01000020.1_521	COG0106		1.2e-84	280.5
NZ_ATCL01000020.1_522	COG0107		5.5e-131	434.7
NZ_ATCL01000020.1_271	COG0109		9.3e-110	364.8
NZ_ATCL01000020.1_526	COG0110		4.1e-65	216.8
NZ_ATCL01000014.1_384	COG0110		2.9e-54	181.1
NZ_ATCL01000014.1_433	COG0110		3.8e-42	141.3
NZ_ATCL01000009.1_39	COG0110		2.6e-34	115.7
NZ_ATCL01000009.1_275	COG0111		1.7e-100	334.0
NZ_ATCL01000014.1_486	COG0111		2.5e-91	303.7
NZ_ATCL01000014.1_268	COG0112		6.4e-252	834.5
NZ_ATCL01000020.1_103	COG0113		2.1e-157	520.6
NZ_ATCL01000020.1_568	COG0114		4.5e-226	747.9
NZ_ATCL01000003.1_43	COG0115		8.2e-103	341.5
NZ_ATCL01000023.1_9	COG0115		3.2e-76	252.0
NZ_ATCL01000020.1_765	COG0116		8.9e-153	506.9
NZ_ATCL01000020.1_520	COG0118		1.6e-89	297.8
NZ_ATCL01000022.1_62	COG0122		3.3e-88	291.8
NZ_ATCL01000009.1_200	COG0123		3.6e-106	352.3
NZ_ATCL01000020.1_160	COG0124		8.2e-169	559.0
NZ_ATCL01000010.1_28	COG0125		1.8e-98	327.8
NZ_ATCL01000009.1_53	COG0126		2.1e-191	633.6
NZ_ATCL01000020.1_92	COG0127		3.7e-93	309.6
NZ_ATCL01000020.1_463	COG0128		1.1e-151	503.4
NZ_ATCL01000020.1_420	COG0130		6.3e-115	381.7
NZ_ATCL01000020.1_519	COG0131		2.3e-99	330.0
NZ_ATCL01000014.1_150	COG0133		3.8e-226	748.7
NZ_ATCL01000014.1_148	COG0134		1.5e-105	351.3
NZ_ATCL01000014.1_149	COG0135		2.9e-62	207.2
NZ_ATCL01000003.1_39	COG0136		1.5e-141	468.9
NZ_ATCL01000020.1_804	COG0137		3.1e-189	624.6
NZ_ATCL01000003.1_12	COG0138		1.5e-258	856.5
NZ_ATCL01000020.1_523	COG0139		3.6e-59	197.7
