locus_tag	ftype	length_bp	gene	EC_number	COG	product
CPFFOGPP_00001	CDS	294				hypothetical protein
CPFFOGPP_00002	CDS	888				hypothetical protein
CPFFOGPP_00003	CDS	291				hypothetical protein
CPFFOGPP_00004	CDS	123				hypothetical protein
CPFFOGPP_00005	CDS	330				hypothetical protein
CPFFOGPP_00006	CDS	210				hypothetical protein
CPFFOGPP_00007	CDS	1773				hypothetical protein
CPFFOGPP_00008	CDS	1518				hypothetical protein
CPFFOGPP_00009	CDS	285				hypothetical protein
CPFFOGPP_00010	CDS	1161				hypothetical protein
CPFFOGPP_00011	CDS	474				hypothetical protein
CPFFOGPP_00012	CDS	537				hypothetical protein
CPFFOGPP_00013	CDS	975				hypothetical protein
CPFFOGPP_00014	CDS	477				hypothetical protein
CPFFOGPP_00015	CDS	390				hypothetical protein
CPFFOGPP_00016	CDS	1473				hypothetical protein
CPFFOGPP_00017	CDS	231				hypothetical protein
CPFFOGPP_00018	CDS	216				hypothetical protein
CPFFOGPP_00019	CDS	513				hypothetical protein
CPFFOGPP_00020	CDS	1314				hypothetical protein
CPFFOGPP_00021	CDS	489				hypothetical protein
CPFFOGPP_00022	CDS	534				hypothetical protein
CPFFOGPP_00023	CDS	270				hypothetical protein
CPFFOGPP_00024	CDS	1965				hypothetical protein
CPFFOGPP_00025	CDS	528				hypothetical protein
CPFFOGPP_00026	CDS	1521				hypothetical protein
CPFFOGPP_00027	CDS	411				hypothetical protein
CPFFOGPP_00028	CDS	366				hypothetical protein
CPFFOGPP_00029	CDS	330				hypothetical protein
CPFFOGPP_00030	CDS	1290				hypothetical protein
CPFFOGPP_00031	CDS	693				hypothetical protein
CPFFOGPP_00032	CDS	1416				hypothetical protein
CPFFOGPP_00033	CDS	990				hypothetical protein
CPFFOGPP_00034	CDS	345				hypothetical protein
CPFFOGPP_00035	CDS	507				hypothetical protein
CPFFOGPP_00036	CDS	135				hypothetical protein
CPFFOGPP_00037	CDS	138				hypothetical protein
CPFFOGPP_00038	CDS	885				hypothetical protein
CPFFOGPP_00039	CDS	732				hypothetical protein
CPFFOGPP_00040	CDS	117				hypothetical protein
CPFFOGPP_00041	CDS	192				hypothetical protein
CPFFOGPP_00042	CDS	2652				hypothetical protein
CPFFOGPP_00043	CDS	399				hypothetical protein
CPFFOGPP_00044	CDS	390				hypothetical protein
CPFFOGPP_00045	CDS	186				hypothetical protein
CPFFOGPP_00046	CDS	756				hypothetical protein
CPFFOGPP_00047	CDS	159				hypothetical protein
CPFFOGPP_00048	CDS	108				hypothetical protein
CPFFOGPP_00049	CDS	450				hypothetical protein
CPFFOGPP_00050	CDS	123				hypothetical protein
CPFFOGPP_00051	CDS	666				hypothetical protein
CPFFOGPP_00052	CDS	1062				hypothetical protein
CPFFOGPP_00053	CDS	240				hypothetical protein
CPFFOGPP_00054	CDS	165				hypothetical protein
CPFFOGPP_00055	CDS	219				hypothetical protein
CPFFOGPP_00056	CDS	147				hypothetical protein
CPFFOGPP_00057	CDS	414				hypothetical protein
CPFFOGPP_00058	CDS	291				hypothetical protein
CPFFOGPP_00059	CDS	381				hypothetical protein
CPFFOGPP_00060	CDS	327				hypothetical protein
CPFFOGPP_00061	CDS	1263				hypothetical protein
CPFFOGPP_00062	CDS	1263				hypothetical protein
CPFFOGPP_00063	CDS	192				hypothetical protein
CPFFOGPP_00064	CDS	1482				hypothetical protein
CPFFOGPP_00065	CDS	300				hypothetical protein
CPFFOGPP_00066	CDS	423				hypothetical protein
CPFFOGPP_00067	CDS	1098				hypothetical protein
CPFFOGPP_00068	CDS	507				hypothetical protein
CPFFOGPP_00069	tRNA	73				tRNA-Gln(ttg)
CPFFOGPP_00070	CDS	603				hypothetical protein
CPFFOGPP_00071	CDS	489				hypothetical protein
CPFFOGPP_00072	CDS	486				hypothetical protein
CPFFOGPP_00073	CDS	486				hypothetical protein
CPFFOGPP_00074	CDS	1164				hypothetical protein
CPFFOGPP_00075	CDS	273				hypothetical protein
CPFFOGPP_00076	CDS	423				hypothetical protein
CPFFOGPP_00077	CDS	222				hypothetical protein
CPFFOGPP_00078	CDS	432				hypothetical protein
CPFFOGPP_00079	CDS	225				hypothetical protein
CPFFOGPP_00080	CDS	261				hypothetical protein
CPFFOGPP_00081	CDS	165				hypothetical protein
CPFFOGPP_00082	CDS	243				hypothetical protein
CPFFOGPP_00083	CDS	1365				hypothetical protein
CPFFOGPP_00084	CDS	645				hypothetical protein
CPFFOGPP_00085	CDS	180				hypothetical protein
CPFFOGPP_00086	CDS	459				hypothetical protein
CPFFOGPP_00087	CDS	297				hypothetical protein
CPFFOGPP_00088	CDS	909				hypothetical protein
CPFFOGPP_00089	CDS	690				hypothetical protein
CPFFOGPP_00090	CDS	2799				hypothetical protein
CPFFOGPP_00091	CDS	228				hypothetical protein
CPFFOGPP_00092	CDS	174				hypothetical protein
CPFFOGPP_00093	CDS	795				hypothetical protein
CPFFOGPP_00094	CDS	237				hypothetical protein
CPFFOGPP_00095	CDS	291				hypothetical protein
CPFFOGPP_00096	CDS	183				hypothetical protein
CPFFOGPP_00097	CDS	324				hypothetical protein
CPFFOGPP_00098	CDS	279				hypothetical protein
CPFFOGPP_00099	CDS	429				hypothetical protein
CPFFOGPP_00100	CDS	1050				hypothetical protein
CPFFOGPP_00101	CDS	582				hypothetical protein
CPFFOGPP_00102	CDS	762				hypothetical protein
CPFFOGPP_00103	CDS	543				hypothetical protein
