	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000870.1_1	QGNH01000870.1	QGNH01000870.1	1	2	1102	-1	E																		0	False	F
QGNH01000870.1_2	QGNH01000870.1	QGNH01000870.1	2	1126	2622	-1	E	YP_008061118.1	YP_008061118.1 prohead protease [Rhodococcus phage E3]	False	0.307	90.0	2.621e-17									VOG12310	REFSEQ head maturation protease; Xu	Xu	0	False	F
QGNH01000870.1_3	QGNH01000870.1	QGNH01000870.1	3	2622	2840	-1	E																		0	False	F
QGNH01000870.1_4	QGNH01000870.1	QGNH01000870.1	4	2867	3643	-1	E																		0	False	F
QGNH01000870.1_5	QGNH01000870.1	QGNH01000870.1	5	3640	4095	-1	D	YP_655958.1	YP_655958.1 endonuclease VII [Mycobacterium phage Wildcat]	False	0.419	101.0	5.668e-24								Recombination endonuclease VII [PF02945.18]				0	False	F
QGNH01000870.1_6	QGNH01000870.1	QGNH01000870.1	6	4131	4580	-1	E																		0	False	F
QGNH01000870.1_7	QGNH01000870.1	QGNH01000870.1	7	4627	8541	-1	E																		0	False	F
QGNH01000870.1_8	QGNH01000870.1	QGNH01000870.1	8	8567	10429	-1	E	YP_009015325.1	YP_009015325.1 portal protein [Bacillus phage G]	False	0.247	162.0	1.637e-39												0	False	
QGNH01000870.1_9	QGNH01000870.1	QGNH01000870.1	9	10416	10943	-1	E																		0	False	
QGNH01000870.1_10	QGNH01000870.1	QGNH01000870.1	10	10951	11520	-1	E																		0	False	F
QGNH01000870.1_11	QGNH01000870.1	QGNH01000870.1	11	11523	12074	-1	E																		0	False	F
QGNH01000870.1_12	QGNH01000870.1	QGNH01000870.1	12	12074	12607	-1	E																		0	False	F
QGNH01000870.1_13	QGNH01000870.1	QGNH01000870.1	13	12607	12861	-1	E																		0	False	F
QGNH01000870.1_14	QGNH01000870.1	QGNH01000870.1	14	12895	16143	-1	D	YP_009147069.1	YP_009147069.1 DNA helicase [Enterococcus phage ECP3]	False	0.204	116.0	1.407e-24	MER0178386	N10	MER0178386 - family N10 unassigned peptide lyases (Thermomonospora curvata) [N10.UPW]#N10#{peptidase unit: 548-978}~source ACY97162~	False	171.0	5.237e-41	0.268	Intein splicing domain [PF14890.9]; LAGLIDADG-like domain [PF14528.9]	VOG01311	REFSEQ terminase; Xu	Xu	0	False	F
