	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001041.1_1	QGNH01001041.1	QGNH01001041.1	1	2	127	-1	E																		0	False	F
QGNH01001041.1_2	QGNH01001041.1	QGNH01001041.1	2	352	4962	1	E	YP_009777892.1	YP_009777892.1 hypothetical protein HOQ55_gp13 [uncultured phage_MedDCM-OCT-S31-C1]	False	0.317	156.0	1.172e-36												0	False	F
QGNH01001041.1_3	QGNH01001041.1	QGNH01001041.1	3	4964	5164	-1	E																		0	False	F
QGNH01001041.1_4	QGNH01001041.1	QGNH01001041.1	4	5199	6464	1	E																		0	False	F
QGNH01001041.1_5	QGNH01001041.1	QGNH01001041.1	5	6455	7246	1	E																		0	False	F
QGNH01001041.1_6	QGNH01001041.1	QGNH01001041.1	6	7315	7911	1	E																		0	False	F
QGNH01001041.1_7	QGNH01001041.1	QGNH01001041.1	7	7918	9813	1	D	YP_008320314.1	YP_008320314.1 terminase large subunit [Puniceispirillum phage HMO-2011]	False	0.248	137.0	1.34e-31	MER0461021	C46	MER0461021 - family C46 unassigned peptidases (Brevibacillus laterosporus) [C46.UPW]#C46#{peptidase unit: 1664-1828}~source ZP_08642447~	False	67.0	6.54e-10	0.312	Pretoxin HINT domain [PF07591.14]; Hint domain [PF13403.9]	VOG00705	REFSEQ terminase large subunit; Xu	Xu	0	False	PF
QGNH01001041.1_8	QGNH01001041.1	QGNH01001041.1	8	9810	10517	1	E																		0	False	F
QGNH01001041.1_9	QGNH01001041.1	QGNH01001041.1	9	10592	10813	1	E																		0	False	F
QGNH01001041.1_10	QGNH01001041.1	QGNH01001041.1	10	10791	10988	1	E																		0	False	F
