	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000579.1_1	QGNH01000579.1	QGNH01000579.1	1	3	641	1	E																	0	False	F
QGNH01000579.1_2	QGNH01000579.1	QGNH01000579.1	2	960	1136	1	E																	0	False	F
QGNH01000579.1_3	QGNH01000579.1	QGNH01000579.1	3	1133	2797	-1	E																	1	False	F
QGNH01000579.1_4	QGNH01000579.1	QGNH01000579.1	4	2790	2978	-1	E																	0	False	F
QGNH01000579.1_5	QGNH01000579.1	QGNH01000579.1	5	2971	3666	-1	E																	0	False	F
QGNH01000579.1_6	QGNH01000579.1	QGNH01000579.1	6	3653	4297	-1	D			YP_010669822.1	YP_010669822.1 glycosyltransferase [Synechococcus phage S-SCSM1]	False	0.292	85.0	2.25e-17	Protein of unknown function (DUF616) [PF04765.16]					VOG01354	REFSEQ glycosyltransferase; Xu	Xu	0	False	F
QGNH01000579.1_7	QGNH01000579.1	QGNH01000579.1	7	4294	4551	-1	E																	0	False	F
QGNH01000579.1_8	QGNH01000579.1	QGNH01000579.1	8	4548	4877	-1	E																	0	False	F
QGNH01000579.1_9	QGNH01000579.1	QGNH01000579.1	9	4926	5570	-1	D			YP_007877929.1	YP_007877929.1 DNA methyltransferase [Synechococcus phage Syn30]	False	0.291	66.0	3.908e-11	Methyltransferase domain [PF13578.9]					VOG09710	sp|Q5UPK3|YR132_MIMIV Uncharacterized protein R132; Xu	Xu	0	False	F
QGNH01000579.1_10	QGNH01000579.1	QGNH01000579.1	10	5557	6072	-1	E																	0	False	
QGNH01000579.1_11	QGNH01000579.1	QGNH01000579.1	11	6021	6881	-1	E																	0	False	
QGNH01000579.1_12	QGNH01000579.1	QGNH01000579.1	12	6854	7828	-1	D									Glycosyl transferase family 2 [PF00535.29]								0	False	
QGNH01000579.1_13	QGNH01000579.1	QGNH01000579.1	13	7809	8591	-1	D			YP_003969874.1	YP_003969874.1 UDP-glucose dehydrogenase [Cafeteria roenbergensis virus BV-PW1]	False	0.232	78.0	8.647e-15	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain [PF03721.17]; UDP-glucose/GDP-mannose dehydrogenase family, central domain [PF00984.22]					VOG09082	sp|Q7DBF9|UDG_ECO57 UDP-glucose 6-dehydrogenase; Xh	Xh	0	False	MK
QGNH01000579.1_14	QGNH01000579.1	QGNH01000579.1	14	8597	8857	-1	E																	0	False	
QGNH01000579.1_15	QGNH01000579.1	QGNH01000579.1	15	8841	9026	-1	E																	0	False	
QGNH01000579.1_16	QGNH01000579.1	QGNH01000579.1	16	9077	10129	-1	E																	0	False	
QGNH01000579.1_17	QGNH01000579.1	QGNH01000579.1	17	10226	11338	-1	D			YP_007010926.1	YP_007010926.1 major head protein [Deep-sea thermophilic phage D6E]	False	0.197	70.0	2.212e-11	P22 coat protein - gene protein 5 [PF11651.11]					VOG00529	sp|P19727|CAPSB_BPT7 Minor capsid protein; XrXs	Xs;Xr	0	False	V
QGNH01000579.1_18	QGNH01000579.1	QGNH01000579.1	18	11465	12319	-1	E																	0	False	
QGNH01000579.1_19	QGNH01000579.1	QGNH01000579.1	19	12355	12741	-1	E																	0	False	
QGNH01000579.1_20	QGNH01000579.1	QGNH01000579.1	20	12743	12964	-1	E																	0	False	
QGNH01000579.1_21	QGNH01000579.1	QGNH01000579.1	21	13009	13416	-1	D									Hexapeptide repeat of succinyl-transferase [PF14602.9]					VOG20801	REFSEQ acetyltransferase; Xu	Xu	0	False	
QGNH01000579.1_22	QGNH01000579.1	QGNH01000579.1	22	13418	13855	-1	E																	0	False	
QGNH01000579.1_23	QGNH01000579.1	QGNH01000579.1	23	13857	14291	-1	E																	0	False	
QGNH01000579.1_24	QGNH01000579.1	QGNH01000579.1	24	14251	14673	-1	E																	0	False	
QGNH01000579.1_25	QGNH01000579.1	QGNH01000579.1	25	14670	14978	-1	E																	0	False	
QGNH01000579.1_26	QGNH01000579.1	QGNH01000579.1	26	14975	17020	-1	E																	0	False	
QGNH01000579.1_27	QGNH01000579.1	QGNH01000579.1	27	17007	17474	-1	D			YP_009223806.1	YP_009223806.1 HNH endonuclease [Geobacillus virus E3]	False	0.379	95.0	1.008e-21	HNH endonuclease [PF13392.9]								0	False	
QGNH01000579.1_28	QGNH01000579.1	QGNH01000579.1	28	17512	18885	-1	C	K06909	phage terminase large subunit	YP_009222591.1	YP_009222591.1 terminase large subunit [Rhodoferax phage P26218]	False	0.369	249.0	5.148e-70						VOG30053	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000579.1_29	QGNH01000579.1	QGNH01000579.1	29	18889	19347	-1	D			YP_007005016.1	YP_007005016.1 terminase small subunit [Clostridium phage phiCP13O]	False	0.387	79.0	1.853e-16	DNA-packaging protein gp3 [PF16677.8]								0	False	
QGNH01000579.1_30	QGNH01000579.1	QGNH01000579.1	30	19583	19963	-1	E																	0	False	
QGNH01000579.1_31	QGNH01000579.1	QGNH01000579.1	31	19960	20541	-1	D			YP_009854734.1	YP_009854734.1 DNA methyltransferase [Flavobacterium phage vB_FspS_hemulen6-1]	False	0.473	179.0	2.741e-50	C-5 cytosine-specific DNA methylase [PF00145.20]					VOG34802	REFSEQ DNA methyltransferase; Xu	Xu	0	False	
QGNH01000579.1_32	QGNH01000579.1	QGNH01000579.1	32	20538	20834	-1	E																	0	False	
QGNH01000579.1_33	QGNH01000579.1	QGNH01000579.1	33	20844	21209	-1	E																	0	False	
QGNH01000579.1_34	QGNH01000579.1	QGNH01000579.1	34	21211	21393	-1	E																	0	False	
QGNH01000579.1_35	QGNH01000579.1	QGNH01000579.1	35	21395	21631	-1	E																	0	False	
QGNH01000579.1_36	QGNH01000579.1	QGNH01000579.1	36	21628	21786	-1	E																	0	False	
QGNH01000579.1_37	QGNH01000579.1	QGNH01000579.1	37	21783	22259	-1	E																	0	False	
QGNH01000579.1_38	QGNH01000579.1	QGNH01000579.1	38	22246	22611	-1	C	K01160	crossover junction endodeoxyribonuclease RusA [EC:3.1.21.10]							Endodeoxyribonuclease RusA [PF05866.14]								0	False	
QGNH01000579.1_39	QGNH01000579.1	QGNH01000579.1	39	22608	23051	-1	D			YP_009223806.1	YP_009223806.1 HNH endonuclease [Geobacillus virus E3]	False	0.434	109.0	8.929e-27	HNH endonuclease [PF13392.9]					VOG01968	REFSEQ HNH endonuclease; Xu	Xu	0	False	
QGNH01000579.1_40	QGNH01000579.1	QGNH01000579.1	40	23048	23356	-1	E																	0	False	
QGNH01000579.1_41	QGNH01000579.1	QGNH01000579.1	41	23353	23598	-1	E																	0	False	
QGNH01000579.1_42	QGNH01000579.1	QGNH01000579.1	42	23595	23987	-1	D			YP_002117716.1	YP_002117716.1 YopX family protein [Lactobacillus phage Lrm1]	False	0.377	84.0	1.881e-18	YopX protein [PF09643.13]					VOG04684	sp|O34401|YOPX_BACSU SPbeta prophage-derived uncharacterized protein YopX; Xu	Xu	0	False	
QGNH01000579.1_43	QGNH01000579.1	QGNH01000579.1	43	24318	25142	-1	E																	0	False	
QGNH01000579.1_44	QGNH01000579.1	QGNH01000579.1	44	25144	25242	-1	E																	0	False	
QGNH01000579.1_45	QGNH01000579.1	QGNH01000579.1	45	25357	25506	-1	E																	0	False	
QGNH01000579.1_46	QGNH01000579.1	QGNH01000579.1	46	25851	25988	-1	E																	0	False	
QGNH01000579.1_47	QGNH01000579.1	QGNH01000579.1	47	26582	26911	-1	E																	0	False	
QGNH01000579.1_48	QGNH01000579.1	QGNH01000579.1	48	26908	27105	-1	E																	0	False	
QGNH01000579.1_49	QGNH01000579.1	QGNH01000579.1	49	27119	27295	-1	E																	0	False	
QGNH01000579.1_50	QGNH01000579.1	QGNH01000579.1	50	27292	27474	-1	E																	0	False	
QGNH01000579.1_51	QGNH01000579.1	QGNH01000579.1	51	27453	28334	-1	C	K07273	lysozyme	YP_010677635.1	YP_010677635.1 endolysin [Arthrobacter phage Phives]	False	0.321	119.0	4.662e-28	Glycosyl hydrolases family 25 [PF01183.23]	GH25	GH25 lysozyme (EC 3.2.1.17)	3.2.1.17	GH25.hmm				0	False	
QGNH01000579.1_52	QGNH01000579.1	QGNH01000579.1	52	28373	28975	-1	E																	0	False	
QGNH01000579.1_53	QGNH01000579.1	QGNH01000579.1	53	29024	35641	-1	E																	0	False	
QGNH01000579.1_54	QGNH01000579.1	QGNH01000579.1	54	35653	36870	-1	E																	0	False	
QGNH01000579.1_55	QGNH01000579.1	QGNH01000579.1	55	36873	37637	-1	E																	0	False	
QGNH01000579.1_56	QGNH01000579.1	QGNH01000579.1	56	37721	38734	-1	E																	0	False	F
QGNH01000579.1_57	QGNH01000579.1	QGNH01000579.1	57	38737	39144	-1	E																	0	False	F
QGNH01000579.1_58	QGNH01000579.1	QGNH01000579.1	58	39141	39494	-1	E																	0	False	F
QGNH01000579.1_59	QGNH01000579.1	QGNH01000579.1	59	39503	40084	-1	E																	0	False	F
QGNH01000579.1_60	QGNH01000579.1	QGNH01000579.1	60	40041	41678	-1	E																	0	False	F
QGNH01000579.1_61	QGNH01000579.1	QGNH01000579.1	61	41718	43343	-1	E																	0	False	F
