	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001430.1_1	QGNH01001430.1	QGNH01001430.1	1	2	1636	-1	E																		0	False	F
QGNH01001430.1_2	QGNH01001430.1	QGNH01001430.1	2	1645	4677	-1	E																		0	False	F
QGNH01001430.1_3	QGNH01001430.1	QGNH01001430.1	3	4681	5172	-1	D							MER0725078	C40	MER0725078 - family C40 non-peptidase homologues (Accumulibacter sp. BA-93) [C40.UNW]#C40#{peptidase unit: 6-122}~source A0A011PDC4~	False	78.0	1.74e-15	0.407					0	False	PF
QGNH01001430.1_4	QGNH01001430.1	QGNH01001430.1	4	5169	6134	-1	D	YP_009126440.1	YP_009126440.1 tail assembly protein [Paracoccus phage vB_PmaS-R3]	False	0.289	76.0	1.805e-13								Phage conserved hypothetical protein BR0599 [PF09356.13]; Uncharacterized conserved protein (DUF2163) [PF09931.12]	VOG04054	REFSEQ tail assembly protein; Xu	Xu	0	False	
QGNH01001430.1_5	QGNH01001430.1	QGNH01001430.1	5	6145	6846	-1	D														Conserved hypothetical protein 2217 (DUF2460) [PF09343.13]				0	False	
QGNH01001430.1_6	QGNH01001430.1	QGNH01001430.1	6	6856	9405	-1	E																		0	False	
QGNH01001430.1_7	QGNH01001430.1	QGNH01001430.1	7	9615	9890	-1	E																		0	False	
QGNH01001430.1_8	QGNH01001430.1	QGNH01001430.1	8	10003	10752	-1	E																		0	False	
QGNH01001430.1_9	QGNH01001430.1	QGNH01001430.1	9	10768	11292	-1	E																		0	False	
QGNH01001430.1_10	QGNH01001430.1	QGNH01001430.1	10	11289	11795	-1	E																		0	False	
QGNH01001430.1_11	QGNH01001430.1	QGNH01001430.1	11	11792	12364	-1	E																		0	False	
QGNH01001430.1_12	QGNH01001430.1	QGNH01001430.1	12	12480	13970	-1	E															VOG10791	REFSEQ major capsid protein; Xu	Xu	0	False	
QGNH01001430.1_13	QGNH01001430.1	QGNH01001430.1	13	14087	15466	-1	D	YP_010651180.1	YP_010651180.1 capsid maturation protease [Streptomyces phage Tomas]	False	0.26	74.0	1.276e-12								Putative phage serine protease XkdF [PF14550.9]	VOG03893	sp|P45920|YQBD_BACSU Uncharacterized protein YqbD; Xu	Xu	0	False	
QGNH01001430.1_14	QGNH01001430.1	QGNH01001430.1	14	15463	15663	-1	E																		0	False	
QGNH01001430.1_15	QGNH01001430.1	QGNH01001430.1	15	15656	16363	-1	D														Phage Mu protein F like protein [PF04233.17]				0	False	
QGNH01001430.1_16	QGNH01001430.1	QGNH01001430.1	16	16465	17898	-1	E	YP_006546302.1	YP_006546302.1 portal protein [Thermoanaerobacterium phage THSA-485A]	False	0.261	147.0	8.611000000000001e-36									VOG00441	sp|P32271|Y06L_BPT4 Uncharacterized 17.7 kDa protein in e-segB intergenic region; Xu	Xu	0	False	
QGNH01001430.1_17	QGNH01001430.1	QGNH01001430.1	17	17901	18059	-1	E																		0	False	
QGNH01001430.1_18	QGNH01001430.1	QGNH01001430.1	18	18104	18415	-1	E																		0	False	
QGNH01001430.1_19	QGNH01001430.1	QGNH01001430.1	19	18418	20151	-1	D	YP_007007737.1	YP_007007737.1 terminase large subunit [Aeromonas phage vB_AsaM-56]	False	0.405	319.0	2.008e-92								Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]	VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xr;Xh	0	False	V
QGNH01001430.1_20	QGNH01001430.1	QGNH01001430.1	20	20164	20400	-1	E																		0	False	
QGNH01001430.1_21	QGNH01001430.1	QGNH01001430.1	21	20452	21291	-1	E																		0	False	
QGNH01001430.1_22	QGNH01001430.1	QGNH01001430.1	22	21294	21677	-1	D														Family of unknown function (DUF5681) [PF18932.3]				0	False	
QGNH01001430.1_23	QGNH01001430.1	QGNH01001430.1	23	21680	22240	-1	E																		0	False	F
QGNH01001430.1_24	QGNH01001430.1	QGNH01001430.1	24	22587	22862	-1	E																		0	False	F
QGNH01001430.1_25	QGNH01001430.1	QGNH01001430.1	25	22870	23367	-1	D	YP_010078406.1	YP_010078406.1 hypothetical protein KMC47_gp11 [Ralstonia phage Gerry]	False	0.34	88.0	4.084e-19								AP2 domain [PF00847.23]				0	False	F
QGNH01001430.1_26	QGNH01001430.1	QGNH01001430.1	26	23807	24319	-1	E																		0	False	F
QGNH01001430.1_27	QGNH01001430.1	QGNH01001430.1	27	24333	25064	-1	E																		0	False	F
QGNH01001430.1_28	QGNH01001430.1	QGNH01001430.1	28	25111	25419	-1	E																		0	False	F
QGNH01001430.1_29	QGNH01001430.1	QGNH01001430.1	29	25448	25843	-1	D	YP_009218050.1	YP_009218050.1 DNA methyltransferase (endogenous virus) [Clostridium phage phiCT19406C]	False	0.519	139.0	2.399e-37								DNA N-6-adenine-methyltransferase (Dam) [PF05869.14]				0	False	F
QGNH01001430.1_30	QGNH01001430.1	QGNH01001430.1	30	25840	26205	-1	E																		0	False	F
