NC_023729_orf22	31d1c244ae29a28eae74669c22a8978d	518	Gene3D	G3DSA:3.40.50.300	-	18	231	1.7E-21	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
NC_023729_orf109	0c395af0720fecef4e1ff45f459eaece	1104	MobiDBLite	mobidb-lite	consensus disorder prediction	1053	1073	-	T	24-06-2023	-	-
NC_023729_orf109	0c395af0720fecef4e1ff45f459eaece	1104	MobiDBLite	mobidb-lite	consensus disorder prediction	1040	1073	-	T	24-06-2023	-	-
NC_023729_orf109	0c395af0720fecef4e1ff45f459eaece	1104	MobiDBLite	mobidb-lite	consensus disorder prediction	540	560	-	T	24-06-2023	-	-
NC_023729_orf109	0c395af0720fecef4e1ff45f459eaece	1104	MobiDBLite	mobidb-lite	consensus disorder prediction	849	871	-	T	24-06-2023	-	-
NC_023729_orf109	0c395af0720fecef4e1ff45f459eaece	1104	Coils	Coil	Coil	591	646	-	T	24-06-2023	-	-
NC_023729_orf182	5dcd8747025043beb359cfd1fe294a42	521	MobiDBLite	mobidb-lite	consensus disorder prediction	445	472	-	T	24-06-2023	-	-
NC_023729_orf182	5dcd8747025043beb359cfd1fe294a42	521	MobiDBLite	mobidb-lite	consensus disorder prediction	445	493	-	T	24-06-2023	-	-
NC_023729_orf182	5dcd8747025043beb359cfd1fe294a42	521	MobiDBLite	mobidb-lite	consensus disorder prediction	75	100	-	T	24-06-2023	-	-
NC_023729_orf182	5dcd8747025043beb359cfd1fe294a42	521	MobiDBLite	mobidb-lite	consensus disorder prediction	21	36	-	T	24-06-2023	-	-
NC_023729_orf182	5dcd8747025043beb359cfd1fe294a42	521	MobiDBLite	mobidb-lite	consensus disorder prediction	1	141	-	T	24-06-2023	-	-
NC_023729_orf355	3bbece5af4a759d7b8e06514cd2b506e	887	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	36	225	3.37E-18	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
NC_023729_orf355	3bbece5af4a759d7b8e06514cd2b506e	887	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	499	869	1.52E-30	T	24-06-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
NC_023729_orf355	3bbece5af4a759d7b8e06514cd2b506e	887	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	157	472	1.66E-22	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
NC_023729_orf355	3bbece5af4a759d7b8e06514cd2b506e	887	Pfam	PF01555	DNA methylase	517	862	9.6E-10	T	24-06-2023	IPR002941	DNA methylase N-4/N-6
NC_023729_orf355	3bbece5af4a759d7b8e06514cd2b506e	887	Pfam	PF00271	Helicase conserved C-terminal domain	317	428	7.3E-7	T	24-06-2023	IPR001650	Helicase, C-terminal
NC_023729_orf355	3bbece5af4a759d7b8e06514cd2b506e	887	PANTHER	PTHR45766	DNA ANNEALING HELICASE AND ENDONUCLEASE ZRANB3 FAMILY MEMBER	312	440	2.7E-16	T	24-06-2023	-	-
NC_023729_orf355	3bbece5af4a759d7b8e06514cd2b506e	887	Gene3D	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	500	879	3.4E-35	T	24-06-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
NC_023729_orf355	3bbece5af4a759d7b8e06514cd2b506e	887	Gene3D	G3DSA:3.40.50.300	-	298	457	8.2E-18	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
NC_023729_orf355	3bbece5af4a759d7b8e06514cd2b506e	887	PRINTS	PR00508	S21 class N4 adenine-specific DNA methyltransferase signature	826	844	7.5E-7	T	24-06-2023	IPR001091	Restriction/modification DNA-methyltransferase
NC_023729_orf355	3bbece5af4a759d7b8e06514cd2b506e	887	PRINTS	PR00508	S21 class N4 adenine-specific DNA methyltransferase signature	516	530	7.5E-7	T	24-06-2023	IPR001091	Restriction/modification DNA-methyltransferase
