	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
KC292021_KC292021.1_1	KC292021	KC292021.1	1	66	359	1	E				0
KC292021_KC292021.1_2	KC292021	KC292021.1	2	898	1785	1	E				0
KC292021_KC292021.1_3	KC292021	KC292021.1	3	1775	2065	1	E				0
KC292021_KC292021.1_4	KC292021	KC292021.1	4	2072	2194	1	E				0
KC292021_KC292021.1_5	KC292021	KC292021.1	5	2187	2516	1	E				0
KC292021_KC292021.1_6	KC292021	KC292021.1	6	2769	2978	1	E				0
KC292021_KC292021.1_7	KC292021	KC292021.1	7	2991	4763	1	D			Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]	0
KC292021_KC292021.1_8	KC292021	KC292021.1	8	4770	6287	1	E				0
KC292021_KC292021.1_9	KC292021	KC292021.1	9	6290	6574	1	E				0
KC292021_KC292021.1_10	KC292021	KC292021.1	10	6571	7731	1	E				0
KC292021_KC292021.1_11	KC292021	KC292021.1	11	7740	8213	1	E				0
KC292021_KC292021.1_12	KC292021	KC292021.1	12	8217	8753	1	E				0
KC292021_KC292021.1_13	KC292021	KC292021.1	13	8800	9774	1	E				0
KC292021_KC292021.1_14	KC292021	KC292021.1	14	9788	10264	1	E				0
KC292021_KC292021.1_15	KC292021	KC292021.1	15	10251	10640	1	E				0
KC292021_KC292021.1_16	KC292021	KC292021.1	16	10647	12119	1	E				0
KC292021_KC292021.1_17	KC292021	KC292021.1	17	12109	12339	1	E				0
KC292021_KC292021.1_18	KC292021	KC292021.1	18	12340	12555	1	E				0
KC292021_KC292021.1_19	KC292021	KC292021.1	19	12559	13071	1	E				0
KC292021_KC292021.1_20	KC292021	KC292021.1	20	13079	14392	1	E				0
KC292021_KC292021.1_21	KC292021	KC292021.1	21	14421	14909	1	E				0
KC292021_KC292021.1_22	KC292021	KC292021.1	22	14949	15482	1	E				0
KC292021_KC292021.1_23	KC292021	KC292021.1	23	15511	15780	1	E				0
KC292021_KC292021.1_24	KC292021	KC292021.1	24	15784	17748	1	E				0
KC292021_KC292021.1_25	KC292021	KC292021.1	25	17748	18275	1	E				0
KC292021_KC292021.1_26	KC292021	KC292021.1	26	18280	19800	1	E				0
KC292021_KC292021.1_27	KC292021	KC292021.1	27	19849	20259	1	E				0
KC292021_KC292021.1_28	KC292021	KC292021.1	28	20259	20624	1	E				0
KC292021_KC292021.1_29	KC292021	KC292021.1	29	20626	20955	1	E				0
KC292021_KC292021.1_30	KC292021	KC292021.1	30	20957	22246	1	D			Baseplate J-like protein [PF04865.17]	0
KC292021_KC292021.1_31	KC292021	KC292021.1	31	22252	22944	1	E				0
KC292021_KC292021.1_32	KC292021	KC292021.1	32	22948	24363	1	E				0
KC292021_KC292021.1_33	KC292021	KC292021.1	33	24366	25355	1	E				0
KC292021_KC292021.1_34	KC292021	KC292021.1	34	25355	25699	1	E				0
KC292021_KC292021.1_35	KC292021	KC292021.1	35	25701	26207	1	E				0
KC292021_KC292021.1_36	KC292021	KC292021.1	36	26222	26356	1	E				0
KC292021_KC292021.1_37	KC292021	KC292021.1	37	26517	26654	-1	E				0
KC292021_KC292021.1_38	KC292021	KC292021.1	38	26718	27602	-1	D			Family of unknown function (DUF6065) [PF19541.2]	0
KC292021_KC292021.1_39	KC292021	KC292021.1	39	28026	28757	-1	C	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]	Thymidylate synthase complementing protein [PF02511.18]	0
KC292021_KC292021.1_40	KC292021	KC292021.1	40	28966	29082	-1	E				0
KC292021_KC292021.1_41	KC292021	KC292021.1	41	29060	29251	-1	E				0
KC292021_KC292021.1_42	KC292021	KC292021.1	42	29251	31902	-1	D			DNA polymerase family B [PF00136.24]; DNA polymerase family B, exonuclease domain [PF03104.22]	0
KC292021_KC292021.1_43	KC292021	KC292021.1	43	31899	32297	-1	E				0
KC292021_KC292021.1_44	KC292021	KC292021.1	44	32297	32686	-1	E				0
KC292021_KC292021.1_45	KC292021	KC292021.1	45	32683	32868	-1	E				0
KC292021_KC292021.1_46	KC292021	KC292021.1	46	32961	33716	-1	D			AAA domain [PF13207.9]; AAA domain [PF13671.9]; AAA domain [PF13238.9]	0
KC292021_KC292021.1_47	KC292021	KC292021.1	47	33716	33874	-1	E				0
KC292021_KC292021.1_48	KC292021	KC292021.1	48	33871	33978	-1	E				0
KC292021_KC292021.1_49	KC292021	KC292021.1	49	33983	34432	-1	D			Dual specificity phosphatase, catalytic domain [PF00782.23]	0
KC292021_KC292021.1_50	KC292021	KC292021.1	50	34429	34551	-1	E				0
KC292021_KC292021.1_51	KC292021	KC292021.1	51	34586	35251	-1	D			Transposase [PF01710.19]	0
KC292021_KC292021.1_52	KC292021	KC292021.1	52	35248	36309	-1	D			PD-(D/E)XK nuclease superfamily [PF12705.10]	0
KC292021_KC292021.1_53	KC292021	KC292021.1	53	36302	36541	-1	E				0
KC292021_KC292021.1_54	KC292021	KC292021.1	54	36534	36698	-1	E				0
KC292021_KC292021.1_55	KC292021	KC292021.1	55	36688	36906	-1	E				0
KC292021_KC292021.1_56	KC292021	KC292021.1	56	36906	37052	-1	E				0
KC292021_KC292021.1_57	KC292021	KC292021.1	57	37042	37455	-1	E				0
KC292021_KC292021.1_58	KC292021	KC292021.1	58	37457	37747	-1	E				0
KC292021_KC292021.1_59	KC292021	KC292021.1	59	37887	38267	-1	E				0
KC292021_KC292021.1_60	KC292021	KC292021.1	60	38269	38595	-1	E				0
KC292021_KC292021.1_61	KC292021	KC292021.1	61	38702	39964	-1	E				0
KC292021_KC292021.1_62	KC292021	KC292021.1	62	40029	41291	-1	E				0
KC292021_KC292021.1_63	KC292021	KC292021.1	63	41288	41479	-1	E				0
KC292021_KC292021.1_64	KC292021	KC292021.1	64	41476	42957	-1	E				0
KC292021_KC292021.1_65	KC292021	KC292021.1	65	43036	43335	-1	E				0
KC292021_KC292021.1_66	KC292021	KC292021.1	66	43328	43750	-1	E				0
KC292021_KC292021.1_67	KC292021	KC292021.1	67	43750	44847	-1	E				0
KC292021_KC292021.1_68	KC292021	KC292021.1	68	45281	45787	-1	E				0
KC292021_KC292021.1_69	KC292021	KC292021.1	69	46467	47069	1	E				0
KC292021_KC292021.1_70	KC292021	KC292021.1	70	47066	47554	-1	E				0
KC292021_KC292021.1_71	KC292021	KC292021.1	71	47930	48415	1	E				0
KC292021_KC292021.1_72	KC292021	KC292021.1	72	48415	48900	1	D			ERCC4 domain [PF02732.18]	0
KC292021_KC292021.1_73	KC292021	KC292021.1	73	49220	50383	1	E				0
KC292021_KC292021.1_74	KC292021	KC292021.1	74	50380	50652	-1	E				0
KC292021_KC292021.1_75	KC292021	KC292021.1	75	50831	51253	-1	E				0
KC292021_KC292021.1_76	KC292021	KC292021.1	76	51250	51471	-1	E				0
KC292021_KC292021.1_77	KC292021	KC292021.1	77	51652	52083	-1	E				0
KC292021_KC292021.1_78	KC292021	KC292021.1	78	52076	52300	-1	E				0
KC292021_KC292021.1_79	KC292021	KC292021.1	79	52380	52640	-1	E				0
KC292021_KC292021.1_80	KC292021	KC292021.1	80	52750	52914	-1	E				0
KC292021_KC292021.1_81	KC292021	KC292021.1	81	52911	53153	-1	E				0
KC292021_KC292021.1_82	KC292021	KC292021.1	82	53160	54524	-1	E				0
KC292021_KC292021.1_83	KC292021	KC292021.1	83	54610	55254	-1	D			LAGLIDADG DNA endonuclease family [PF03161.16]	0
KC292021_KC292021.1_84	KC292021	KC292021.1	84	55490	55669	-1	E				0
KC292021_KC292021.1_85	KC292021	KC292021.1	85	55872	56330	-1	E				0
KC292021_KC292021.1_86	KC292021	KC292021.1	86	56335	56631	-1	E				0
KC292021_KC292021.1_87	KC292021	KC292021.1	87	56771	57679	-1	E				1
KC292021_KC292021.1_88	KC292021	KC292021.1	88	57776	58465	-1	E				0
KC292021_KC292021.1_89	KC292021	KC292021.1	89	58561	61359	-1	E				0
KC292021_KC292021.1_90	KC292021	KC292021.1	90	61391	61618	-1	E				0
KC292021_KC292021.1_91	KC292021	KC292021.1	91	61769	61942	-1	E				0
KC292021_KC292021.1_92	KC292021	KC292021.1	92	61942	62736	-1	E				0
KC292021_KC292021.1_93	KC292021	KC292021.1	93	62733	62969	-1	E				0
KC292021_KC292021.1_94	KC292021	KC292021.1	94	62966	63256	-1	E				0
KC292021_KC292021.1_95	KC292021	KC292021.1	95	63360	63542	-1	E				0
KC292021_KC292021.1_96	KC292021	KC292021.1	96	63543	63866	-1	E				0
KC292021_KC292021.1_97	KC292021	KC292021.1	97	63859	64137	-1	E				0
KC292021_KC292021.1_98	KC292021	KC292021.1	98	64137	64565	-1	E				0
KC292021_KC292021.1_99	KC292021	KC292021.1	99	64631	65680	-1	E				0
KC292021_KC292021.1_100	KC292021	KC292021.1	100	65960	66541	1	E				0
KC292021_KC292021.1_101	KC292021	KC292021.1	101	67667	68428	-1	E				0
KC292021_KC292021.1_102	KC292021	KC292021.1	102	68774	69046	1	E				0
