	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001561.1_1	QGNH01001561.1	QGNH01001561.1	1	65	1144	1	D	YP_009639117.1	YP_009639117.1 major head protein [Xylella phage Sano]	False	0.334	186.0	4.097e-50	Phage major capsid protein E [PF03864.18]	VOG01069	sp|D6RRG1|CAPSD_BPKPP Major capsid protein; XhXs	Xh;Xs	0	False	VF
QGNH01001561.1_2	QGNH01001561.1	QGNH01001561.1	2	1144	1422	1	E											0	False	F
QGNH01001561.1_3	QGNH01001561.1	QGNH01001561.1	3	1424	1792	1	E											0	False	F
QGNH01001561.1_4	QGNH01001561.1	QGNH01001561.1	4	1792	2286	1	E											0	False	F
QGNH01001561.1_5	QGNH01001561.1	QGNH01001561.1	5	2310	2525	1	D							Protein of unknown function (DUF2635) [PF10948.11]				0	False	F
QGNH01001561.1_6	QGNH01001561.1	QGNH01001561.1	6	2529	4016	1	E	YP_008766874.1	YP_008766874.1 tail sheath [Shigella phage SfIV]	False	0.341	249.0	1.6290000000000002e-69		VOG03536	sp|P44233|VPL_HAEIN Mu-like prophage FluMu tail sheath protein; Xu	Xu	0	False	F
QGNH01001561.1_7	QGNH01001561.1	QGNH01001561.1	7	4029	4427	1	D							Phage tail tube protein [PF10618.12]				0	False	F
QGNH01001561.1_8	QGNH01001561.1	QGNH01001561.1	8	4429	4815	1	D							Phage tail assembly chaperone proteins, E, or 41 or 14 [PF10109.12]				0	False	F
QGNH01001561.1_9	QGNH01001561.1	QGNH01001561.1	9	4998	6932	1	D	YP_010052510.1	YP_010052510.1 tail length tape measure protein [Xanthomonas phage XPV1]	False	0.179	79.0	1.162e-13	Phage tail lysozyme [PF18013.4]				0	False	F
QGNH01001561.1_10	QGNH01001561.1	QGNH01001561.1	10	6941	8278	1	D	NP_543100.1	NP_543100.1 DNA circularization [Enterobacteria phage phiP27]	False	0.418	95.0	3.363e-19	DNA circularisation protein N-terminus [PF07157.15]	VOG01640	sp|P71389|VPN_HAEIN Mu-like prophage FluMu DNA circularization protein; Xr	Xr	0	False	V
QGNH01001561.1_11	QGNH01001561.1	QGNH01001561.1	11	8275	9600	1	E	YP_007877507.1	YP_007877507.1 baseplate hub [Vibrio phage martha 12B12]	False	0.259	134.0	1.545e-31		VOG02312	sp|P08558|BP44_BPMU Baseplate hub protein gp44; XhXpXrXs	Xh;Xp;Xr;Xs	0	False	V
QGNH01001561.1_12	QGNH01001561.1	QGNH01001561.1	12	9600	10100	1	D							Bacteriophage Mu Gp45 spike protein [PF06890.15]				0	False	
QGNH01001561.1_13	QGNH01001561.1	QGNH01001561.1	13	10102	10545	1	D	YP_003335795.1	YP_003335795.1 baseplate wedge subunit [Escherichia phage D108]	False	0.361	79.0	2.905e-16	Phage protein GP46 [PF07409.15]	VOG03480	sp|P44239|VG46_HAEIN Mu-like prophage FluMu protein gp46; Xu	Xu	0	False	
QGNH01001561.1_14	QGNH01001561.1	QGNH01001561.1	14	10549	11673	1	D	NP_050651.1	NP_050651.1 baseplate protein [Escherichia phage Mu]	False	0.314	116.0	2.3620000000000003e-26	Baseplate J-like protein [PF04865.17]	VOG00521	sp|P51767|BPJ_BPP2 Baseplate protein J; XhXs	Xh;Xs	0	False	V
QGNH01001561.1_15	QGNH01001561.1	QGNH01001561.1	15	11690	12145	1	E								VOG04189	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001561.1_16	QGNH01001561.1	QGNH01001561.1	16	12142	13200	1	E	YP_006989484.1	YP_006989484.1 hypothetical protein CcrKarma_gp104 [Caulobacter virus Karma]	False	0.223	91.0	2.182e-18		VOG02230	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001561.1_17	QGNH01001561.1	QGNH01001561.1	17	13201	14568	1	D	YP_003335797.1	YP_003335797.1 baseplate wedge subunit [Escherichia phage D108]	False	0.302	87.0	1.099e-16	Bacteriophage Mu-like, Gp48 [PF10076.12]; F5/8 type C domain [PF00754.28]	VOG02081	sp|P75982|YMFQ_ECOLI Uncharacterized protein YmfQ; Xu	Xu	0	False	F
QGNH01001561.1_18	QGNH01001561.1	QGNH01001561.1	18	14581	15354	1	E											0	False	F
QGNH01001561.1_19	QGNH01001561.1	QGNH01001561.1	19	15373	15813	1	E											0	False	F
QGNH01001561.1_20	QGNH01001561.1	QGNH01001561.1	20	15815	16165	1	E											0	False	F
QGNH01001561.1_21	QGNH01001561.1	QGNH01001561.1	21	16176	16580	1	E											0	False	F
QGNH01001561.1_22	QGNH01001561.1	QGNH01001561.1	22	16597	17301	1	E	YP_010675682.1	YP_010675682.1 head decoration [Gordonia phage ChisanaKitsune]	False	0.287	63.0	4.747e-10					0	False	F
