	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000086.1_1	QGNH01000086.1	QGNH01000086.1	1	479	730	1	E													0	False	F
QGNH01000086.1_2	QGNH01000086.1	QGNH01000086.1	2	997	1137	-1	E													0	False	F
QGNH01000086.1_3	QGNH01000086.1	QGNH01000086.1	3	1239	2258	-1	C	K06909	phage terminase large subunit	YP_009325258.1	YP_009325258.1 terminase large subunit [Flavobacterium phage Fpv11]	False	0.347	164.0	9.958e-43	Terminase RNAseH like domain [PF17288.5]; Phage terminase large subunit [PF04466.16]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01000086.1_4	QGNH01000086.1	QGNH01000086.1	4	2386	2838	-1	E													0	False	F
QGNH01000086.1_5	QGNH01000086.1	QGNH01000086.1	5	2811	3521	-1	E													0	False	F
QGNH01000086.1_6	QGNH01000086.1	QGNH01000086.1	6	3518	3649	-1	E													0	False	F
QGNH01000086.1_7	QGNH01000086.1	QGNH01000086.1	7	3651	3824	-1	E													0	False	F
QGNH01000086.1_8	QGNH01000086.1	QGNH01000086.1	8	3828	3950	-1	E													0	False	F
QGNH01000086.1_9	QGNH01000086.1	QGNH01000086.1	9	3947	4186	-1	E													0	False	F
QGNH01000086.1_10	QGNH01000086.1	QGNH01000086.1	10	4628	6658	-1	D			YP_010109010.1	YP_010109010.1 DNA primase/helicase [Flavobacterium phage vB_FspP_elemoE_6-9C]	False	0.273	108.0	1.4309999999999998e-22	VirE N-terminal domain [PF08800.13]	VOG04543	REFSEQ DNA primase/helicase; Xu	Xu	1	False	F
QGNH01000086.1_11	QGNH01000086.1	QGNH01000086.1	11	6741	7406	-1	E										VOG03457	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000086.1_12	QGNH01000086.1	QGNH01000086.1	12	7390	7884	-1	E													0	False	F
QGNH01000086.1_13	QGNH01000086.1	QGNH01000086.1	13	7881	8213	-1	E													0	False	F
QGNH01000086.1_14	QGNH01000086.1	QGNH01000086.1	14	8289	8771	-1	E													0	False	F
QGNH01000086.1_15	QGNH01000086.1	QGNH01000086.1	15	8773	10014	-1	D									Phage integrase family [PF00589.25]; Phage integrase SAM-like domain [PF13102.9]	VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xh;Xr	0	False	VF
