Target Name	ID	EC value	E-Value (sequence)	Score (domain)
3249-51_scaf_1_1_596051_597220_+	K00001		3.7e-96	321.9
3249-51_scaf_1_2_168218_169543_+	K00003		6.6e-154	512.8
3249-51_scaf_4_564135_565202_+	K00004		2.7e-112	374.2
3249-51_scaf_3_631202_632173_+	K00008		1.3e-96	322.6
3249-51_scaf_1_2_1671713_1672705_+	K00010		2.3e-123	411.1
3249-51_scaf_2_2_83803_84795_+	K00010		4.5e-123	410.1
3249-51_scaf_2_2_342135_343211_+	K00010		1e-63	214.4
3249-51_scaf_1_2_1400444_1401502_-	K00010		2.4e-48	163.8
3249-51_scaf_5_660691_661764_+	K00010		6.4e-48	161.9
3249-51_scaf_1_3_50434_51762_+	K00012		4.1e-197	654.9
3249-51_scaf_3_602698_604002_+	K00013		1e-190	634.5
3249-51_scaf_6_62578_63435_-	K00014		1.5e-76	256.0
3249-51_scaf_4_348720_349550_+	K00014		2.3e-51	173.2
3249-51_scaf_3_114407_115408_+	K00015		8.4e-135	449.0
3249-51_scaf_1_3_135683_136654_-	K00015		5.6e-119	396.9
3249-51_scaf_1_1_719164_719991_+	K00019		5.1e-54	182.4
3249-51_scaf_1_3_174136_175038_-	K00019		6e-42	142.5
3249-51_scaf_10_12990_13871_-	K00020		4.8e-115	383.9
3249-51_scaf_5_251028_251930_+	K00020		7.5e-21	72.9
3249-51_scaf_6_194829_195554_+	K00023		1.2e-115	384.2
3249-51_scaf_6_373899_374861_+	K00024		3.3e-129	430.5
3249-51_scaf_3_382743_385028_+	K00027		3.6e-163	543.6
3249-51_scaf_1_2_689015_691327_+	K00027		8.7e-159	529.0
3249-51_scaf_8_140916_142127_+	K00031		6.2e-224	743.5
3249-51_scaf_1_2_636441_637652_+	K00031		2e-223	741.9
3249-51_scaf_1_2_837200_838630_-	K00033		3.1e-198	658.8
3249-51_scaf_7_130095_131126_-	K00033		2.6e-107	358.4
3249-51_scaf_1_1_735532_736278_-	K00034		8.7e-89	296.0
3249-51_scaf_4_5736_6548_+	K00034		2.4e-79	264.9
3249-51_scaf_3_332366_333130_-	K00034		1.9e-78	262.0
3249-51_scaf_7_390608_391387_-	K00034		3.1e-76	254.8
3249-51_scaf_7_403213_404034_+	K00034		2.9e-69	231.8
3249-51_scaf_1_1_327830_328756_+	K00035		1.8e-149	495.8
3249-51_scaf_3_737790_739265_-	K00036		2e-189	629.7
3249-51_scaf_1_1_620206_621723_+	K00036		1.8e-171	570.3
3249-51_scaf_4_570593_571315_-	K00038		4.8e-100	333.4
3249-51_scaf_1_2_1337600_1338355_+	K00038		7.5e-85	283.5
