locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
KC292028.1_1												Hypothetical
KC292028.1_2												Hypothetical
KC292028.1_3												Hypothetical
KC292028.1_4												Hypothetical
KC292028.1_5												Hypothetical
KC292028.1_6		K06940	COG0727				KEGG:K06940	171	3e-12	39.0		K06940; uncharacterized protein
KC292028.1_7												Hypothetical
KC292028.1_8						VOG26445	VOG:VOG26445	137	2.5e-78	252.9		REFSEQ hypothetical protein
KC292028.1_9												Hypothetical
KC292028.1_10		K03497	COG1475, COG1041		phrog_12517, phrog_498	VOG01264	VOG:VOG01264	527	2.9e-174	572.2		REFSEQ hypothetical protein
KC292028.1_11		K00571	COG0863		phrog_67		COG:COG0863	214	1.8e-18	58.7		YhdJ:
KC292028.1_12												Hypothetical
KC292028.1_13												Hypothetical
KC292028.1_14												Hypothetical
KC292028.1_15												Hypothetical
KC292028.1_16		K06223	COG0338		phrog_56	VOG00287	COG:COG0338	272	1.1e-73	241.0		Dam:
KC292028.1_17												Hypothetical
KC292028.1_18												Hypothetical
KC292028.1_19					phrog_23116	VOG14451	VOG:VOG14451	108	3.1e-52	168.3		REFSEQ hypothetical protein
KC292028.1_20		K06909	COG1783, COG1783		phrog_3717, phrog_6672	VOG07294	COG:COG1783	555	5.8e-55	142.4		XtmB:
KC292028.1_21			COG4695		phrog_2662	VOG14462	VOG:VOG14462	787	0	1447.9		REFSEQ portal protein
KC292028.1_22												Hypothetical
KC292028.1_23					phrog_35927	VOG26446	VOG:VOG26446	453	3.8e-270	888.0		REFSEQ hypothetical protein
KC292028.1_24												Hypothetical
KC292028.1_25		K01174	COG1525		phrog_452	VOG08825	VOG:VOG08825	124	4.2e-39	126.4		REFSEQ endonuclease
KC292028.1_26												Hypothetical
KC292028.1_27					phrog_33677	VOG01471	PHROG:phrog_33677	525	0	1016.4		head maturation protease
KC292028.1_28					phrog_25898	VOG14465	VOG:VOG14465	394	1.3e-227	747.2		REFSEQ major head protein
KC292028.1_29												Hypothetical
KC292028.1_30					phrog_17057	VOG03157	VOG:VOG03157	249	5.1e-105	342.6		REFSEQ hypothetical protein
KC292028.1_31					phrog_21196	VOG14446	VOG:VOG14446	185	2e-96	313.5		REFSEQ hypothetical protein
KC292028.1_32					phrog_19972	VOG14447	VOG:VOG14447	159	7.2e-89	287.8		REFSEQ hypothetical protein
KC292028.1_33					phrog_29270	VOG26448	VOG:VOG26448	109	3.6e-62	200.1		REFSEQ hypothetical protein
KC292028.1_34					phrog_290	VOG00339	VOG:VOG00339	327	4.5e-51	166.2		REFSEQ hypothetical protein
KC292028.1_35					phrog_25860	VOG02727	PHROG:phrog_25860	159	1.7e-108	354.9		tail assembly chaperone
KC292028.1_36					phrog_25860	VOG02727	PHROG:phrog_25860	153	2.1e-98	321.7		tail assembly chaperone
KC292028.1_37			COG5412		phrog_15478	VOG05734	PHROG:phrog_15478	436	1.4e-192	632.6		tail length tape measure protein
KC292028.1_38					phrog_20371	VOG14449	VOG:VOG14449	148	1.3e-81	263.9		REFSEQ hypothetical protein
KC292028.1_39			COG3500		phrog_21793	VOG14448	VOG:VOG14448	490	3.1e-265	872.4		REFSEQ hypothetical protein
KC292028.1_40												Hypothetical
KC292028.1_41												Hypothetical
KC292028.1_42												Hypothetical
KC292028.1_43												Hypothetical
KC292028.1_44												Hypothetical
KC292028.1_45												Hypothetical
KC292028.1_46												Hypothetical
KC292028.1_47												Hypothetical
KC292028.1_48												Hypothetical
KC292028.1_49												Hypothetical
KC292028.1_50												Hypothetical
KC292028.1_51					phrog_20556	VOG02941	PHROG:phrog_20556	531	9.3e-286	940.6		baseplate protein
KC292028.1_52					phrog_18503	VOG14452	VOG:VOG14452	366	1.3e-174	573.0		REFSEQ hypothetical protein
KC292028.1_53		K17713			phrog_8401		PHROG:phrog_8401	418	6.9e-64	208.5		beta-propeller repeat protein
KC292028.1_54						VOG26451	VOG:VOG26451	163	1.1e-95	310.6		REFSEQ hypothetical protein
KC292028.1_55		K03552	COG1591		phrog_6591	VOG26449	VOG:VOG26449	134	1.5e-80	259.9		REFSEQ Holliday junction resolvase
KC292028.1_56												Hypothetical
KC292028.1_57												Hypothetical
KC292028.1_58												Hypothetical
KC292028.1_59												Hypothetical
KC292028.1_60						VOG26450	VOG:VOG26450	94	2e-52	168.6		REFSEQ hypothetical protein
KC292028.1_61												Hypothetical
KC292028.1_62												Hypothetical
KC292028.1_63												Hypothetical
KC292028.1_64						VOG26452	VOG:VOG26452	140	7.1e-85	274.8		REFSEQ hypothetical protein
KC292028.1_65												Hypothetical
KC292028.1_66		K07463	COG1107				KEGG:K07463	616	1.5e-10	30.6		K07463; archaea-specific RecJ-like exonuclease
KC292028.1_67												Hypothetical
KC292028.1_68					phrog_13083	VOG14405	VOG:VOG14405	398	1.1e-203	668.7		REFSEQ hypothetical protein
KC292028.1_69												Hypothetical
KC292028.1_70			COG4548			VOG01459	VOG:VOG01459	785	3.8e-118	245.4		REFSEQ cobalamin biosynthesis protein
KC292028.1_71					phrog_7545	VOG01254	PHROG:phrog_7545	138	1.4e-39	116.6		HNH endonuclease
KC292028.1_72												Hypothetical
KC292028.1_73												Hypothetical
KC292028.1_74												Hypothetical
KC292028.1_75			COG1191		phrog_7545	VOG02127	PHROG:phrog_7545	146	8.7e-50	161.2		HNH endonuclease
KC292028.1_76												Hypothetical
