	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
NC_034531.1_NC_034531.1_1	NC_034531.1	NC_034531.1	1	56	1411	1	D			Rhabdovirus nucleocapsid protein [PF00945.21]	0
NC_034531.1_NC_034531.1_2	NC_034531.1	NC_034531.1	2	1451	2167	1	E				0
NC_034531.1_NC_034531.1_3	NC_034531.1	NC_034531.1	3	2205	2687	1	E				0
NC_034531.1_NC_034531.1_4	NC_034531.1	NC_034531.1	4	2680	3153	1	E				0
NC_034531.1_NC_034531.1_5	NC_034531.1	NC_034531.1	5	3186	3692	1	E				0
NC_034531.1_NC_034531.1_6	NC_034531.1	NC_034531.1	6	3713	4198	1	E				0
NC_034531.1_NC_034531.1_7	NC_034531.1	NC_034531.1	7	4226	4885	1	D			Vesiculovirus matrix protein [PF06326.15]	0
NC_034531.1_NC_034531.1_8	NC_034531.1	NC_034531.1	8	4949	6850	1	D			Rhabdovirus spike glycoprotein [PF00974.21]	0
NC_034531.1_NC_034531.1_9	NC_034531.1	NC_034531.1	9	6854	7195	1	E				0
NC_034531.1_NC_034531.1_10	NC_034531.1	NC_034531.1	10	7240	13569	1	C	K26275	Rhabdoviridae RNA-directed RNA polymerase L [EC:2.7.7.48 3.6.1.- 2.7.7.88 2.1.1.375]	Mononegavirales RNA dependent RNA polymerase [PF00946.22]; Virus-capping methyltransferase [PF14314.9]; Mononegavirales mRNA-capping region V [PF14318.9]	0
