	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000634.1_1	QGNH01000634.1	QGNH01000634.1	1	2	304	-1	E													0	False	F
QGNH01000634.1_2	QGNH01000634.1	QGNH01000634.1	2	307	633	-1	E			YP_851189.1	YP_851189.1 hypothetical protein MaLMM01_gp175 [Microcystis virus Ma-LMM01]	False	0.348	64.0	1.05e-11					0	False	F
QGNH01000634.1_3	QGNH01000634.1	QGNH01000634.1	3	751	942	-1	E													0	False	F
QGNH01000634.1_4	QGNH01000634.1	QGNH01000634.1	4	966	1244	-1	E													0	False	F
QGNH01000634.1_5	QGNH01000634.1	QGNH01000634.1	5	1289	2185	-1	E			YP_009217905.1	YP_009217905.1 hypothetical protein phiCT453B_09 (endogenous virus) [Clostridium phage phiCT453B]	False	0.534	240.0	2.552e-69		VOG17624	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000634.1_6	QGNH01000634.1	QGNH01000634.1	6	2182	3183	-1	D			NP_848243.1	NP_848243.1 RecE-like recombination exonuclease [Salmonella phage epsilon15]	False	0.312	148.0	1.881e-37	YqaJ-like viral recombinase domain [PF09588.13]				0	False	F
QGNH01000634.1_7	QGNH01000634.1	QGNH01000634.1	7	3180	3548	-1	E													0	False	F
QGNH01000634.1_8	QGNH01000634.1	QGNH01000634.1	8	3545	3988	-1	E													0	False	F
QGNH01000634.1_9	QGNH01000634.1	QGNH01000634.1	9	3985	4254	-1	E													0	False	F
QGNH01000634.1_10	QGNH01000634.1	QGNH01000634.1	10	4308	4493	-1	E													0	False	F
QGNH01000634.1_11	QGNH01000634.1	QGNH01000634.1	11	4550	4912	-1	E													0	False	F
QGNH01000634.1_12	QGNH01000634.1	QGNH01000634.1	12	5028	5264	-1	E													0	False	
QGNH01000634.1_13	QGNH01000634.1	QGNH01000634.1	13	5722	6063	1	E			YP_008853834.1	YP_008853834.1 replication initiation protein [Ralstonia phage RSK1]	False	0.415	64.0	9.31e-12					0	False	
QGNH01000634.1_14	QGNH01000634.1	QGNH01000634.1	14	6060	6584	1	E													0	False	
QGNH01000634.1_15	QGNH01000634.1	QGNH01000634.1	15	6581	6799	1	E													0	False	
QGNH01000634.1_16	QGNH01000634.1	QGNH01000634.1	16	6905	7504	1	E													0	False	
QGNH01000634.1_17	QGNH01000634.1	QGNH01000634.1	17	7505	7924	1	D			YP_009800695.1	YP_009800695.1 DUF559 domain-containing protein [Burkholderia phage vB_BmuP_KL4]	False	0.344	62.0	1.549e-10	Protein of unknown function (DUF559) [PF04480.15]				0	False	
