locus_tag	ftype	length_bp	gene	EC_number	COG	product
NCEPALGI_00001	CDS	1245	cdc6		COG1474	ORC1-type DNA replication protein
NCEPALGI_00002	CDS	561				hypothetical protein
NCEPALGI_00003	CDS	480				hypothetical protein
NCEPALGI_00004	CDS	774			COG1082	putative protein
NCEPALGI_00005	CDS	483				hypothetical protein
NCEPALGI_00006	CDS	1053	tuf_1			Elongation factor Tu
NCEPALGI_00007	CDS	1485				hypothetical protein
NCEPALGI_00008	CDS	1170				hypothetical protein
NCEPALGI_00009	CDS	753				hypothetical protein
NCEPALGI_00010	CDS	777			COG0517	putative protein
NCEPALGI_00011	CDS	846	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
NCEPALGI_00012	CDS	897			COG0517	putative protein
NCEPALGI_00013	CDS	795			COG0517	putative protein
NCEPALGI_00014	CDS	636				hypothetical protein
NCEPALGI_00015	CDS	1455	rpa		COG1599	Replication factor A
NCEPALGI_00016	CDS	654	kptA	2.7.1.-	COG1859	putative RNA 2'-phosphotransferase
NCEPALGI_00017	CDS	1059	rtc	6.5.1.5	COG0430	RNA 3'-terminal phosphate cyclase
NCEPALGI_00018	CDS	1482		1.8.1.14	COG0446	Coenzyme A disulfide reductase
NCEPALGI_00019	CDS	219				hypothetical protein
NCEPALGI_00020	CDS	1569				hypothetical protein
NCEPALGI_00021	CDS	279				hypothetical protein
NCEPALGI_00022	CDS	603	mshD_1	2.3.1.189		Mycothiol acetyltransferase
NCEPALGI_00023	CDS	1872	arcS	2.6.1.97	COG1549	Archaeosine synthase
NCEPALGI_00024	CDS	1371	dld	1.1.99.6	COG0277	D-lactate dehydrogenase (acceptor)
NCEPALGI_00025	CDS	1164	hdrD_1	1.8.98.1		Dihydromethanophenazine:CoB--CoM heterodisulfide reductase subunit D
NCEPALGI_00026	CDS	258				hypothetical protein
NCEPALGI_00027	CDS	282				hypothetical protein
NCEPALGI_00028	CDS	2136				hypothetical protein
NCEPALGI_00029	CDS	642	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
NCEPALGI_00030	CDS	759	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
NCEPALGI_00031	CDS	1551	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
NCEPALGI_00032	rRNA	1474				16S ribosomal RNA
NCEPALGI_00033	rRNA	2890				23S ribosomal RNA
NCEPALGI_00034	rRNA	117				5S ribosomal RNA
NCEPALGI_00035	CDS	471				hypothetical protein
NCEPALGI_00036	CDS	369				hypothetical protein
NCEPALGI_00037	CDS	561				hypothetical protein
NCEPALGI_00038	tRNA	72				tRNA-Cys(gca)
NCEPALGI_00039	tRNA	72				tRNA-Cys(gca)
NCEPALGI_00040	CDS	618		3.2.2.-		G/T mismatches repair enzyme
NCEPALGI_00041	CDS	1179	faeB-hpsB		COG0269	Bifunctional enzyme Fae/Hps
NCEPALGI_00042	CDS	669	tpiA	5.3.1.1		Triosephosphate isomerase
