	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_047945_1	NC_047945	NC_047945	1	2	913	1	E			YP_009799926.1	YP_009799926.1 hypothetical protein HOT02_gp086 [Staphylococcus phage phiSA_BS2]	True	0.961	615.0	4.6e-199									VOG01086	REFSEQ Helicase Nuclease; Xu	Xu	0	False	TF
NC_047945_2	NC_047945	NC_047945	2	1070	1789	1	E			YP_009799506.1	YP_009799506.1 transglycosylase [Staphylococcus phage phiSA_BS1]	True	0.905	453.0	2.251e-144												0	False	TF
NC_047945_3	NC_047945	NC_047945	3	1960	2322	1	E			YP_009799507.1	YP_009799507.1 hypothetical protein HOS99_gp003 [Staphylococcus phage phiSA_BS1]	False	0.939	239.0	2.791e-72									VOG07366	REFSEQ hypothetical protein; Xu	Xu	0	False	TF
NC_047945_4	NC_047945	NC_047945	4	2510	3298	1	E			YP_009799508.1	YP_009799508.1 head maturation protease [Staphylococcus phage phiSA_BS1]	True	0.954	527.0	1.649e-169									VOG02183	sp|D3WAC4|PRO_BPLP2 Probable capsid maturation protease; XhXs	Xs;Xh	0	False	VTF
NC_047945_5	NC_047945	NC_047945	5	3298	4305	1	E			YP_009799509.1	YP_009799509.1 hypothetical protein HOS99_gp005 [Staphylococcus phage phiSA_BS1]	True	0.828	573.0	4.754000000000001e-184									VOG06091	REFSEQ hypothetical protein; Xu	Xu	0	False	TF
NC_047945_6	NC_047945	NC_047945	6	4391	5815	1	E			YP_009799510.1	YP_009799510.1 major head protein [Staphylococcus phage phiSA_BS1]	True	0.942	938.0	1.15e-307									VOG02591	sp|Q6Y7S3|CAPSD_BPPGK Major capsid protein; Xs	Xs	0	False	VTF
NC_047945_7	NC_047945	NC_047945	7	5915	6196	1	E			YP_009799511.1	YP_009799511.1 hypothetical protein HOS99_gp007 [Staphylococcus phage phiSA_BS1]	False	0.825	160.0	1.144e-45									VOG03215	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047945_8	NC_047945	NC_047945	8	6209	7120	1	E			YP_009799512.1	YP_009799512.1 tail fiber protein [Staphylococcus phage phiSA_BS1]	True	0.994	638.0	2.815e-207									VOG07388	REFSEQ tail fiber protein; Xu	Xu	0	False	T
NC_047945_9	NC_047945	NC_047945	9	7134	8015	1	E			YP_009799513.1	YP_009799513.1 virion structural protein [Staphylococcus phage phiSA_BS1]	True	0.959	593.0	9.718e-192									VOG02665	REFSEQ virion structural protein; Xu	Xu	1	False	T
NC_047945_10	NC_047945	NC_047945	10	8015	8623	1	E			YP_009799514.1	YP_009799514.1 hypothetical protein HOS99_gp010 [Staphylococcus phage phiSA_BS1]	True	0.936	398.0	4.289e-126									VOG07389	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047945_11	NC_047945	NC_047945	11	8640	9482	1	E			YP_009799515.1	YP_009799515.1 hypothetical protein HOS99_gp011 [Staphylococcus phage phiSA_BS1]	True	0.964	570.0	4.593e-184									VOG04925	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047945_12	NC_047945	NC_047945	12	9475	9690	1	E			YP_009799516.1	YP_009799516.1 hypothetical protein HOS99_gp012 [Staphylococcus phage phiSA_BS1]	False	0.97	147.0	1.322e-41									VOG05001	REFSEQ hypothetical protein; Xu	Xu	0	False	T
NC_047945_13	NC_047945	NC_047945	13	9712	11481	1	E			YP_009799517.1	YP_009799517.1 tail sheath [Staphylococcus phage phiSA_BS1]	True	0.943	1167.0	0.0									VOG01001	sp|P85225|VPN1_BPPHE Putative tail sheath protein; Xs	Xs	0	False	VT
NC_047945_14	NC_047945	NC_047945	14	11551	11943	1	E			YP_009799518.1	YP_009799518.1 virion structural protein [Staphylococcus phage phiSA_BS1]	False	0.943	259.0	2.428e-79									VOG07390	sp|P85229|VPN5_BPPHE Virion protein 5; Xs	Xs	0	False	VT
NC_047945_15	NC_047945	NC_047945	15	12408	12959	1	E			YP_009799519.1	YP_009799519.1 tail assembly chaperone [Staphylococcus phage phiSA_BS1]	False	0.902	346.0	2.118e-108									VOG07394	REFSEQ tail assembly chaperone; Xu	Xu	0	False	T
NC_047945_16	NC_047945	NC_047945	16	12922	13551	1	E			YP_009799520.1	YP_009799520.1 RNA polymerase beta subunit [Staphylococcus phage phiSA_BS1]	True	0.942	415.0	1.054e-131									VOG07393	REFSEQ RNA polymerase beta subunit; Xu	Xu	0	False	T
