	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001669.1_1	QGNH01001669.1	QGNH01001669.1	1	26	2386	1	E											0	False	F
QGNH01001669.1_2	QGNH01001669.1	QGNH01001669.1	2	2464	3093	1	E											0	False	F
QGNH01001669.1_3	QGNH01001669.1	QGNH01001669.1	3	3090	3530	1	E											0	False	F
QGNH01001669.1_4	QGNH01001669.1	QGNH01001669.1	4	3547	4518	1	E	YP_004421842.1	YP_004421842.1 major head protein [Roseobacter phage RDJL Phi 1]	False	0.432	261.0	4.138e-76		VOG10432	sp|Q6QIB5|CAPSD_BPBMU Major capsid protein; XhXs	Xh;Xs	0	False	VF
QGNH01001669.1_5	QGNH01001669.1	QGNH01001669.1	5	4562	4855	1	E											0	False	F
QGNH01001669.1_6	QGNH01001669.1	QGNH01001669.1	6	4845	5357	1	E											0	False	F
QGNH01001669.1_7	QGNH01001669.1	QGNH01001669.1	7	5649	6209	1	E											0	False	
QGNH01001669.1_8	QGNH01001669.1	QGNH01001669.1	8	6209	6571	1	E											0	False	
QGNH01001669.1_9	QGNH01001669.1	QGNH01001669.1	9	6571	6960	1	E											0	False	
QGNH01001669.1_10	QGNH01001669.1	QGNH01001669.1	10	6957	7457	1	E											0	False	
QGNH01001669.1_11	QGNH01001669.1	QGNH01001669.1	11	7538	8557	1	E											0	False	
QGNH01001669.1_12	QGNH01001669.1	QGNH01001669.1	12	8612	8953	1	E											0	False	F
QGNH01001669.1_13	QGNH01001669.1	QGNH01001669.1	13	9176	12973	1	E	YP_009209064.1	YP_009209064.1 tail length tape measure protein [Mycobacterium phage Sheen]	False	0.174	71.0	7.704e-11					0	False	F
QGNH01001669.1_14	QGNH01001669.1	QGNH01001669.1	14	13066	13449	1	E											0	False	F
QGNH01001669.1_15	QGNH01001669.1	QGNH01001669.1	15	13446	13808	1	E											0	False	F
