locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
KC292027.1_1						VOG26221	VOG:VOG26221	162	2.6e-103	336.8		REFSEQ hypothetical protein
KC292027.1_2												Hypothetical
KC292027.1_3												Hypothetical
KC292027.1_4												Hypothetical
KC292027.1_5												Hypothetical
KC292027.1_6												Hypothetical
KC292027.1_7												Hypothetical
KC292027.1_8												Hypothetical
KC292027.1_9												Hypothetical
KC292027.1_10												Hypothetical
KC292027.1_11												Hypothetical
KC292027.1_12												Hypothetical
KC292027.1_13												Hypothetical
KC292027.1_14												Hypothetical
KC292027.1_15												Hypothetical
KC292027.1_16												Hypothetical
KC292027.1_17												Hypothetical
KC292027.1_18												Hypothetical
KC292027.1_19					phrog_19679	VOG04363	VOG:VOG04363	106	7.4e-63	203.4		REFSEQ hypothetical protein
KC292027.1_20												Hypothetical
KC292027.1_21	K00525	K00525	COG0209		phrog_84, phrog_23565	VOG00122, VOG00122	FOAM:K00525	967	3.1e-233	769.2	1.17.4.1	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain
KC292027.1_22					phrog_24083	VOG02541	VOG:VOG02541	146	2.4e-11	35.7		REFSEQ hypothetical protein
KC292027.1_23												Hypothetical
KC292027.1_24												Hypothetical
KC292027.1_25												Hypothetical
KC292027.1_26												Hypothetical
KC292027.1_27												Hypothetical
KC292027.1_28												Hypothetical
KC292027.1_29					phrog_25632	VOG14413	VOG:VOG14413	85	3.6e-49	158.1		REFSEQ hypothetical protein
KC292027.1_30					phrog_284	VOG02246	PHROG:phrog_284	410	6.2e-68	222.6		exonuclease
KC292027.1_31												Hypothetical
KC292027.1_32		K05967	COG4502		phrog_420	VOG07198	PHROG:phrog_420	194	1.8e-28	93.1		unknown function
KC292027.1_33		K21525			phrog_29037	VOG00809	PHROG:phrog_29037	242	7.1e-175	572.0		endonuclease
KC292027.1_34	K03465	K03465	COG1351		phrog_85	VOG03899	VOG:VOG03899	256	5.4e-66	217.2		sp|Q05259|THYX_BPML5 Probable flavin-dependent thymidylate synthase
KC292027.1_35					phrog_16678	VOG14416	VOG:VOG14416	247	3.5e-158	517.3		REFSEQ hypothetical protein
KC292027.1_36												Hypothetical
