	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
MZ334525_MZ334525.1_1	MZ334525	MZ334525.1	1	755	1321	1	E				0
MZ334525_MZ334525.1_2	MZ334525	MZ334525.1	2	1746	2378	1	E				0
MZ334525_MZ334525.1_3	MZ334525	MZ334525.1	3	2378	4186	1	E				0
MZ334525_MZ334525.1_4	MZ334525	MZ334525.1	4	4325	4753	1	E				0
MZ334525_MZ334525.1_5	MZ334525	MZ334525.1	5	4753	5964	1	E				0
MZ334525_MZ334525.1_6	MZ334525	MZ334525.1	6	5961	6311	1	E				0
MZ334525_MZ334525.1_7	MZ334525	MZ334525.1	7	6314	8023	1	C	K09961	uncharacterized protein	Protein of unknown function (DUF1073) [PF06381.14]	0
MZ334525_MZ334525.1_8	MZ334525	MZ334525.1	8	8023	8508	1	E				0
MZ334525_MZ334525.1_9	MZ334525	MZ334525.1	9	8508	10073	1	D			Uncharacterized protein conserved in bacteria (DUF2213) [PF09979.12]	0
MZ334525_MZ334525.1_10	MZ334525	MZ334525.1	10	10088	10651	1	E				0
MZ334525_MZ334525.1_11	MZ334525	MZ334525.1	11	10675	11745	1	E				0
MZ334525_MZ334525.1_12	MZ334525	MZ334525.1	12	11755	11970	1	E				0
MZ334525_MZ334525.1_13	MZ334525	MZ334525.1	13	11972	12421	1	E				0
MZ334525_MZ334525.1_14	MZ334525	MZ334525.1	14	12424	12789	1	E				0
MZ334525_MZ334525.1_15	MZ334525	MZ334525.1	15	12786	13331	1	E				0
MZ334525_MZ334525.1_16	MZ334525	MZ334525.1	16	13332	13883	1	E				0
MZ334525_MZ334525.1_17	MZ334525	MZ334525.1	17	13896	15209	1	E				0
MZ334525_MZ334525.1_18	MZ334525	MZ334525.1	18	15222	15665	1	E				0
MZ334525_MZ334525.1_19	MZ334525	MZ334525.1	19	15886	16500	1	E				0
MZ334525_MZ334525.1_20	MZ334525	MZ334525.1	20	16854	18446	1	E				0
MZ334525_MZ334525.1_21	MZ334525	MZ334525.1	21	18446	18931	1	E				0
MZ334525_MZ334525.1_22	MZ334525	MZ334525.1	22	18931	20589	1	E				0
MZ334525_MZ334525.1_23	MZ334525	MZ334525.1	23	20600	21517	1	E				0
MZ334525_MZ334525.1_24	MZ334525	MZ334525.1	24	21544	21879	1	E				0
MZ334525_MZ334525.1_25	MZ334525	MZ334525.1	25	21880	23700	1	D			Baseplate J-like protein [PF04865.17]	0
MZ334525_MZ334525.1_26	MZ334525	MZ334525.1	26	23704	24918	1	E				0
MZ334525_MZ334525.1_27	MZ334525	MZ334525.1	27	24988	26439	1	E				0
MZ334525_MZ334525.1_28	MZ334525	MZ334525.1	28	26474	26623	1	E				0
MZ334525_MZ334525.1_29	MZ334525	MZ334525.1	29	26623	27204	1	E				0
MZ334525_MZ334525.1_30	MZ334525	MZ334525.1	30	27276	27548	1	E				0
MZ334525_MZ334525.1_31	MZ334525	MZ334525.1	31	27630	28568	1	E				0
MZ334525_MZ334525.1_32	MZ334525	MZ334525.1	32	28565	28876	1	E				0
MZ334525_MZ334525.1_33	MZ334525	MZ334525.1	33	29090	29428	-1	E				0
MZ334525_MZ334525.1_34	MZ334525	MZ334525.1	34	29450	29614	-1	E				0
MZ334525_MZ334525.1_35	MZ334525	MZ334525.1	35	29614	29826	-1	E				0
