	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001198.1_1	QGNH01001198.1	QGNH01001198.1	1	50	826	1	E											0	False	F
QGNH01001198.1_2	QGNH01001198.1	QGNH01001198.1	2	1131	1604	-1	E											0	False	F
QGNH01001198.1_3	QGNH01001198.1	QGNH01001198.1	3	1647	3014	1	E											0	False	F
QGNH01001198.1_4	QGNH01001198.1	QGNH01001198.1	4	3022	3225	-1	E											0	False	F
QGNH01001198.1_5	QGNH01001198.1	QGNH01001198.1	5	3444	3755	-1	E											0	False	F
QGNH01001198.1_6	QGNH01001198.1	QGNH01001198.1	6	4021	4242	1	E											0	False	F
QGNH01001198.1_7	QGNH01001198.1	QGNH01001198.1	7	4307	6076	1	D	YP_009815954.1	YP_009815954.1 DNA polymerase/primase [Microbacterium phage Goodman]	False	0.183	94.0	1.833e-18	Bifunctional DNA primase/polymerase, N-terminal [PF09250.14]; AAA domain [PF13481.9]				0	False	F
QGNH01001198.1_8	QGNH01001198.1	QGNH01001198.1	8	6063	6350	1	E											0	False	
QGNH01001198.1_9	QGNH01001198.1	QGNH01001198.1	9	6439	6819	1	E											0	False	F
QGNH01001198.1_10	QGNH01001198.1	QGNH01001198.1	10	6812	8206	1	D	YP_009191297.1	YP_009191297.1 terminase [Arthrobacter phage Decurro]	False	0.312	211.0	3.246e-57	Terminase large subunit, ATPase domain [PF03354.18]; Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Terminase large subunit, endonuclease domain [PF20441.1]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01001198.1_11	QGNH01001198.1	QGNH01001198.1	11	8206	8520	1	E											0	False	F
QGNH01001198.1_12	QGNH01001198.1	QGNH01001198.1	12	8523	9182	1	E											0	False	F
QGNH01001198.1_13	QGNH01001198.1	QGNH01001198.1	13	9304	9561	1	E											0	False	F
QGNH01001198.1_14	QGNH01001198.1	QGNH01001198.1	14	9558	9929	1	E											0	False	F
QGNH01001198.1_15	QGNH01001198.1	QGNH01001198.1	15	10002	11525	1	E											0	False	F
QGNH01001198.1_16	QGNH01001198.1	QGNH01001198.1	16	11468	11575	-1	E											0	False	F
