locus_tag	ftype	length_bp	gene	EC_number	COG	product
NEBDNABJ_00001	CDS	279				hypothetical protein
NEBDNABJ_00002	CDS	672				hypothetical protein
NEBDNABJ_00003	CDS	1827				hypothetical protein
NEBDNABJ_00004	CDS	2247				hypothetical protein
NEBDNABJ_00005	CDS	945				hypothetical protein
NEBDNABJ_00006	CDS	954				hypothetical protein
NEBDNABJ_00007	CDS	1257				hypothetical protein
NEBDNABJ_00008	CDS	585				hypothetical protein
NEBDNABJ_00009	CDS	711				hypothetical protein
NEBDNABJ_00010	CDS	921				hypothetical protein
NEBDNABJ_00011	CDS	312				hypothetical protein
NEBDNABJ_00012	CDS	504				hypothetical protein
NEBDNABJ_00013	CDS	813				hypothetical protein
NEBDNABJ_00014	CDS	456				hypothetical protein
NEBDNABJ_00015	CDS	1230				hypothetical protein
NEBDNABJ_00016	CDS	435				hypothetical protein
NEBDNABJ_00017	CDS	1827				hypothetical protein
NEBDNABJ_00018	CDS	678				hypothetical protein
NEBDNABJ_00019	CDS	2187				hypothetical protein
NEBDNABJ_00020	CDS	1125				hypothetical protein
NEBDNABJ_00021	CDS	372				hypothetical protein
NEBDNABJ_00022	CDS	261				hypothetical protein
NEBDNABJ_00023	CDS	669				hypothetical protein
NEBDNABJ_00024	CDS	1716				hypothetical protein
NEBDNABJ_00025	CDS	1458				hypothetical protein
NEBDNABJ_00026	CDS	846				hypothetical protein
NEBDNABJ_00027	CDS	411				hypothetical protein
NEBDNABJ_00028	CDS	534				hypothetical protein
NEBDNABJ_00029	CDS	312				hypothetical protein
NEBDNABJ_00030	CDS	1638				hypothetical protein
NEBDNABJ_00031	CDS	222				hypothetical protein
NEBDNABJ_00032	CDS	147				hypothetical protein
NEBDNABJ_00033	CDS	684				hypothetical protein
NEBDNABJ_00034	tRNA	74				tRNA-Cys(gca)
NEBDNABJ_00035	CDS	825				hypothetical protein
NEBDNABJ_00036	CDS	1047				hypothetical protein
NEBDNABJ_00037	CDS	579				hypothetical protein
NEBDNABJ_00038	CDS	1056				hypothetical protein
NEBDNABJ_00039	CDS	336				hypothetical protein
NEBDNABJ_00040	CDS	1428				hypothetical protein
NEBDNABJ_00041	CDS	1470				hypothetical protein
NEBDNABJ_00042	CDS	777				hypothetical protein
NEBDNABJ_00043	CDS	1422	MARS	6.1.1.10		Methionine--tRNA ligase
NEBDNABJ_00044	CDS	363				hypothetical protein
NEBDNABJ_00045	CDS	975				hypothetical protein
NEBDNABJ_00046	CDS	843				hypothetical protein
NEBDNABJ_00047	CDS	933				hypothetical protein
NEBDNABJ_00048	CDS	1044				hypothetical protein
NEBDNABJ_00049	CDS	390				hypothetical protein
NEBDNABJ_00050	CDS	138				hypothetical protein
NEBDNABJ_00051	CDS	357				hypothetical protein
NEBDNABJ_00052	CDS	540				hypothetical protein
NEBDNABJ_00053	CDS	1896				hypothetical protein
NEBDNABJ_00054	CDS	747				hypothetical protein
NEBDNABJ_00055	CDS	777				hypothetical protein
NEBDNABJ_00056	CDS	882				hypothetical protein
NEBDNABJ_00057	CDS	576				hypothetical protein
NEBDNABJ_00058	CDS	291				hypothetical protein
NEBDNABJ_00059	CDS	222				hypothetical protein
NEBDNABJ_00060	CDS	558				hypothetical protein
NEBDNABJ_00061	CDS	873				hypothetical protein
NEBDNABJ_00062	CDS	1896				hypothetical protein
NEBDNABJ_00063	CDS	1035				hypothetical protein
NEBDNABJ_00064	CDS	1818				hypothetical protein
NEBDNABJ_00065	CDS	1140				hypothetical protein
NEBDNABJ_00066	CDS	645				hypothetical protein
NEBDNABJ_00067	CDS	1113				hypothetical protein
NEBDNABJ_00068	CDS	1290				hypothetical protein
NEBDNABJ_00069	CDS	201				hypothetical protein
NEBDNABJ_00070	CDS	582				hypothetical protein
NEBDNABJ_00071	CDS	531				hypothetical protein
NEBDNABJ_00072	CDS	267				hypothetical protein
NEBDNABJ_00073	CDS	1650				hypothetical protein
NEBDNABJ_00074	CDS	1794				hypothetical protein
NEBDNABJ_00075	CDS	690				hypothetical protein
NEBDNABJ_00076	CDS	1335				hypothetical protein
NEBDNABJ_00077	CDS	732				hypothetical protein
NEBDNABJ_00078	CDS	429				hypothetical protein
NEBDNABJ_00079	CDS	1887				hypothetical protein
NEBDNABJ_00080	CDS	369				hypothetical protein
NEBDNABJ_00081	CDS	351				hypothetical protein
NEBDNABJ_00082	CDS	417				hypothetical protein
NEBDNABJ_00083	CDS	210				hypothetical protein
NEBDNABJ_00084	CDS	789				hypothetical protein
NEBDNABJ_00085	CDS	558				hypothetical protein
