	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000194.1_1	QGNH01000194.1	QGNH01000194.1	1	1	1068	1	E															0	False	F
QGNH01000194.1_2	QGNH01000194.1	QGNH01000194.1	2	1436	1624	-1	E															0	False	F
QGNH01000194.1_3	QGNH01000194.1	QGNH01000194.1	3	1740	2525	1	E															0	False	F
QGNH01000194.1_4	QGNH01000194.1	QGNH01000194.1	4	2518	2676	1	E															0	False	F
QGNH01000194.1_5	QGNH01000194.1	QGNH01000194.1	5	2934	3230	1	E															0	False	F
QGNH01000194.1_6	QGNH01000194.1	QGNH01000194.1	6	3373	3936	1	E															0	False	F
QGNH01000194.1_7	QGNH01000194.1	QGNH01000194.1	7	4136	5893	1	D	YP_009800690.1	YP_009800690.1 TerL [Burkholderia phage vB_BmuP_KL4]	False	0.2	109.0	3.131e-23	Phage terminase large subunit [PF04466.16]					VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01000194.1_8	QGNH01000194.1	QGNH01000194.1	8	5994	6302	1	E	YP_001950135.1	YP_001950135.1 hypothetical protein RSL1_ORF257 [Ralstonia phage phiRSL1]	False	0.428	77.0	1.754e-16						VOG21425	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000194.1_9	QGNH01000194.1	QGNH01000194.1	9	6417	6605	1	E															0	False	
QGNH01000194.1_10	QGNH01000194.1	QGNH01000194.1	10	6792	7223	1	E															0	False	
QGNH01000194.1_11	QGNH01000194.1	QGNH01000194.1	11	7227	8987	1	D	YP_007392903.1	YP_007392903.1 head-tail adaptor [Xanthomonas citri phage CP2]	False	0.181	94.0	2.396e-18	Bacteriophage head to tail connecting protein [PF12236.11]					VOG00516	sp|P03728|PORTL_BPT7 Portal protein; XpXrXs	Xs;Xr;Xp	0	False	V
QGNH01000194.1_12	QGNH01000194.1	QGNH01000194.1	12	8987	9337	1	E															0	False	
QGNH01000194.1_13	QGNH01000194.1	QGNH01000194.1	13	9318	9653	1	E															0	False	
QGNH01000194.1_14	QGNH01000194.1	QGNH01000194.1	14	9646	10509	1	E															0	False	
QGNH01000194.1_15	QGNH01000194.1	QGNH01000194.1	15	10531	11553	1	E	YP_512264.1	YP_512264.1 major head protein [Escherichia phage phiV10]	False	0.258	117.0	4.858e-27						VOG02257	REFSEQ major head protein; Xu	Xu	0	False	
QGNH01000194.1_16	QGNH01000194.1	QGNH01000194.1	16	11569	12051	1	E															0	False	
QGNH01000194.1_17	QGNH01000194.1	QGNH01000194.1	17	12062	12253	1	E															0	False	
QGNH01000194.1_18	QGNH01000194.1	QGNH01000194.1	18	12250	12393	1	E															0	False	
QGNH01000194.1_19	QGNH01000194.1	QGNH01000194.1	19	12429	13292	1	E															0	False	
QGNH01000194.1_20	QGNH01000194.1	QGNH01000194.1	20	13292	15457	1	E	YP_009007078.1	YP_009007078.1 tail protein [Pseudomonas phage vB_PaeP_Tr60_Ab31]	False	0.213	133.0	2.8360000000000002e-30									0	False	
QGNH01000194.1_21	QGNH01000194.1	QGNH01000194.1	21	15457	16299	1	E															0	False	
QGNH01000194.1_22	QGNH01000194.1	QGNH01000194.1	22	16299	17882	1	E															0	False	
QGNH01000194.1_23	QGNH01000194.1	QGNH01000194.1	23	17864	23155	1	E															0	False	F
QGNH01000194.1_24	QGNH01000194.1	QGNH01000194.1	24	23169	24719	1	D	YP_009153047.1	YP_009153047.1 outer capsid protein [Vibrio phage QH]	False	0.238	82.0	6.044e-15	Photosynthesis system II assembly factor YCF48 [PF14870.9]; BNR repeat-like domain [PF13088.9]; Sortilin, neurotensin receptor 3, [PF15902.8]	GH74	GH74 endoglucanase (EC 3.2.1.4); oligoxyloglucan reducing end-specific cellobiohydrolase (EC 3.2.1.150); xyloglucanase (EC 3.2.1.151)	3.2.1.150,3.2.1.151,3.2.1.4	GH74.hmm				0	False	F
QGNH01000194.1_25	QGNH01000194.1	QGNH01000194.1	25	24745	25065	1	E															0	False	F
QGNH01000194.1_26	QGNH01000194.1	QGNH01000194.1	26	25062	25121	1	E															0	False	F
