	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000765.1_1	QGNH01000765.1	QGNH01000765.1	1	943	1215	-1	E																	0	False	F
QGNH01000765.1_2	QGNH01000765.1	QGNH01000765.1	2	1342	1656	-1	E																	0	False	F
QGNH01000765.1_3	QGNH01000765.1	QGNH01000765.1	3	1625	1939	-1	E																	0	False	F
QGNH01000765.1_4	QGNH01000765.1	QGNH01000765.1	4	2121	2360	1	E																	0	False	F
QGNH01000765.1_5	QGNH01000765.1	QGNH01000765.1	5	2312	2578	1	E																	0	False	F
QGNH01000765.1_6	QGNH01000765.1	QGNH01000765.1	6	2821	3024	1	E																	0	False	F
QGNH01000765.1_7	QGNH01000765.1	QGNH01000765.1	7	3390	3689	1	E																	0	False	F
QGNH01000765.1_8	QGNH01000765.1	QGNH01000765.1	8	3686	3877	1	E																	0	False	F
QGNH01000765.1_9	QGNH01000765.1	QGNH01000765.1	9	3865	4092	1	E																	0	False	F
QGNH01000765.1_10	QGNH01000765.1	QGNH01000765.1	10	4094	4291	1	E																	0	False	F
QGNH01000765.1_11	QGNH01000765.1	QGNH01000765.1	11	4330	5379	1	C	K03544	ATP-dependent Clp protease ATP-binding subunit ClpX	YP_010678985.1	YP_010678985.1 porphyrin biosynthesis [Pseudomonas phage vB_PaeM_PA5oct]	False	0.255	108.0	1.075e-23	AAA domain (Cdc48 subfamily) [PF07724.17]; ATPase family associated with various cellular activities (AAA) [PF00004.32]; AAA domain (dynein-related subfamily) [PF07728.17]								0	False	F
QGNH01000765.1_12	QGNH01000765.1	QGNH01000765.1	12	5816	7534	1	D			YP_009778146.1	YP_009778146.1 DNA primase/helicased [uncultured phage_MedDCM-OCT-S28-C10]	False	0.239	174.0	9.612e-44	DnaB-like helicase C terminal domain [PF03796.18]; Toprim-like [PF13155.9]					VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xr;Xh	0	False	V
QGNH01000765.1_13	QGNH01000765.1	QGNH01000765.1	13	7531	7743	1	E																	0	False	
QGNH01000765.1_14	QGNH01000765.1	QGNH01000765.1	14	7847	8020	1	E																	0	False	
QGNH01000765.1_15	QGNH01000765.1	QGNH01000765.1	15	8017	8487	1	E			YP_006907070.2	YP_006907070.2 DNA polymerase exonuclease subunit [Pseudomonas phage UFV-P2]	False	0.42	78.0	1.017e-15									0	False	
