	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000377.1_1	QGNH01000377.1	QGNH01000377.1	1	55	264	1	E											0	False	F
QGNH01000377.1_2	QGNH01000377.1	QGNH01000377.1	2	293	421	1	E											0	False	F
QGNH01000377.1_3	QGNH01000377.1	QGNH01000377.1	3	418	585	1	E											0	False	F
QGNH01000377.1_4	QGNH01000377.1	QGNH01000377.1	4	683	880	1	E											0	False	F
QGNH01000377.1_5	QGNH01000377.1	QGNH01000377.1	5	877	1023	1	E											0	False	F
QGNH01000377.1_6	QGNH01000377.1	QGNH01000377.1	6	1039	2802	1	E								VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01000377.1_7	QGNH01000377.1	QGNH01000377.1	7	2799	2999	1	E											0	False	F
QGNH01000377.1_8	QGNH01000377.1	QGNH01000377.1	8	2996	3190	1	D	YP_010355858.1	YP_010355858.1 DNA methyltransferase [Methanobacterium virus Drs3]	False	0.613	72.0	1.379e-15	DNA methylase [PF01555.21]				0	False	F
QGNH01000377.1_9	QGNH01000377.1	QGNH01000377.1	9	3400	3588	1	D	YP_009905181.1	YP_009905181.1 DNA methyltransferase [Lactococcus phage LW81]	False	0.614	61.0	1.754e-11	DNA methylase [PF01555.21]				0	False	F
QGNH01000377.1_10	QGNH01000377.1	QGNH01000377.1	10	3667	4461	1	E											0	False	F
QGNH01000377.1_11	QGNH01000377.1	QGNH01000377.1	11	4475	4576	1	E											0	False	F
QGNH01000377.1_12	QGNH01000377.1	QGNH01000377.1	12	4604	4948	1	E											0	False	F
QGNH01000377.1_13	QGNH01000377.1	QGNH01000377.1	13	4957	5289	1	E											0	False	F
QGNH01000377.1_14	QGNH01000377.1	QGNH01000377.1	14	5299	5691	1	E											0	False	F
QGNH01000377.1_15	QGNH01000377.1	QGNH01000377.1	15	5666	7492	1	E											0	False	F
QGNH01000377.1_16	QGNH01000377.1	QGNH01000377.1	16	7495	8127	1	E											0	False	F
QGNH01000377.1_17	QGNH01000377.1	QGNH01000377.1	17	8578	9912	1	E											0	False	F
QGNH01000377.1_18	QGNH01000377.1	QGNH01000377.1	18	10023	10199	1	D							GIY-YIG catalytic domain [PF01541.27]				0	False	F
QGNH01000377.1_19	QGNH01000377.1	QGNH01000377.1	19	10156	10359	1	E											0	False	F
