Name	Count
Propanoate metabolism [PATH:ko00640]	23
Glycerolipid metabolism [PATH:ko00561]	15
Fructose and mannose metabolism [PATH:ko00051]	17
Inositol phosphate metabolism [PATH:ko00562]	9
Streptomycin biosynthesis [PATH:ko00521]	7
Pentose and glucuronate interconversions [PATH:ko00040]	8
Ascorbate and aldarate metabolism [PATH:ko00053]	8
Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	30
O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	19
Histidine metabolism [PATH:ko00340]	15
Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]	19
Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	24
Glycolysis / Gluconeogenesis [PATH:ko00010]	30
Pyruvate metabolism [PATH:ko00620]	33
Cysteine and methionine metabolism [PATH:ko00270]	37
HIF-1 signaling pathway [PATH:ko04066]	5
Glucagon signaling pathway [PATH:ko04922]	5
Central carbon metabolism in cancer [PATH:ko05230]	4
Exosome [BR:ko04147]	34
Valine, leucine and isoleucine degradation [PATH:ko00280]	11
Citrate cycle (TCA cycle) [PATH:ko00020]	19
Carbon fixation in photosynthetic organisms [PATH:ko00710]	12
Carbon fixation pathways in prokaryotes [PATH:ko00720]	22
Methane metabolism [PATH:ko00680]	22
Two-component system [PATH:ko02020]	92
PPAR signaling pathway [PATH:ko03320]	3
Pentose phosphate pathway [PATH:ko00030]	19
Glutathione metabolism [PATH:ko00480]	12
Diabetic cardiomyopathy [PATH:ko05415]	6
Steroid hormone biosynthesis [PATH:ko00140]	1
Glycerophospholipid metabolism [PATH:ko00564]	17
Glycine, serine and threonine metabolism [PATH:ko00260]	36
Fatty acid biosynthesis [PATH:ko00061]	12
Biotin metabolism [PATH:ko00780]	7
Prodigiosin biosynthesis [PATH:ko00333]	4
Lipid biosynthesis proteins [BR:ko01004]	17
Polyketide sugar unit biosynthesis [PATH:ko00523]	3
Peptidoglycan biosynthesis [PATH:ko00550]	22
Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	36
Pantothenate and CoA biosynthesis [PATH:ko00770]	13
Purine metabolism [PATH:ko00230]	52
Drug metabolism - other enzymes [PATH:ko00983]	10
Terpenoid backbone biosynthesis [PATH:ko00900]	12
Butanoate metabolism [PATH:ko00650]	18
Lysine biosynthesis [PATH:ko00300]	13
Monobactam biosynthesis [PATH:ko00261]	6
Pathogenic Escherichia coli infection [PATH:ko05130]	1
Salmonella infection [PATH:ko05132]	4
Alzheimer disease [PATH:ko05010]	3
Membrane trafficking [BR:ko04131]	7
Alanine, aspartate and glutamate metabolism [PATH:ko00250]	26
Lysine degradation [PATH:ko00310]	5
Tyrosine metabolism [PATH:ko00350]	7
Nicotinate and nicotinamide metabolism [PATH:ko00760]	21
Arginine biosynthesis [PATH:ko00220]	17
Chloroalkane and chloroalkene degradation [PATH:ko00625]	3
Enzymes with EC numbers	131
Porphyrin and chlorophyll metabolism [PATH:ko00860]	18
Oxidative phosphorylation [PATH:ko00190]	34
Thermogenesis [PATH:ko04714]	6
Parkinson disease [PATH:ko05012]	5
Amyotrophic lateral sclerosis [PATH:ko05014]	4
Huntington disease [PATH:ko05016]	5
Prion disease [PATH:ko05020]	2
Pathways of neurodegeneration - multiple diseases [PATH:ko05022]	5
Non-alcoholic fatty liver disease [PATH:ko04932]	1
Legionellosis [PATH:ko05134]	5
Function unknown	66
Fatty acid degradation [PATH:ko00071]	8
beta-Alanine metabolism [PATH:ko00410]	7
Taurine and hypotaurine metabolism [PATH:ko00430]	6
Nitrogen metabolism [PATH:ko00910]	11
Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	4
Peptidases and inhibitors [BR:ko01002]	63
Arginine and proline metabolism [PATH:ko00330]	18
Phenylalanine metabolism [PATH:ko00360]	17
Tryptophan metabolism [PATH:ko00380]	13
Isoquinoline alkaloid biosynthesis [PATH:ko00950]	2
Drug metabolism - cytochrome P450 [PATH:ko00982]	2
Dopaminergic synapse [PATH:ko04728]	1
Serotonergic synapse [PATH:ko04726]	1
Cocaine addiction [PATH:ko05030]	1
Amphetamine addiction [PATH:ko05031]	1
Alcoholism [PATH:ko05034]	1
Folate biosynthesis [PATH:ko00790]	24
One carbon pool by folate [PATH:ko00670]	11
Antifolate resistance [PATH:ko01523]	4
Transporters [BR:ko02000]	320
Transcription factors [BR:ko03000]	124
Thyroid hormone synthesis [PATH:ko04918]	2
Selenocompound metabolism [PATH:ko00450]	7
General function prediction only	36
Arachidonic acid metabolism [PATH:ko00590]	1
Linoleic acid metabolism [PATH:ko00591]	1
Pyrimidine metabolism [PATH:ko00240]	41
DNA repair and recombination proteins [BR:ko03400]	81
Transfer RNA biogenesis [BR:ko03016]	71
MicroRNAs in cancer [PATH:ko05206]	1
DNA replication proteins [BR:ko03032]	28
Chromosome and associated proteins [BR:ko03036]	52
Prokaryotic defense system [BR:ko02048]	21
Ribosome biogenesis [BR:ko03009]	53
Sulfur relay system [PATH:ko04122]	10
Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]	10
Bacterial chemotaxis [PATH:ko02030]	15
Bacterial motility proteins [BR:ko02035]	60
Phenylpropanoid biosynthesis [PATH:ko00940]	3
Stilbenoid, diarylheptanoid and gingerol biosynthesis [PATH:ko00945]	1
Flavonoid biosynthesis [PATH:ko00941]	1
Cyanoamino acid metabolism [PATH:ko00460]	7
Aminoacyl-tRNA biosynthesis [PATH:ko00970]	26
Biosynthesis of ansamycins [PATH:ko01051]	1
alpha-Linolenic acid metabolism [PATH:ko00592]	1
Geraniol degradation [PATH:ko00281]	3
Benzoate degradation [PATH:ko00362]	6
Ethylbenzene degradation [PATH:ko00642]	1
Amino acid related enzymes [BR:ko01007]	33
Sulfur metabolism [PATH:ko00920]	11
Biofilm formation - Vibrio cholerae [PATH:ko05111]	18
Antimicrobial resistance genes [BR:ko01504]	28
Starch and sucrose metabolism [PATH:ko00500]	33
Necroptosis [PATH:ko04217]	3
Biofilm formation - Escherichia coli [PATH:ko02026]	23
Insulin signaling pathway [PATH:ko04910]	3
Insulin resistance [PATH:ko04931]	3
Glycosyltransferases [BR:ko01003]	16
Bladder cancer [PATH:ko05219]	1
Carbohydrate metabolism	7
RNA transport [PATH:ko03013]	2
Thiamine metabolism [PATH:ko00730]	14
Zeatin biosynthesis [PATH:ko00908]	1
Prenyltransferases [BR:ko01006]	8
Riboflavin metabolism [PATH:ko00740]	8
Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]	1
Longevity regulating pathway - worm [PATH:ko04212]	6
Pathways in cancer [PATH:ko05200]	3
Chemical carcinogenesis - DNA adducts [PATH:ko05204]	1
Chemical carcinogenesis - receptor activation [PATH:ko05207]	2
Hepatocellular carcinoma [PATH:ko05225]	1
Fluid shear stress and atherosclerosis [PATH:ko05418]	4
Platinum drug resistance [PATH:ko01524]	2
Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]	2
Novobiocin biosynthesis [PATH:ko00401]	2
Glucosinolate biosynthesis [PATH:ko00966]	1
Vitamin B6 metabolism [PATH:ko00750]	5
Galactose metabolism [PATH:ko00052]	16
RNA degradation [PATH:ko03018]	15
AMPK signaling pathway [PATH:ko04152]	2
Thyroid hormone signaling pathway [PATH:ko04919]	1
Protein phosphatases and associated proteins [BR:ko01009]	5
Messenger RNA biogenesis [BR:ko03019]	22
Plant-pathogen interaction [PATH:ko04626]	4
Viral carcinogenesis [PATH:ko05203]	1
Human papillomavirus infection [PATH:ko05165]	1
Type II diabetes mellitus [PATH:ko04930]	1
Phosphotransferase system (PTS) [PATH:ko02060]	25
Protein kinases [BR:ko01001]	25
Carbapenem biosynthesis [PATH:ko00332]	1
MAPK signaling pathway - plant [PATH:ko04016]	3
Acarbose and validamycin biosynthesis [PATH:ko00525]	2
Phosphatidylinositol signaling system [PATH:ko04070]	3
Vancomycin resistance [PATH:ko01502]	6
Styrene degradation [PATH:ko00643]	5
Regulation of lipolysis in adipocytes [PATH:ko04923]	1
Retrograde endocannabinoid signaling [PATH:ko04723]	2
Translation factors [BR:ko03012]	14
Sphingolipid metabolism [PATH:ko00600]	3
Lysosome [PATH:ko04142]	2
Base excision repair [PATH:ko03410]	11
Salivary secretion [PATH:ko04970]	1
Pancreatic secretion [PATH:ko04972]	1
Carbohydrate digestion and absorption [PATH:ko04973]	1
Glycosaminoglycan degradation [PATH:ko00531]	1
beta-Lactam resistance [PATH:ko01501]	13
Cell cycle - Caulobacter [PATH:ko04112]	13
Chaperones and folding catalysts [BR:ko03110]	32
Aminobenzoate degradation [PATH:ko00627]	7
Primary bile acid biosynthesis [PATH:ko00120]	1
Secondary bile acid biosynthesis [PATH:ko00121]	2
Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]	7
Amoebiasis [PATH:ko05146]	2
Secretion system [BR:ko02044]	68
Quorum sensing [PATH:ko02024]	50
Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361]	2
GABAergic synapse [PATH:ko04727]	2
Type I diabetes mellitus [PATH:ko04940]	2
C5-Branched dibasic acid metabolism [PATH:ko00660]	3
Phenazine biosynthesis [PATH:ko00405]	2
Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]	22
Renal cell carcinoma [PATH:ko05211]	1
Cushing syndrome [PATH:ko04934]	1
Biosynthesis of vancomycin group antibiotics [PATH:ko01055]	1
D-Alanine metabolism [PATH:ko00473]	2
D-Glutamine and D-glutamate metabolism [PATH:ko00471]	5
Nonribosomal peptide structures [PATH:ko01054]	1
Xylene degradation [PATH:ko00622]	2
Dioxin degradation [PATH:ko00621]	1
Limonene and pinene degradation [PATH:ko00903]	1
Caprolactam degradation [PATH:ko00930]	2
Mitochondrial biogenesis [BR:ko03029]	35
Peroxisome [PATH:ko04146]	5
Ferroptosis [PATH:ko04216]	1
Adipocytokine signaling pathway [PATH:ko04920]	1
Glutamatergic synapse [PATH:ko04724]	2
DNA replication [PATH:ko03030]	16
Nucleotide excision repair [PATH:ko03420]	7
Mismatch repair [PATH:ko03430]	19
Structural proteins	8
ABC transporters [PATH:ko02010]	103
Others	9
Tuberculosis [PATH:ko05152]	4
Biosynthesis of various secondary metabolites - part 2 [PATH:ko00998]	2
Replication and repair	20
Photosynthesis [PATH:ko00195]	8
Photosynthesis proteins [BR:ko00194]	9
Cofactor metabolism	5
Homologous recombination [PATH:ko03440]	21
Flagellar assembly [PATH:ko02040]	34
Transcription machinery [BR:ko03021]	21
NOD-like receptor signaling pathway [PATH:ko04621]	4
Shigellosis [PATH:ko05131]	2
Bacterial secretion system [PATH:ko03070]	21
Two-component system [BR:ko02022]	44
Lipopolysaccharide biosynthesis [PATH:ko00540]	10
Lipopolysaccharide biosynthesis proteins [BR:ko01005]	14
Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053]	1
Energy metabolism	13
O-Antigen repeat unit biosynthesis [PATH:ko00542]	1
Arabinogalactan biosynthesis - Mycobacterium [PATH:ko00572]	1
Ribosome [PATH:ko03010]	52
Ribosome [BR:ko03011]	52
RNA polymerase [PATH:ko03020]	6
Protein export [PATH:ko03060]	13
Protein processing	13
Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]	2
Glycan metabolism	10
Transport	14
Cytoskeleton proteins [BR:ko04812]	7
Lipoic acid metabolism [PATH:ko00785]	4
Primary immunodeficiency [PATH:ko05340]	1
Unclassified viral proteins	2
Ribosome biogenesis in eukaryotes [PATH:ko03008]	1
Proteoglycans in cancer [PATH:ko05205]	1
Longevity regulating pathway - multiple species [PATH:ko04213]	3
Bacterial toxins [BR:ko02042]	5
Transcription	4
MAPK signaling pathway - yeast [PATH:ko04011]	1
FoxO signaling pathway [PATH:ko04068]	2
Longevity regulating pathway [PATH:ko04211]	2
Biosynthesis of various secondary metabolites - part 3 [PATH:ko00997]	2
Amino acid metabolism	4
Naphthalene degradation [PATH:ko00626]	1
Lipid and atherosclerosis [PATH:ko05417]	3
Protein processing in endoplasmic reticulum [PATH:ko04141]	2
PI3K-Akt signaling pathway [PATH:ko04151]	1
Antigen processing and presentation [PATH:ko04612]	1
Th17 cell differentiation [PATH:ko04659]	1
IL-17 signaling pathway [PATH:ko04657]	1
Estrogen signaling pathway [PATH:ko04915]	1
Progesterone-mediated oocyte maturation [PATH:ko04914]	1
Prostate cancer [PATH:ko05215]	1
Proteasome [BR:ko03051]	2
MAPK signaling pathway - fly [PATH:ko04013]	1
Secondary metabolism	2
Photosynthesis - antenna proteins [PATH:ko00196]	1
Ion channels [BR:ko04040]	1
Biosynthesis of type II polyketide products [PATH:ko01057]	1
Polyketide biosynthesis proteins [BR:ko01008]	2
Synaptic vesicle cycle [PATH:ko04721]	1
Neuroactive ligand-receptor interaction [PATH:ko04080]	1
Apoptosis - fly [PATH:ko04214]	2
Cholesterol metabolism [PATH:ko04979]	1
Human T-cell leukemia virus 1 infection [PATH:ko05166]	1
Mitophagy - animal [PATH:ko04137]	1
Signaling proteins	10
Phosphonate and phosphinate metabolism [PATH:ko00440]	2
Nitrotoluene degradation [PATH:ko00633]	3
Cell growth	12
Mineral absorption [PATH:ko04978]	2
Pertussis [PATH:ko05133]	4
Glycosphingolipid biosynthesis - globo and isoglobo series [PATH:ko00603]	1
Fatty acid elongation [PATH:ko00062]	1
Translation	3
Carotenoid biosynthesis [PATH:ko00906]	9
Other types of O-glycan biosynthesis [PATH:ko00514]	1
Biosynthesis of unsaturated fatty acids [PATH:ko01040]	1
Bacterial invasion of epithelial cells [PATH:ko05100]	2
Yersinia infection [PATH:ko05135]	1
Staphylococcus aureus infection [PATH:ko05150]	1
Glycosaminoglycan binding proteins [BR:ko00536]	1
Cytochrome P450 [BR:ko00199]	1
Steroid degradation [PATH:ko00984]	1
Penicillin and cephalosporin biosynthesis [PATH:ko00311]	1
Toluene degradation [PATH:ko00623]	1
Ubiquitin system [BR:ko04121]	1
Other glycan degradation [PATH:ko00511]	1
Domain-containing proteins not elsewhere classified [BR:ko04990]	1
Neomycin, kanamycin and gentamicin biosynthesis [PATH:ko00524]	1
