Name	Count
Carbohydrate metabolism	290
Lipid metabolism	64
Biosynthesis of other secondary metabolites	40
Glycan biosynthesis and metabolism	57
Amino acid metabolism	238
Signal transduction	110
Endocrine system	18
Cancer: overview	13
Protein families: signaling and cellular processes	590
Energy metabolism	121
Metabolism of other amino acids	48
Cardiovascular disease	13
Metabolism of cofactors and vitamins	135
Protein families: metabolism	229
Metabolism of terpenoids and polyketides	34
Nucleotide metabolism	93
Xenobiotics biodegradation and metabolism	48
Infectious disease: bacterial	26
Neurodegenerative disease	24
Protein families: genetic information processing	595
Unclassified: metabolism	173
Environmental adaptation	10
Endocrine and metabolic disease	8
Poorly characterized	102
Nervous system	9
Substance dependence	3
Drug resistance: antineoplastic	6
Folding, sorting and degradation	40
Cell motility	49
Translation	81
Cellular community - prokaryotes	113
Cell growth and death	19
Cancer: specific types	4
Aging	11
Infectious disease: viral	2
Membrane transport	149
Drug resistance: antimicrobial	26
Transport and catabolism	8
Replication and repair	74
Digestive system	6
Infectious disease: parasitic	2
Unclassified: signaling and cellular processes	52
Unclassified: genetic information processing	42
Immune system	7
Transcription	6
Immune disease	1
Signaling molecules and interaction	1
