	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
NC_048697_NC_048697_1	NC_048697	NC_048697	1	1	1335	1	E				0
NC_048697_NC_048697_2	NC_048697	NC_048697	2	1387	2106	1	D			AAA domain [PF13479.9]	0
NC_048697_NC_048697_3	NC_048697	NC_048697	3	2159	2920	1	E				0
NC_048697_NC_048697_4	NC_048697	NC_048697	4	2930	3478	1	D			Phage protein (N4 Gp49/phage Sf6 gene 66) family [PF13876.9]	0
NC_048697_NC_048697_5	NC_048697	NC_048697	5	3478	4044	1	C	K01159	crossover junction endodeoxyribonuclease RuvC [EC:3.1.21.10]	Crossover junction endodeoxyribonuclease RuvC [PF02075.20]	0
NC_048697_NC_048697_6	NC_048697	NC_048697	6	4048	4524	1	E				0
NC_048697_NC_048697_7	NC_048697	NC_048697	7	4582	5112	1	E				0
NC_048697_NC_048697_8	NC_048697	NC_048697	8	5997	6593	1	E				0
NC_048697_NC_048697_9	NC_048697	NC_048697	9	6590	6916	1	E				0
NC_048697_NC_048697_10	NC_048697	NC_048697	10	6929	7165	1	E				0
NC_048697_NC_048697_11	NC_048697	NC_048697	11	7603	17712	-1	E				0
NC_048697_NC_048697_12	NC_048697	NC_048697	12	17730	19013	-1	E				0
NC_048697_NC_048697_13	NC_048697	NC_048697	13	19016	19534	-1	E				0
NC_048697_NC_048697_14	NC_048697	NC_048697	14	19509	21809	-1	E				0
NC_048697_NC_048697_15	NC_048697	NC_048697	15	21865	22614	-1	E				0
NC_048697_NC_048697_16	NC_048697	NC_048697	16	22618	23328	-1	E				0
NC_048697_NC_048697_17	NC_048697	NC_048697	17	23386	24576	-1	E				0
NC_048697_NC_048697_18	NC_048697	NC_048697	18	24592	25761	-1	E				0
NC_048697_NC_048697_19	NC_048697	NC_048697	19	25768	26103	-1	E				0
NC_048697_NC_048697_20	NC_048697	NC_048697	20	26172	28322	-1	E				0
NC_048697_NC_048697_21	NC_048697	NC_048697	21	28357	28791	1	C	K01520	dUTP diphosphatase [EC:3.6.1.23]	dUTPase [PF00692.22]	0
NC_048697_NC_048697_22	NC_048697	NC_048697	22	28788	28946	1	E				0
NC_048697_NC_048697_23	NC_048697	NC_048697	23	28939	29235	1	E				0
NC_048697_NC_048697_24	NC_048697	NC_048697	24	29377	30102	-1	E				0
NC_048697_NC_048697_25	NC_048697	NC_048697	25	30105	31745	-1	E				0
NC_048697_NC_048697_26	NC_048697	NC_048697	26	31742	32185	-1	E				0
NC_048697_NC_048697_27	NC_048697	NC_048697	27	32182	32898	-1	E				0
NC_048697_NC_048697_28	NC_048697	NC_048697	28	32895	33170	-1	E				0
NC_048697_NC_048697_29	NC_048697	NC_048697	29	33167	33349	-1	E				0
NC_048697_NC_048697_30	NC_048697	NC_048697	30	33346	33567	-1	E				0
NC_048697_NC_048697_31	NC_048697	NC_048697	31	33926	34216	1	E				0
NC_048697_NC_048697_32	NC_048697	NC_048697	32	34268	34459	1	E				0
NC_048697_NC_048697_33	NC_048697	NC_048697	33	34394	34564	-1	E				0
NC_048697_NC_048697_34	NC_048697	NC_048697	34	34764	34976	1	E				0
NC_048697_NC_048697_35	NC_048697	NC_048697	35	34986	35267	1	E				0
NC_048697_NC_048697_36	NC_048697	NC_048697	36	35494	35931	1	E				0
NC_048697_NC_048697_37	NC_048697	NC_048697	37	35943	36263	1	E				0
NC_048697_NC_048697_38	NC_048697	NC_048697	38	36267	36560	1	E				0
NC_048697_NC_048697_39	NC_048697	NC_048697	39	36571	36771	1	E				0
NC_048697_NC_048697_40	NC_048697	NC_048697	40	36949	37329	1	E				0
NC_048697_NC_048697_41	NC_048697	NC_048697	41	37329	37532	1	E				0
NC_048697_NC_048697_42	NC_048697	NC_048697	42	37535	37816	1	E				0
NC_048697_NC_048697_43	NC_048697	NC_048697	43	37820	38233	1	E				0
NC_048697_NC_048697_44	NC_048697	NC_048697	44	38316	38600	1	E				0
NC_048697_NC_048697_45	NC_048697	NC_048697	45	38604	38831	1	E				0
NC_048697_NC_048697_46	NC_048697	NC_048697	46	38791	39051	1	E				0
NC_048697_NC_048697_47	NC_048697	NC_048697	47	39120	39425	1	E				0
NC_048697_NC_048697_48	NC_048697	NC_048697	48	39480	39956	1	E				0
