	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001565.1_1	QGNH01001565.1	QGNH01001565.1	1	1	393	-1	E															0	False	F
QGNH01001565.1_2	QGNH01001565.1	QGNH01001565.1	2	593	1150	-1	E															0	False	F
QGNH01001565.1_3	QGNH01001565.1	QGNH01001565.1	3	1165	2154	-1	E															0	False	F
QGNH01001565.1_4	QGNH01001565.1	QGNH01001565.1	4	2154	2423	-1	E															0	False	F
QGNH01001565.1_5	QGNH01001565.1	QGNH01001565.1	5	2435	2992	-1	E															0	False	F
QGNH01001565.1_6	QGNH01001565.1	QGNH01001565.1	6	3030	3548	-1	E															0	False	F
QGNH01001565.1_7	QGNH01001565.1	QGNH01001565.1	7	3548	3685	-1	E															0	False	F
QGNH01001565.1_8	QGNH01001565.1	QGNH01001565.1	8	3959	4162	-1	E															0	False	F
QGNH01001565.1_9	QGNH01001565.1	QGNH01001565.1	9	4159	5205	-1	E												VOG27078	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001565.1_10	QGNH01001565.1	QGNH01001565.1	10	5213	7000	-1	D	YP_009189503.1	YP_009189503.1 putative glycosyl hydrolase family 16 laminarinase [Sinorhizobium phage phiM9]	False	0.268	80.0	3.299e-14	Glycosyl hydrolases family 16 [PF00722.24]; Beta-glucan synthesis-associated protein SKN1/KRE6/Sbg1 [PF03935.18]	GH16; GH16_10; GH16_14; GH16_21; GH16_24; GH16_3; GH16_5; GH16_6; GH16_7; GH16_8	GH16 xyloglucan:xyloglucosyltransferase (EC 2.4.1.207); keratan-sulfate endo-1,4-beta-galactosidase (EC 3.2.1.103); endo-1,3-beta-glucanase / laminarinase (EC 3.2.1.39); endo-1,3(4)-beta-glucanase (EC 3.2.1.6); licheninase (EC 3.2.1.73); beta-agarase (EC 3.2.1.81); kappa;-carrageenase (EC 3.2.1.83); xyloglucanase (EC 3.2.1.151); endo-beta-1,3-galactanase (EC 3.2.1.181); [retaining] beta-porphyranase (EC 3.2.1.178); hyaluronidase (EC 3.2.1.35); endo-beta-1,4-galactosidase (EC 3.2.1.-); chitin beta-1,6-glucanosyltransferase (EC 2.4.1.-); beta-transglycosidase (EC 2.4.1.-); beta-glycosidase (EC 3.2.1.-); beta-carrageenase (EC 3.2.1.-)	; 3.2.1.181; 3.2.1.21,3.2.1.6,3.2.1.73,3.2.1.8; 3.2.1.-; 3.2.1.21,3.2.1.39,3.2.1.6,3.2.1.73,3.2.1.-; 3.2.1.6; 3.2.1.23	GH16_5.hmm	VOG02441	REFSEQ hypothetical protein; Xu	Xu	0	False	MKE
QGNH01001565.1_11	QGNH01001565.1	QGNH01001565.1	11	7000	7359	-1	E															0	False	
QGNH01001565.1_12	QGNH01001565.1	QGNH01001565.1	12	7361	7936	-1	E															0	False	
QGNH01001565.1_13	QGNH01001565.1	QGNH01001565.1	13	8027	9076	-1	E	YP_004421842.1	YP_004421842.1 major head protein [Roseobacter phage RDJL Phi 1]	False	0.185	60.0	2.361e-08						VOG10432	sp|Q6QIB5|CAPSD_BPBMU Major capsid protein; XhXs	Xh;Xs	0	False	V
QGNH01001565.1_14	QGNH01001565.1	QGNH01001565.1	14	9086	9526	-1	E															0	False	
QGNH01001565.1_15	QGNH01001565.1	QGNH01001565.1	15	9526	11238	-1	E															0	False	
QGNH01001565.1_16	QGNH01001565.1	QGNH01001565.1	16	11359	12330	-1	E															0	False	F
QGNH01001565.1_17	QGNH01001565.1	QGNH01001565.1	17	12317	12709	-1	E															0	False	F
QGNH01001565.1_18	QGNH01001565.1	QGNH01001565.1	18	12709	12954	-1	E															0	False	F
QGNH01001565.1_19	QGNH01001565.1	QGNH01001565.1	19	13299	14807	-1	D	YP_010001140.1	YP_010001140.1 portal protein [Gordonia phage Toast]	False	0.205	68.0	1.034e-10	Protein of unknown function (DUF935) [PF06074.15]					VOG00562	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29; Xu	Xu	0	False	F
QGNH01001565.1_20	QGNH01001565.1	QGNH01001565.1	20	14877	16493	-1	D	YP_009797045.1	YP_009797045.1 terminase large subunit [Faecalibacterium phage FP_Brigit]	False	0.274	176.0	9.049e-45	Terminase RNaseH-like domain [PF17289.5]; Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]					VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xh;Xr	1	False	VF
QGNH01001565.1_21	QGNH01001565.1	QGNH01001565.1	21	16528	16725	-1	E															0	False	F
QGNH01001565.1_22	QGNH01001565.1	QGNH01001565.1	22	16722	17051	-1	E															0	False	F
