	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000354.1_1	QGNH01000354.1	QGNH01000354.1	1	3	206	1	D									Family of unknown function (DUF6496) [PF20106.2]				0	False	F
QGNH01000354.1_2	QGNH01000354.1	QGNH01000354.1	2	262	816	1	C	K04078	chaperonin GroES							Chaperonin 10 Kd subunit [PF00166.24]	VOG00279	sp|P17313|VG31_BPT4 Capsid assembly protein Gp31; XhXs	Xs;Xh	0	False	VF
QGNH01000354.1_3	QGNH01000354.1	QGNH01000354.1	3	964	2361	1	C	K06909	phage terminase large subunit	YP_007007123.1	YP_007007123.1 terminase large subunit [Bdellovibrio phage phi1422]	False	0.481	177.0	1.11e-45	Phage terminase large subunit [PF04466.16]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01000354.1_4	QGNH01000354.1	QGNH01000354.1	4	2395	4542	1	D			YP_001552284.1	YP_001552284.1 portal protein [Thalassomonas phage BA3]	False	0.32	328.0	1.658e-93	Phage P22-like portal protein [PF16510.8]	VOG02069	sp|Q9T1S9|PORTL_BPAPS Portal protein; XhXpXrXs	Xs;Xp;Xh;Xr	0	False	VF
QGNH01000354.1_5	QGNH01000354.1	QGNH01000354.1	5	4549	5562	1	E										VOG04366	REFSEQ head scaffolding protein; Xu	Xu	0	False	F
QGNH01000354.1_6	QGNH01000354.1	QGNH01000354.1	6	5590	6804	1	D			YP_009222587.1	YP_009222587.1 major head protein [Rhodoferax phage P26218]	False	0.294	174.0	2.083e-45	P22 coat protein - gene protein 5 [PF11651.11]	VOG00529	sp|P19727|CAPSB_BPT7 Minor capsid protein; XrXs	Xs;Xr	0	False	VF
QGNH01000354.1_7	QGNH01000354.1	QGNH01000354.1	7	6886	7101	1	E													0	False	F
QGNH01000354.1_8	QGNH01000354.1	QGNH01000354.1	8	7161	7391	1	E													0	False	F
QGNH01000354.1_9	QGNH01000354.1	QGNH01000354.1	9	7394	8122	1	E			YP_007518350.1	YP_007518350.1 hypothetical protein I904_gp08 [Vibrio phage VvAW1]	False	0.329	104.0	1.365e-23		VOG12454	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000354.1_10	QGNH01000354.1	QGNH01000354.1	10	8138	9634	1	D			YP_009222582.1	YP_009222582.1 head closure Hc3 [Rhodoferax phage P26218]	False	0.35	281.0	2.443e-80	Phage stabilisation protein [PF11134.11]	VOG10156	sp|P26749|VG10_BPP22 Packaged DNA stabilization protein gp10; Xh	Xh	0	False	F
QGNH01000354.1_11	QGNH01000354.1	QGNH01000354.1	11	9696	11000	1	D									Collagen triple helix repeat (20 copies) [PF01391.21]				0	False	F
QGNH01000354.1_12	QGNH01000354.1	QGNH01000354.1	12	11018	11281	1	E													0	False	F
