	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000861.1_1	QGNH01000861.1	QGNH01000861.1	1	1	255	1	E																				0	False	F
QGNH01000861.1_2	QGNH01000861.1	QGNH01000861.1	2	255	1163	1	E																				0	False	F
QGNH01000861.1_3	QGNH01000861.1	QGNH01000861.1	3	1264	2742	1	D			YP_009011911.1	YP_009011911.1 portal protein [Mycobacterium phage Courthouse]	False	0.334	188.0	5.754e-49								Phage portal protein [PF04860.15]	VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xr;Xs;Xh;Xp	0	False	VF
QGNH01000861.1_4	QGNH01000861.1	QGNH01000861.1	4	2919	3941	1	C	K06904	uncharacterized protein	YP_010082066.1	YP_010082066.1 head maturation protease [Ralstonia phage Dina]	False	0.396	115.0	2.2e-26	MER0273150	S78	MER0273150 - family S78 unassigned peptidases (Streptomyces violaceusniger) [S78.UPW]#S78#{peptidase unit: 21-159}~source YP_004817362~	False	0.525	146.0	2.6600000000000003e-36	Caudovirus prohead serine protease [PF04586.20]; Family of unknown function (DUF6582) [PF20223.1]	VOG02183	sp|D3WAC4|PRO_BPLP2 Probable capsid maturation protease; XhXs	Xh;Xs	0	False	VPF
QGNH01000861.1_5	QGNH01000861.1	QGNH01000861.1	5	4092	5393	1	D			YP_006907181.1	YP_006907181.1 major head protein [Streptomyces phage TG1]	False	0.323	143.0	7.647000000000001e-35								Phage capsid family [PF05065.16]	VOG00134	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17; Xs	Xs	0	False	VF
QGNH01000861.1_6	QGNH01000861.1	QGNH01000861.1	6	5589	5801	1	E																				0	False	
QGNH01000861.1_7	QGNH01000861.1	QGNH01000861.1	7	5986	6507	1	E																				0	False	
QGNH01000861.1_8	QGNH01000861.1	QGNH01000861.1	8	6524	6820	1	E																				0	False	
QGNH01000861.1_9	QGNH01000861.1	QGNH01000861.1	9	6822	7010	1	E																				0	False	
QGNH01000861.1_10	QGNH01000861.1	QGNH01000861.1	10	7021	8325	1	D			YP_009507619.1	YP_009507619.1 nucleotide-sugar epimerase [Heterosigma akashiwo virus 01]	False	0.257	88.0	5.33e-17								Putative zinc binding domain [PF08421.14]; Methyltransferase domain [PF13489.9]; Methyltransferase domain [PF08241.15]				0	False	
QGNH01000861.1_11	QGNH01000861.1	QGNH01000861.1	11	8273	9229	1	C	K01711	GDPmannose 4,6-dehydratase [EC:4.2.1.47]	YP_009808175.1	YP_009808175.1 nucleotide-sugar epimerase [Sulfolobus filamentous virus 1]	False	0.429	240.0	4.016e-69								GDP-mannose 4,6 dehydratase [PF16363.8]; NAD dependent epimerase/dehydratase family [PF01370.24]; RmlD substrate binding domain [PF04321.20]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]; NmrA-like family [PF05368.16]; NAD(P)H-binding [PF13460.9]	VOG00055	sp|Q9SYM5|RHM1_ARATH Trifunctional UDP-glucose 4,6-dehydratase/UDP-4-keto-6-deoxy-D-glucose 3,5-epimerase/UDP-4-keto-L-rhamnose-reductase RHM1; Xh	Xh	0	False	MK
QGNH01000861.1_12	QGNH01000861.1	QGNH01000861.1	12	9575	10291	1	D																Glycosyl transferase family 2 [PF00535.29]				0	False	
QGNH01000861.1_13	QGNH01000861.1	QGNH01000861.1	13	10364	12550	1	D			YP_010655496.1	YP_010655496.1 glycosyltransferase [Streptomyces phage Zuko]	False	0.354	137.0	1.766e-31	MER0177083	N10	MER0177083 - family N10 unassigned peptide lyases (Thermus thermophilus) [N10.UPW]#N10#{peptidase unit: 1-439}~source CAJ57173~	False	0.214	81.0	5.006e-14	Intein splicing domain [PF14890.9]; LAGLIDADG-like domain [PF14528.9]; Glycosyl transferases group 1 [PF13524.9]; Homing endonuclease [PF05204.17]; Glycosyl transferases group 1 [PF00534.23]	VOG04652	REFSEQ glycosyltransferase; Xu	Xu	0	False	MKF
QGNH01000861.1_14	QGNH01000861.1	QGNH01000861.1	14	12547	12717	-1	E																				0	False	F
QGNH01000861.1_15	QGNH01000861.1	QGNH01000861.1	15	12870	13454	1	E																				0	False	F
QGNH01000861.1_16	QGNH01000861.1	QGNH01000861.1	16	13698	13988	1	E																				0	False	F
QGNH01000861.1_17	QGNH01000861.1	QGNH01000861.1	17	14008	14499	1	E																				0	False	F
QGNH01000861.1_18	QGNH01000861.1	QGNH01000861.1	18	14681	16504	1	E																				0	False	F
