locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
KC117378.1_1_1326_+		K06909	COG1783		phrog_5653	VOG07294	COG:COG1783	441	2.7e-33	106.2		XtmB; 
KC117378.1_1368_1709_+												Hypothetical
KC117378.1_1747_4392_+			COG4695		phrog_2662	VOG14462	VOG:VOG14462	881	0	1011.8		REFSEQ portal protein
KC117378.1_4450_4692_+												Hypothetical
KC117378.1_4738_5013_+												Hypothetical
KC117378.1_5141_5323_+												Hypothetical
KC117378.1_5506_5997_+												Hypothetical
KC117378.1_6004_6390_+												Hypothetical
KC117378.1_6428_8047_+		K07218	COG3420			VOG01982	VOG:VOG01982	539	2e-43	138.8		sp|O31912|YORA_BACSU SPbeta prophage-derived uncharacterized protein YorA
KC117378.1_8151_9572_+					phrog_33677	VOG01471	VOG:VOG01471	473	2.3e-172	565.7		REFSEQ head maturation protease
KC117378.1_9575_10816_+					phrog_25898	VOG14465	VOG:VOG14465	413	1e-187	615.1		REFSEQ major head protein
KC117378.1_10865_11209_+												Hypothetical
KC117378.1_11213_11458_+												Hypothetical
KC117378.1_11585_12262_+					phrog_442	VOG00699	PHROG:phrog_442	225	2e-11	35.2		head-tail adaptor
KC117378.1_12265_12669_+												Hypothetical
KC117378.1_13401_13790_+					phrog_5		PHROG:phrog_5	129	1.7e-10	32.4		tail completion or Neck1 protein
KC117378.1_13953_14381_+												Hypothetical
KC117378.1_14420_14887_+												Hypothetical
KC117378.1_14903_15490_+												Hypothetical
KC117378.1_15372_15677_+												Hypothetical
KC117378.1_15717_16418_+												Hypothetical
KC117378.1_16415_16870_+												Hypothetical
KC117378.1_16908_18698_+					phrog_892	VOG01616, VOG01616	VOG:VOG01616	596	6.3e-159	406.4		REFSEQ hypothetical protein
KC117378.1_18700_19074_+						VOG00069	VOG:VOG00069	124	3.5e-14	44.1		sp|Q7Y5D9|FIBL2_BPT5 Collar protein p132
KC117378.1_19113_20552_+					phrog_1627	VOG26247	VOG:VOG26247	479	8.2e-289	950.3		REFSEQ hypothetical protein
KC117378.1_20719_21288_-						VOG26249	VOG:VOG26249	189	7.1e-101	327.3		REFSEQ hypothetical protein
KC117378.1_21375_21728_-												Hypothetical
KC117378.1_22094_22252_+												Hypothetical
KC117378.1_22256_22648_+					phrog_27279	VOG26248	VOG:VOG26248	130	3.5e-83	267.8		REFSEQ hypothetical protein
KC117378.1_22645_23316_+					phrog_22961	VOG14464	VOG:VOG14464	223	3.3e-94	306.0		REFSEQ hypothetical protein
KC117378.1_23313_23543_+												Hypothetical
KC117378.1_23548_23772_+												Hypothetical
KC117378.1_23884_24645_+		K04802	COG0592		phrog_947	VOG00220	VOG:VOG00220	253	4.1e-41	132.2		sp|Q7T6Y0|PCNA_MIMIV Probable DNA polymerase sliding clamp
KC117378.1_24811_25197_+												Hypothetical
KC117378.1_25331_25468_+												Hypothetical
KC117378.1_25761_26165_+												Hypothetical
KC117378.1_26258_28327_+		K10726	COG1241		phrog_10371	VOG14467	VOG:VOG14467	689	0	1070.2		sp|Q9UXG1|MCM_SACS2 Minichromosome maintenance protein MCM
KC117378.1_28324_28704_+												Hypothetical
KC117378.1_28746_28901_+						VOG26251	VOG:VOG26251	51	5.2e-32	101.0		REFSEQ hypothetical protein
KC117378.1_28933_29379_+					phrog_954	VOG03586	VOG:VOG03586	148	2.1e-51	165.3		REFSEQ DNA methyltransferase
KC117378.1_29921_30259_+												Hypothetical
KC117378.1_30303_30506_+												Hypothetical
KC117378.1_30499_31728_+		K00571, K03497	COG0863		phrog_498	VOG00306	VOG:VOG00306	409	7.6e-106	346.6		sp|P14243|MTC9_CITFR Type II methyltransferase M.Cfr9I
KC117378.1_31747_32187_+												Hypothetical
